"sp_name","esthe_score","file_name","copyright","iucn","rls","kingdom","phylum","class","order","family","genus","species","ages_mean","ED","ED_sd","esthe_score_mean","max_length","trophic_level","thermal_mp_5min_95max","thermal_95thmax","trophic_group","water_column","diel_activity","habitat","Di","Ui","iucn_code","threats"
"Abudefduf_sordidus",1363.285,"Abudefduf_sordidus_A_3","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf sordidus",5.7096989413855,10.5273540976021,4.68351463443081,1356.517,0.493578197413049,0.296296296296296,0.862966541073967,0.926497747925327,"planktivore","demersal","day","coral",0.470780206357985,0.0278418449492468,"LC","nthr"
"Abudefduf_sparoides",1512.7744,"Abudefduf_sparoides_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf sparoides",5.3585082844605,10.2561536243603,4.47899117798298,1430.820767765,0.424813722840309,0.37037037037037,0.931127375462018,0.896454156526498,"planktivore","demersal","day","coral",0.4687628667323,0.00888734817211089,"LC","nthr"
"Abudefduf_troschelii",1457.8928,"Abudefduf_troschelii_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf troschelii",5.62627925873568,10.4087735610545,3.71516662179796,1506.5604,0.46709566490854,0.37037037037037,0.88059988208271,0.905764097231963,"planktivore","demersal","day","coral",0.467717910775574,0.0113153025895999,"LC","nthr"
"Abudefduf_vaigiensis",1441.3163,"Abudefduf_vaigiensis_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf vaigiensis",5.44291509250643,10.4318305887364,3.87380114039399,1431.57980700327,0.46709566490854,0.222222222222222,0.837885881463949,0.929482589880619,"planktivore","demersal","day","coral",0.4751540519364,0.0275290069270264,"LC","nthr"
"Abudefduf_whitleyi",1478.0117,"Abudefduf_whitleyi_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf whitleyi",5.16654973521982,10.314259596165,4.20291990871314,1421.904,0.399511774502621,0.222222222222222,0.851714077124258,0.893372085294183,"planktivore","demersal","day","coral",0.475417621684483,0.0207776376146646,"LC","nthr"
"Acanthaluteres_brownii",1489.2302,"Acanthaluteres_brownii_M_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","Acanthaluteres brownii",6.33513849529824,11.6860833632626,7.29358909780718,1422.74036666667,0.658776987948576,0.296296296296296,0.649869120948913,0.670540681178032,"omnivore","demersal","day","rock",0.544430267538874,0.0181683266093679,"LC","nthr"
"Acanthaluteres_spilomelanurus",1512.3491,"Acanthaluteres_spilomelanurus_M_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","Acanthaluteres spilomelanurus",6.17171096274373,11.0421409680573,5.72257372104117,1464.13473333333,0.399511774502621,0.333333333333333,0.592026823030681,0.665282630528451,"omnivore","demersal","day","sand",0.558654462706543,0.0922845065209036,"LC","nthr"
"Acanthaluteres_vittiger",1573.7119,"Acanthaluteres_vittiger_M_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","Acanthaluteres vittiger",5.92985452164725,11.2240860158126,6.79648640312911,1518.1856,0.57313342484647,0,0.606967097616753,0.687964890115482,"omnivore","demersal","day","rock",0.564713978056259,0.0842719463834823,"LC","nthr"
"Acanthemblemaria_atrata",1260.7051,"Acanthemblemaria_atrata_A_1","YES",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria atrata",14.737073898446,20.5986584899979,2.85604326009487,1358.35375,0.204416248357305,0.481481481481481,0.944627549567745,0.88826364386764,"benthic invertivore","benthic","day","rock",0.531224711632201,0.0200904106342043,"VU","thr"
"Acanthemblemaria_castroi",1418.4338,"Acanthemblemaria_castroi_A_2","YES",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria castroi",13.911420438995,20.8142399757668,3.39721974177589,1376.0975,0.238963110485966,0.518518518518518,0.826655300784267,0.788646715540676,"benthic invertivore","benthic","day","rock",0.526746470504675,0.0233237091227097,"VU","thr"
"Acanthemblemaria_crockeri",1361.8452,"Acanthemblemaria_crockeri_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria crockeri",11.7989607790043,19.0224219704392,3.31630537669241,1385.5352,0.238963110485966,0.518518518518518,0.801481312495173,0.880595168546853,"benthic invertivore","benthic","day","coral",0.479082077643263,0.0273441232362007,"LC","nthr"
"Acanthemblemaria_hancocki",1362.3544,"Acanthemblemaria_hancocki_A_3","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria hancocki",12.3462393680952,19.049612146049,2.9995861459212,1358.60445,0.18445220640724,0.518518518518518,0.909352466346969,0.902904689455581,"benthic invertivore","benthic","day","rock",0.532035938146508,0.0141214093758901,"LC","nthr"
"Acanthemblemaria_spinosa",1322.5325,"Acanthemblemaria_spinosa_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria spinosa",16.9611911750233,22.0494506061818,3.24033883514952,1410.3445,0.0945504158831536,0.407407407407407,0.948278892726884,0.921344521674385,"benthic invertivore","benthic","day","coral",0.492754232776006,0.00655116349305949,"LC","nthr"
