"sp_name","Importance"
"Ecsenius_aequalis",NA
"Ecsenius_alleni",NA
"Ecsenius_bandanus",NA
"Ecsenius_bathi",NA
"Ecsenius_bicolor",NA
"Ecsenius_fijiensis",NA
"Ecsenius_fourmanoiri",NA
"Ecsenius_frontalis",NA
"Ecsenius_gravieri",NA
"Ecsenius_kurti",NA
"Ecsenius_lineatus",NA
"Ecsenius_lividanalis",NA
"Ecsenius_midas",NA
"Ecsenius_minutus",NA
"Ecsenius_nalolo",NA
"Ecsenius_namiyei",NA
"Ecsenius_oculatus",NA
"Ecsenius_prooculis",NA
"Ecsenius_randalli",NA
"Ecsenius_schroederi",NA
"Ecsenius_stictus",NA
"Ecsenius_stigmatura",NA
"Ecsenius_tigris",NA
"Ecsenius_tricolor",NA
"Ecsenius_trilineatus","of no interest"
"Ecsenius_yaeyamaensis",NA
"Ekemblemaria_myersi",NA
"Elacatinus_atronasus",NA
"Elacatinus_cayman",NA
"Elacatinus_centralis",NA
"Elacatinus_evelynae",NA
"Elacatinus_figaro",NA
"Elacatinus_genie",NA
"Elacatinus_horsti",NA
"Elacatinus_jarocho",NA
"Elacatinus_oceanops",NA
"Elacatinus_prochilos",NA
"Elacatinus_puncticulatus",NA
"Elacatinus_randalli",NA
"Elacatinus_xanthiprora",NA
"Elagatis_bipinnulata","highly commercial"
"Eleotrica_cableae",NA
"Elops_affinis","minor commercial"
"Embiotoca_jacksoni",NA
"Embiotoca_lateralis","commercial"
"Emblemariopsis_pricei",NA
"Emblemariopsis_signifer",NA
"Enchelycore_lichenosa",NA
"Enchelycore_ramosa",NA
"Engraulis_australis","minor commercial"
"Enneanectes_carminalis",NA
"Enneanectes_smithi",NA
"Enneapterygius_atrogulare","of no interest"
"Enneapterygius_hemimelas","of no interest"
"Enneapterygius_kermadecensis","of no interest"
"Enneapterygius_larsonae","of no interest"
"Enneapterygius_mirabilis","of no interest"
"Enneapterygius_rufopileus","of no interest"
"Enneapterygius_similis",NA
"Enophrys_diceraus",NA
"Enoplosus_armatus","minor commercial"
"Entomacrodus_chapmani",NA
"Entomacrodus_solus",NA
"Eocallionymus_papilio",NA
"Epibulus_brevis",NA
"Epibulus_insidiator","minor commercial"
"Epinephelides_armatus",NA
"Epinephelus_adscensionis","highly commercial"
"Epinephelus_akaara","minor commercial"
"Epinephelus_albomarginatus","subsistence fisheries"
"Epinephelus_analogus","minor commercial"
"Epinephelus_areolatus","commercial"
"Epinephelus_bilobatus",NA
"Epinephelus_bleekeri","minor commercial"
"Epinephelus_bruneus","commercial"
"Epinephelus_coeruleopunctatus","minor commercial"
"Epinephelus_coioides","commercial"
"Epinephelus_corallicola","subsistence fisheries"
"Epinephelus_costae","minor commercial"
"Epinephelus_cyanopodus","minor commercial"
"Epinephelus_daemelii","subsistence fisheries"
"Epinephelus_fasciatus","commercial"
"Epinephelus_fuscoguttatus","minor commercial"
"Epinephelus_guttatus","highly commercial"
"Epinephelus_hexagonatus","minor commercial"
"Epinephelus_irroratus","commercial"
"Epinephelus_itajara","minor commercial"
"Epinephelus_labriformis","minor commercial"
"Epinephelus_lanceolatus","subsistence fisheries"
"Epinephelus_longispinis","commercial"
"Epinephelus_macrospilos","commercial"
"Epinephelus_maculatus","minor commercial"
"Epinephelus_malabaricus","highly commercial"
"Epinephelus_marginatus","highly commercial"
"Epinephelus_melanostigma","subsistence fisheries"
"Epinephelus_merra","commercial"
"Epinephelus_morio","commercial"
"Epinephelus_multinotatus","commercial"
"Epinephelus_ongus","minor commercial"
"Epinephelus_polyphekadion","commercial"
"Epinephelus_quoyanus","commercial"
"Epinephelus_rivulatus","minor commercial"
"Epinephelus_socialis","minor commercial"
"Epinephelus_spilotoceps","commercial"
"Epinephelus_striatus","commercial"
"Epinephelus_tauvina","minor commercial"
"Epinephelus_tukula","subsistence fisheries"
"Epinephelus_undulatostriatus","commercial"
"Equetus_punctatus","minor commercial"
"Eubalichthys_bucephalus",NA
"Eubalichthys_caeruleoguttatus",NA
"Eubalichthys_cyanoura",NA
"Eubalichthys_gunnii",NA
"Eubalichthys_mosaicus",NA
"Eucinostomus_dowii",NA
"Eupetrichthys_angustipes",NA
"Euthynnus_affinis","highly commercial"
"Euthynnus_lineatus","minor commercial"
"Eutrigla_gurnardus","commercial"
"Eviota_albolineata",NA
"Eviota_atriventris",NA
"Eviota_bifasciata",NA
"Eviota_bimaculata",NA
"Eviota_fasciola",NA
"Eviota_guttata",NA
"Eviota_hoesei",NA
"Eviota_lachdeberei",NA
"Eviota_latifasciata",NA
"Eviota_melasma",NA
"Eviota_mikiae",NA
"Eviota_nigriventris",NA
"Eviota_pellucida",NA
"Eviota_prasites",NA
"Eviota_raja",NA
"Eviota_readerae",NA
"Eviota_rubriceps",NA
"Eviota_sebreei",NA
"Eviota_sigillata",NA
"Eviota_storthynx",NA
"Eviota_zebrina",NA
"Evistias_acutirostris","commercial"
"Evynnis_cardinalis","commercial"
"Exallias_brevis",NA
"Exyrias_belissimus",NA
"Favonigobius_lateralis",NA
"Foetorepus_calauropomus",NA
"Forcipiger_flavissimus","of no interest"
"Forcipiger_longirostris","minor commercial"
"Forsterygion_capito","of no interest"
"Forsterygion_flavonigrum","of no interest"
"Forsterygion_gymnotum","of no interest"
"Forsterygion_lapillum","of no interest"
"Forsterygion_malcolmi",NA
"Forsterygion_maryannae","of no interest"
"Forsterygion_varium",NA
"Furcina_osimae",NA
"Fusigobius_duospilus",NA
"Fusigobius_inframaculatus",NA
"Fusigobius_melacron",NA
"Fusigobius_neophytus",NA
"Fusigobius_signipinnis",NA
"Gadus_morhua","highly commercial"
"Gasterosteus_aculeatus","minor commercial"
"Genicanthus_caudovittatus",NA
"Genicanthus_lamarck","minor commercial"
"Genicanthus_semicinctus",NA
"Genicanthus_watanabei",NA
"Genypterus_tigerinus","minor commercial"
"Gerres_cinereus","minor commercial"
"Gerres_equulus",NA
"Gerres_subfasciatus",NA
"Gillellus_chathamensis",NA
"Girella_cyanea",NA
"Girella_elevata",NA
"Girella_fimbriata",NA
"Girella_freminvillii",NA
"Girella_nigricans","commercial"
"Girella_punctata","commercial"
"Girella_simplicidens",NA
"Girella_tephraeops",NA
"Girella_tricuspidata","commercial"
"Girella_zebra","commercial"
"Glaucosoma_hebraicum","commercial"
"Glaucosoma_magnificum","minor commercial"
"Glaucosoma_scapulare","commercial"
"Glyptoparus_delicatulus",NA
"Gnathanacanthus_goetzeei",NA
"Gnathanodon_speciosus","minor commercial"
"Gnathodentex_aureolineatus","commercial"
"Gnatholepis_anjerensis","minor commercial"
"Gnatholepis_cauerensis",NA
"Gnatholepis_thompsoni",NA
"Gobiesox_woodsi",NA
"Gobioclinus_dendriticus",NA
"Gobiodon_citrinus",NA
"Gobiodon_heterospilos",NA
"Gobiodon_histrio",NA
"Gobiodon_okinawae",NA
"Gobiodon_quinquestrigatus",NA
"Gobiodon_spilophthalmus",NA
"Gobiosoma_hildebrandi",NA
"Gobiosoma_spilotum",NA
"Gobius_bucchichi",NA
"Gobius_cruentatus",NA
"Gobius_fallax",NA
"Gobius_niger","of no interest"
"Gobius_paganellus","minor commercial"
"Gobius_tetrophthalmus",NA
"Gobius_xanthocephalus",NA
"Gobiusculus_flavescens","of no interest"
"Gomphosus_caeruleus","minor commercial"
"Gomphosus_varius","minor commercial"
"Gorgasia_galzini","of no interest"
"Gracila_albomarginata","minor commercial"
"Gramma_brasiliensis",NA
"Gramma_loreto",NA
"Grammatorcynus_bicarinatus","commercial"
"Grammatorcynus_bilineatus","minor commercial"
"Grammistes_sexlineatus","minor commercial"
"Gunnellichthys_monostigma",NA
"Gymnocaesio_gymnoptera","minor commercial"
"Gymnocanthus_tricuspis",NA
"Gymnoclinus_cristulatus",NA
"Gymnocranius_audleyi","minor commercial"
"Gymnocranius_euanus","minor commercial"
"Gymnocranius_microdon","minor commercial"
"Gymnocrotaphus_curvidens","commercial"
"Gymnomuraena_zebra","minor commercial"
"Gymnosarda_unicolor","minor commercial"
"Gymnothorax_annasona",NA
"Gymnothorax_breedeni",NA
"Gymnothorax_castaneus",NA
"Gymnothorax_cribroris",NA
"Gymnothorax_dovii",NA
"Gymnothorax_eurostus",NA
"Gymnothorax_favagineus","minor commercial"
"Gymnothorax_fimbriatus","subsistence fisheries"
"Gymnothorax_flavimarginatus","commercial"
"Gymnothorax_funebris","minor commercial"
"Gymnothorax_javanicus","subsistence fisheries"
"Gymnothorax_meleagris","minor commercial"
"Gymnothorax_miliaris","minor commercial"
"Gymnothorax_moringa","minor commercial"
"Gymnothorax_nubilus",NA
"Gymnothorax_obesus",NA
"Gymnothorax_panamensis",NA
"Gymnothorax_pictus","minor commercial"
"Gymnothorax_porphyreus",NA
"Gymnothorax_prasinus","of no interest"
"Gymnothorax_prionodon",NA
"Gymnothorax_thyrsoideus",NA
"Gymnothorax_undulatus","minor commercial"
"Gymnothorax_zonipectis",NA
"Haemulon_album","commercial"
"Haemulon_aurolineatum","minor commercial"
"Haemulon_carbonarium","minor commercial"
"Haemulon_chrysargyreum","minor commercial"
"Haemulon_flaviguttatum","minor commercial"
"Haemulon_flavolineatum","commercial"
"Haemulon_macrostomum","minor commercial"
"Haemulon_maculicauda","minor commercial"
"Haemulon_melanurum","minor commercial"
"Haemulon_parra","minor commercial"
"Haemulon_plumierii","minor commercial"
"Haemulon_sciurus","minor commercial"
"Haemulon_scudderii","commercial"
"Haemulon_sexfasciatum","minor commercial"
"Haemulon_steindachneri","minor commercial"
"Haemulon_vittatum","minor commercial"
"Haletta_semifasciata","minor commercial"
"Halichoeres_adustus","of no interest"
"Halichoeres_argus","minor commercial"
"Halichoeres_biocellatus",NA
"Halichoeres_bivittatus",NA
"Halichoeres_brasiliensis",NA
"Halichoeres_brownfieldi",NA
"Halichoeres_burekae",NA
"Halichoeres_chierchiae","of no interest"
"Halichoeres_chloropterus","minor commercial"
"Halichoeres_chrysus",NA
"Halichoeres_cosmetus",NA
"Halichoeres_dimidiatus",NA
"Halichoeres_discolor",NA
"Halichoeres_dispilus","minor commercial"
"Halichoeres_erdmanni",NA
"Halichoeres_garnoti",NA
"Halichoeres_hartzfeldii",NA
"Halichoeres_hortulanus","minor commercial"
"Halichoeres_insularis","of no interest"
"Halichoeres_iridis",NA
"Halichoeres_leucoxanthus",NA
"Halichoeres_leucurus",NA
"Halichoeres_maculipinna",NA
"Halichoeres_malpelo",NA
"Halichoeres_margaritaceus",NA
"Halichoeres_marginatus","minor commercial"
"Halichoeres_melanochir",NA
"Halichoeres_melanurus",NA
"Halichoeres_melasmapomus",NA
"Halichoeres_miniatus",NA
"Halichoeres_nebulosus",NA
"Halichoeres_nicholsi",NA
"Halichoeres_nigrescens",NA
"Halichoeres_notospilus",NA
"Halichoeres_orientalis",NA
"Halichoeres_ornatissimus",NA
"Halichoeres_pictus",NA
"Halichoeres_poeyi",NA
"Halichoeres_prosopeion",NA
"Halichoeres_radiatus","minor commercial"
"Halichoeres_richmondi",NA
"Halichoeres_salmofasciatus",NA
"Halichoeres_scapularis","minor commercial"
"Halichoeres_semicinctus",NA
"Halichoeres_socialis",NA
"Halichoeres_solorensis",NA
"Halichoeres_tenuispinis",NA
"Halichoeres_timorensis",NA
"Halichoeres_trimaculatus",NA
"Halichoeres_trispilus",NA
"Helcogramma_chica","of no interest"
"Helcogramma_decurrens",NA
"Helcogramma_maldivensis",NA
"Helcogramma_striata","of no interest"
"Helcogrammoides_cunninghami",NA
"Helicolenus_percoides","commercial"
"Helotes_sexlineatus",NA
"Hemiglyphidodon_plagiometopon","minor commercial"
"Hemigymnus_fasciatus","minor commercial"
"Hemigymnus_melapterus","minor commercial"
"Hemilepidotus_jordani","commercial"
"Hemiramphus_depauperatus",NA
"Hemitaurichthys_multispinosus",NA
"Hemitaurichthys_polylepis",NA
"Hemitaurichthys_thompsoni",NA
"Hemitaurichthys_zoster","of no interest"
"Heniochus_acuminatus","minor commercial"
"Heniochus_chrysostomus","minor commercial"
"Heniochus_diphreutes","of no interest"
"Heniochus_intermedius",NA
"Heniochus_monoceros",NA
"Heniochus_pleurotaenia",NA
"Heniochus_singularius","minor commercial"
"Heniochus_varius","minor commercial"
"Heteroclinus_adelaidae",NA
"Heteroclinus_johnstoni",NA
"Heteroclinus_perspicillatus",NA
"Heteroclinus_roseus",NA
"Heteroclinus_tristis",NA
"Heteroconger_hassi",NA
"Heteropriacanthus_cruentatus","minor commercial"
"Heteroscarus_acroptilus","of no interest"
"Heterostichus_rostratus",NA
"Hexagrammos_agrammus",NA
"Hexagrammos_decagrammus","minor commercial"
"Hexagrammos_otakii","commercial"
"Hexagrammos_stelleri","minor commercial"
"Hipposcarus_harid","commercial"
"Hipposcarus_longiceps","commercial"
"Holacanthus_bermudensis","minor commercial"
"Holacanthus_ciliaris","minor commercial"
"Holacanthus_clarionensis",NA
"Holacanthus_passer",NA
"Holacanthus_tricolor","minor commercial"
"Holocentrus_adscensionis","minor commercial"
"Holocentrus_rufus","minor commercial"
"Hologymnosus_annulatus","minor commercial"
"Hologymnosus_doliatus","minor commercial"
"Hoplolatilus_cuniculus",NA
"Hoplolatilus_starcki",NA
"Hoplopagrus_guentherii","subsistence fisheries"
"Hyperlophus_vittatus","subsistence fisheries"
"Hypoatherina_barnesi","of no interest"
"Hypoplectrodes_annulatus",NA
"Hypoplectrodes_huntii",NA
"Hypoplectrodes_maccullochi",NA
"Hypoplectrodes_nigroruber","commercial"
"Hypoplectrus_aberrans",NA
"Hypoplectrus_castroaguirrei",NA
"Hypoplectrus_chlorurus",NA
"Hypoplectrus_gemma",NA
"Hypoplectrus_guttavarius",NA
"Hypoplectrus_indigo",NA
"Hypoplectrus_maya",NA
"Hypoplectrus_nigricans",NA
"Hypoplectrus_providencianus",NA
"Hypoplectrus_puella",NA
"Hypoplectrus_unicolor",NA
"Hyporhamphus_affinis",NA
"Hyporthodus_flavolimbatus","commercial"
"Hyporthodus_niveatus","commercial"
"Hyporthodus_octofasciatus","minor commercial"
"Hypsoblennius_proteus",NA
"Hypsurus_caryi",NA
"Hypsypops_rubicundus",NA
"Iniistius_celebicus",NA
"Iniistius_pavo","commercial"
"Inimicus_caledonicus",NA
"Inimicus_filamentosus","minor commercial"
"Isocirrhitus_sexfasciatus",NA
"Istigobius_campbelli",NA
"Istigobius_decoratus",NA
"Istigobius_goldmanni",NA
"Istigobius_hoesei",NA
"Istigobius_nigroocellatus",NA
"Istigobius_rigilius",NA
"Itycirrhitus_wilhelmi",NA
"Jenkinsia_lamprotaenia","minor commercial"
"Johnrandallia_nigrirostris",NA
"Jordania_zonope",NA
"Karalepis_stewarti","of no interest"
"Koumansetta_hectori",NA
"Koumansetta_rainfordi","of no interest"
"Kuhlia_mugil","minor commercial"
"Kyphosus_analogus",NA
"Kyphosus_azureus",NA
"Kyphosus_bigibbus","commercial"
"Kyphosus_cinerascens","minor commercial"
"Kyphosus_cornelii","commercial"
"Kyphosus_elegans","minor commercial"
"Kyphosus_incisor","minor commercial"
"Kyphosus_ocyurus","minor commercial"
"Kyphosus_sectatrix","minor commercial"
"Kyphosus_sydneyanus","subsistence fisheries"
"Kyphosus_vaigiensis","commercial"
"Labracinus_cyclophthalmus",NA
"Labracinus_lineatus",NA
"Labracoglossa_nitida",NA
"Labrichthys_unilineatus","minor commercial"
"Labrisomus_cricota","subsistence fisheries"
"Labrisomus_jenkinsi",NA
"Labrisomus_multiporosus",NA
"Labrisomus_nuchipinnis",NA
"Labrisomus_socorroensis",NA
"Labroides_bicolor",NA
"Labroides_dimidiatus","of no interest"
"Labroides_pectoralis",NA
"Labroides_phthirophagus","of no interest"
"Labroides_rubrolabiatus",NA
"Labropsis_alleni","of no interest"
"Labropsis_australis",NA
"Labropsis_manabei",NA
"Labropsis_micronesica",NA
"Labropsis_xanthonota",NA
"Labrus_bergylta","subsistence fisheries"
"Labrus_merula","subsistence fisheries"
"Labrus_mixtus","subsistence fisheries"
"Labrus_viridis",NA
"Lachnolaimus_maximus","minor commercial"
"Lactophrys_bicaudalis",NA
"Lactophrys_triqueter","minor commercial"
"Lactoria_diaphana","of no interest"
"Lactoria_fornasini","of no interest"
"Larabicus_quadrilineatus",NA
"Latridopsis_ciliaris","commercial"
"Latridopsis_forsteri","commercial"
"Latropiscis_purpurissatus",NA
"Leiocottus_hirundo",NA
"Lepidonectes_bimaculatus",NA
"Lepidonectes_clarkhubbsi",NA
"Lepidonectes_corallicola",NA
"Lepidozygus_tapeinosoma","of no interest"
"Leptatherina_presbyteroides",NA
"Leptocottus_armatus",NA
"Leptojulis_cyanopleura","minor commercial"
"Leptoscarus_vaigiensis","commercial"
"Lesueurigobius_friesii",NA
"Lethrinus_amboinensis","minor commercial"
"Lethrinus_atkinsoni","minor commercial"
"Lethrinus_borbonicus","minor commercial"
"Lethrinus_erythracanthus","commercial"
"Lethrinus_erythropterus","minor commercial"
"Lethrinus_genivittatus","minor commercial"
"Lethrinus_harak","commercial"
"Lethrinus_laticaudis","commercial"
"Lethrinus_lentjan","highly commercial"
"Lethrinus_microdon","commercial"
"Lethrinus_miniatus","minor commercial"
"Lethrinus_nebulosus","highly commercial"
"Lethrinus_obsoletus","minor commercial"
"Lethrinus_olivaceus","commercial"
"Lethrinus_ornatus","minor commercial"
"Lethrinus_rubrioperculatus","highly commercial"
"Lethrinus_variegatus","minor commercial"
"Lethrinus_xanthochilus","commercial"
"Leviprora_inops","of no interest"
"Limnichthys_fasciatus",NA
"Liparis_montagui","of no interest"
"Lipophrys_pholis","of no interest"
"Lithognathus_lithognathus","minor commercial"
"Lithognathus_mormyrus","minor commercial"
"Liza_luciae",NA
"Lotella_rhacina",NA
"Lotilia_graciliosa",NA
"Lucayablennius_zingaro",NA
"Lutjanus_alexandrei",NA
"Lutjanus_analis","highly commercial"
"Lutjanus_apodus","commercial"
"Lutjanus_aratus","subsistence fisheries"
"Lutjanus_argentimaculatus","commercial"
"Lutjanus_argentiventris","commercial"
"Lutjanus_biguttatus","commercial"
"Lutjanus_bohar","commercial"
"Lutjanus_boutton","minor commercial"
"Lutjanus_campechanus","commercial"
"Lutjanus_carponotatus","minor commercial"
"Lutjanus_cyanopterus","commercial"
"Lutjanus_decussatus","commercial"
"Lutjanus_ehrenbergii","minor commercial"
"Lutjanus_erythropterus","commercial"
"Lutjanus_fulviflamma","commercial"
"Lutjanus_fulvus","commercial"
"Lutjanus_gibbus","commercial"
"Lutjanus_griseus","commercial"
"Lutjanus_guttatus","commercial"
"Lutjanus_inermis","of potential interest"
"Lutjanus_jocu","commercial"
"Lutjanus_johnii","commercial"
"Lutjanus_jordani","commercial"
"Lutjanus_kasmira","commercial"
"Lutjanus_lemniscatus","commercial"
"Lutjanus_lutjanus","highly commercial"
"Lutjanus_mahogoni","commercial"
"Lutjanus_monostigma","commercial"
"Lutjanus_novemfasciatus","commercial"
"Lutjanus_quinquelineatus","commercial"
"Lutjanus_rivulatus","commercial"
"Lutjanus_rufolineatus",NA
"Lutjanus_russellii","commercial"
"Lutjanus_sebae","commercial"
"Lutjanus_semicinctus","minor commercial"
"Lutjanus_synagris","commercial"
"Lutjanus_viridis","subsistence fisheries"
"Lutjanus_vitta","commercial"
"Luzonichthys_waitei",NA
"Luzonichthys_whitleyi",NA
"Lythrypnus_dalli",NA
"Lythrypnus_gilberti",NA
"Lythrypnus_insularis",NA
"Macolor_macularis","commercial"
"Macolor_niger","commercial"
"Macrodontogobius_wilburi",NA
"Macropharyngodon_bipartitus","of no interest"
"Macropharyngodon_choati",NA
"Macropharyngodon_geoffroy",NA
"Macropharyngodon_kuiteri",NA
"Macropharyngodon_meleagris",NA
"Macropharyngodon_negrosensis",NA
"Macropharyngodon_ornatus",NA
"Malacanthus_brevirostris","commercial"
"Malacanthus_latovittatus","commercial"
"Malacanthus_plumieri","minor commercial"
"Malacoctenus_boehlkei",NA
"Malacoctenus_ebisui",NA
"Malacoctenus_hubbsi",NA
"Malacoctenus_macropus",NA
"Malacoctenus_margaritae",NA
"Malacoctenus_tetranemus",NA
"Malacoctenus_triangulatus",NA
"Malacoctenus_zonifer",NA
"Malacoctenus_zonogaster",NA
"Manonichthys_splendens",NA
"Maxillicosta_scabriceps",NA
"Mccoskerichthys_sandae",NA
"Mecaenichthys_immaculatus",NA
"Medialuna_californiensis",NA
"Megalops_atlanticus","commercial"
"Meiacanthus_abruptus",NA
"Meiacanthus_atrodorsalis",NA
"Meiacanthus_bundoon",NA
"Meiacanthus_crinitus",NA
"Meiacanthus_ditrema",NA
"Meiacanthus_grammistes",NA
"Meiacanthus_kamoharai",NA
"Meiacanthus_lineatus",NA
"Meiacanthus_luteus",NA
"Meiacanthus_mossambicus",NA
"Meiacanthus_naevius",NA
"Meiacanthus_nigrolineatus",NA
"Meiacanthus_oualanensis",NA
"Meiacanthus_phaeus",NA
"Meiacanthus_smithi",NA
"Meiacanthus_tongaensis",NA
"Melanogrammus_aeglefinus","highly commercial"
"Melichthys_indicus",NA
"Melichthys_niger","minor commercial"
"Melichthys_vidua","minor commercial"
"Mendosoma_lineatum",NA
"Meuschenia_australis",NA
"Meuschenia_flavolineata",NA
"Meuschenia_freycineti",NA
"Meuschenia_galii",NA
"Meuschenia_hippocrepis",NA
"Meuschenia_scaber","commercial"
"Meuschenia_trachylepis",NA
"Meuschenia_venusta",NA
"Microcanthus_strigatus",NA
"Microgobius_microlepis",NA
"Microlepidotus_brevipinnis",NA
"Microspathodon_bairdii",NA
"Microspathodon_chrysurus","subsistence fisheries"
"Microspathodon_dorsalis",NA
"Mimoblennius_lineathorax",NA
"Mola_mola","minor commercial"
"Molva_molva","highly commercial"
"Monacanthus_chinensis","minor commercial"
"Monacanthus_tuckeri",NA
"Monodactylus_argenteus","minor commercial"
"Monotaxis_grandoculis","commercial"
"Monotaxis_heterodon",NA
"Mugil_cephalus","highly commercial"
"Mugil_curema","commercial"
"Mugil_galapagensis",NA
"Mulloidichthys_dentatus",NA
"Mulloidichthys_flavolineatus","commercial"
"Mulloidichthys_martinicus","minor commercial"
"Mulloidichthys_mimicus",NA
"Mulloidichthys_vanicolensis","commercial"
"Mullus_argentinae","minor commercial"
"Mullus_surmuletus","commercial"
"Muraena_argus",NA
"Muraena_augusti","of no interest"
"Muraena_clepsydra",NA
"Muraena_helena","minor commercial"
"Muraena_lentiginosa",NA
"Mycteroperca_bonaci","highly commercial"
"Mycteroperca_fusca","commercial"
"Mycteroperca_interstitialis","commercial"
"Mycteroperca_jordani","minor commercial"
"Mycteroperca_microlepis","highly commercial"
"Mycteroperca_olfax","commercial"
"Mycteroperca_rosacea","minor commercial"
"Mycteroperca_tigris","commercial"
"Mycteroperca_xenarcha","minor commercial"
"Myoxocephalus_scorpius",NA
"Myrichthys_maculosus",NA
"Myrichthys_tigrinus","of no interest"
"Myripristis_adusta","minor commercial"
"Myripristis_amaena",NA
"Myripristis_berndti","commercial"
"Myripristis_clarionensis",NA
"Myripristis_earlei",NA
"Myripristis_gildi",NA
"Myripristis_hexagona","minor commercial"
"Myripristis_jacobus","minor commercial"
"Myripristis_kochiensis",NA
"Myripristis_kuntee","minor commercial"
"Myripristis_leiognathus","minor commercial"
"Myripristis_murdjan","minor commercial"
"Myripristis_pralinia","minor commercial"
"Myripristis_randalli",NA
"Myripristis_tiki",NA
"Myripristis_violacea","minor commercial"
"Myripristis_vittata",NA
"Nannosalarias_nativitatis",NA
"Naso_annulatus",NA
"Naso_brachycentron",NA
"Naso_brevirostris","commercial"
"Naso_caeruleacauda",NA
"Naso_caesius",NA
"Naso_elegans","commercial"
"Naso_fageni","commercial"
"Naso_hexacanthus","commercial"
"Naso_lituratus","minor commercial"
"Naso_thynnoides","commercial"
"Naso_tonganus","minor commercial"
"Naso_unicornis","commercial"
"Naso_vlamingii","minor commercial"
"Neatypus_obliquus",NA
"Nectamia_similis",NA
"Nelusetta_ayraud","commercial"
"Nemadactylus_bergi","commercial"
"Nemadactylus_douglasii","minor commercial"
"Nemadactylus_macropterus","commercial"
"Nemadactylus_valenciennesi",NA
"Nemateleotris_magnifica","of no interest"
"Neocirrhites_armatus",NA
"Neoditrema_ransonnetii",NA
"Neoglyphidodon_bonang",NA
"Neoglyphidodon_carlsoni",NA
"Neoglyphidodon_crossi",NA
"Neoglyphidodon_melas","of no interest"
"Neoglyphidodon_nigroris",NA
"Neoglyphidodon_oxyodon",NA
"Neoglyphidodon_polyacanthus",NA
"Neoglyphidodon_thoracotaeniatus",NA
"Neomyxus_leuciscus",NA
"Neoniphon_argenteus",NA
"Neoniphon_marianus","minor commercial"
"Neoniphon_opercularis","minor commercial"
"Neoniphon_sammara","minor commercial"
"Neoodax_balteatus","of no interest"
"Neopomacentrus_anabatoides",NA
"Neopomacentrus_aquadulcis",NA
"Neopomacentrus_azysron",NA
"Neopomacentrus_bankieri",NA
"Neopomacentrus_cyanomos","of no interest"
"Neopomacentrus_filamentosus",NA
"Neopomacentrus_metallicus",NA
"Neopomacentrus_miryae",NA
"Neopomacentrus_nemurus",NA
"Neopomacentrus_violascens",NA
"Neosebastes_pandus",NA
"Neosebastes_scorpaenoides",NA
"Nesogobius_hinsbyi",NA
"Nesogobius_pulchellus",NA
"Nexilosus_latifrons",NA
"Nicholsina_denticulata","minor commercial"
"Notocirrhitus_splendens",NA
"Notoclinops_segmentatus","of no interest"
"Notoclinops_yaldwyni","of no interest"
"Notoclinus_fenestratus","of no interest"
"Notolabrus_celidotus",NA
"Notolabrus_cinctus",NA
"Notolabrus_fucicola",NA
"Notolabrus_gymnogenis",NA
"Notolabrus_inscriptus",NA
"Notolabrus_parilus",NA
"Notolabrus_tetricus",NA
"Novaculichthys_taeniourus","minor commercial"
"Oblada_melanura","commercial"
"Ocyurus_chrysurus","commercial"
"Odax_cyanoallix","minor commercial"
"Odax_pullus","minor commercial"
"Odontoscion_dentex","minor commercial"
"Odontoscion_eurymesops",NA
"Odontoscion_xanthops",NA
"Odonus_niger","minor commercial"
"Ogcocephalus_darwini","of no interest"
"Ogilbia_cocoensis",NA
"Ogilbia_galapagosensis","of no interest"
"Ogilbichthys_ferocis",NA
"Ogilbyina_novaehollandiae",NA
"Ogilbyina_queenslandiae",NA
"Olisthops_cyanomelas","of no interest"
"Oman_ypsilon",NA
"Omegophora_armilla","of no interest"
"Omegophora_cyanopunctata",NA
"Omobranchus_aurosplendidus",NA
"Omobranchus_germaini",NA
"Omobranchus_mekranensis",NA
"Omobranchus_smithi",NA
"Ophioblennius_atlanticus","of no interest"
"Ophioblennius_clippertonensis",NA
"Ophioblennius_steindachneri","of no interest"
"Ophiodon_elongatus","commercial"
"Ophthalmolepis_lineolata",NA
"Opisthocentrus_ocellatus",NA
"Opisthocentrus_tenuis",NA
"Opisthocentrus_zonope",NA
"Opistognathus_aurifrons",NA
"Opistognathus_darwiniensis",NA
"Opistognathus_randalli",NA
"Oplegnathus_conwayi","commercial"
"Oplegnathus_insignis",NA
"Optivus_agastos",NA
"Orthonopias_triacis",NA
"Orthopristis_forbesi",NA
"Ostorhinchus_angustatus",NA
"Ostorhinchus_apogonoides",NA
"Ostorhinchus_aureus","minor commercial"
"Ostorhinchus_capricornis",NA
"Ostorhinchus_chrysotaenia",NA
"Ostorhinchus_doederleini",NA
"Ostorhinchus_fasciatus","of no interest"
"Ostorhinchus_flavus",NA
"Ostorhinchus_limenus",NA
"Ostorhinchus_luteus",NA
"Ostorhinchus_multilineatus",NA
"Ostorhinchus_nigrofasciatus",NA
"Ostorhinchus_norfolcensis",NA
"Ostorhinchus_notatus",NA
"Ostorhinchus_parvulus",NA
"Ostorhinchus_properuptus",NA
"Ostorhinchus_rubrimacula",NA
"Ostorhinchus_schlegeli",NA
"Ostorhinchus_sealei",NA
"Ostorhinchus_urostigmus",NA
"Ostorhinchus_victoriae",NA
"Ostorhinchus_wassinki",NA
