"name","kingdom","phylum","class","order","family","genus","species"
"Cephalopholis_fulva","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Cephalopholis","Cephalopholis fulva"
"Cephalopholis_hemistiktos","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Cephalopholis","Cephalopholis hemistiktos"
"Cephalopholis_leopardus","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Cephalopholis","Cephalopholis leopardus"
"Cephalopholis_microprion","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Cephalopholis","Cephalopholis microprion"
"Cephalopholis_miniata","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Cephalopholis","Cephalopholis miniata"
"Cephalopholis_panamensis","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Cephalopholis","Cephalopholis panamensis"
"Cephalopholis_sexmaculata","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Cephalopholis","Cephalopholis sexmaculata"
"Cephalopholis_sonnerati","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Cephalopholis","Cephalopholis sonnerati"
"Cephalopholis_spiloparaea","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Cephalopholis","Cephalopholis spiloparaea"
"Cephalopholis_urodeta","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Cephalopholis","Cephalopholis urodeta"
"Cetoscarus_bicolor","Animalia","Chordata","Actinopterygii","Perciformes","Scaridae","Cetoscarus","Cetoscarus bicolor"
"Chaenopsis_schmitti","Animalia","Chordata","Actinopterygii","Perciformes","Chaenopsidae","Chaenopsis","Chaenopsis schmitti"
"Chaetodermis_penicilligerus","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Monacanthidae","Chaetodermis","Chaetodermis penicilligerus"
"Chaetodipterus_faber","Animalia","Chordata","Actinopterygii","Perciformes","Ephippidae","Chaetodipterus","Chaetodipterus faber"
"Chaetodipterus_zonatus","Animalia","Chordata","Actinopterygii","Perciformes","Ephippidae","Chaetodipterus","Chaetodipterus zonatus"
"Chaetodon_adiergastos","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon adiergastos"
"Chaetodon_andamanensis","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon andamanensis"
"Chaetodon_argentatus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon argentatus"
"Chaetodon_assarius","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon assarius"
"Chaetodon_aureofasciatus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon aureofasciatus"
"Chaetodon_auriga","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon auriga"
"Chaetodon_auripes","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon auripes"
"Chaetodon_austriacus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon austriacus"
"Chaetodon_baronessa","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon baronessa"
"Chaetodon_bennetti","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon bennetti"
"Chaetodon_capistratus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon capistratus"
"Chaetodon_citrinellus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon citrinellus"
"Chaetodon_collare","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon collare"
"Chaetodon_decussatus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon decussatus"
"Chaetodon_dolosus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon dolosus"
"Chaetodon_ephippium","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon ephippium"
"Chaetodon_falcula","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon falcula"
"Chaetodon_fasciatus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon fasciatus"
"Chaetodon_flavirostris","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon flavirostris"
"Chaetodon_guentheri","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon guentheri"
"Chaetodon_guttatissimus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon guttatissimus"
"Chaetodon_humeralis","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon humeralis"
"Chaetodon_interruptus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon interruptus"
"Chaetodon_kleinii","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon kleinii"
"Chaetodon_lineolatus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon lineolatus"
"Chaetodon_litus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon litus"
"Chaetodon_lunula","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon lunula"
"Chaetodon_lunulatus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon lunulatus"
"Chaetodon_madagaskariensis","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon madagaskariensis"
"Chaetodon_marleyi","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon marleyi"
"Chaetodon_melannotus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon melannotus"
"Chaetodon_mertensii","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon mertensii"
"Chaetodon_meyeri","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon meyeri"
"Chaetodon_miliaris","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon miliaris"
"Chaetodon_multicinctus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon multicinctus"
"Chaetodon_ocellatus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon ocellatus"
"Chaetodon_ocellicaudus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon ocellicaudus"
"Chaetodon_octofasciatus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon octofasciatus"
"Chaetodon_ornatissimus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon ornatissimus"
"Chaetodon_oxycephalus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon oxycephalus"
"Chaetodon_paucifasciatus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon paucifasciatus"
"Chaetodon_pelewensis","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon pelewensis"
"Chaetodon_plebeius","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon plebeius"
"Chaetodon_punctatofasciatus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon punctatofasciatus"
"Chaetodon_quadrimaculatus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon quadrimaculatus"
"Chaetodon_rafflesii","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon rafflesii"
"Chaetodon_rainfordi","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon rainfordi"
"Chaetodon_reticulatus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon reticulatus"
"Chaetodon_sedentarius","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon sedentarius"
"Chaetodon_semeion","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon semeion"
"Chaetodon_semilarvatus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon semilarvatus"
"Chaetodon_speculum","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon speculum"
"Chaetodon_striatus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon striatus"
"Chaetodon_triangulum","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon triangulum"
"Chaetodon_trichrous","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon trichrous"
"Chaetodon_tricinctus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon tricinctus"
"Chaetodon_trifascialis","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon trifascialis"
"Chaetodon_trifasciatus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon trifasciatus"
"Chaetodon_ulietensis","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon ulietensis"
"Chaetodon_unimaculatus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon unimaculatus"
"Chaetodon_vagabundus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon vagabundus"
"Chaetodon_xanthocephalus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon xanthocephalus"
"Chaetodon_xanthurus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon xanthurus"
"Chaetodon_zanzibarensis","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon zanzibarensis"
"Chaetodontoplus_conspicillatus","Animalia","Chordata","Actinopterygii","Perciformes","Pomacanthidae","Chaetodontoplus","Chaetodontoplus conspicillatus"
"Chaetodontoplus_duboulayi","Animalia","Chordata","Actinopterygii","Perciformes","Pomacanthidae","Chaetodontoplus","Chaetodontoplus duboulayi"
"Chaetodontoplus_meredithi","Animalia","Chordata","Actinopterygii","Perciformes","Pomacanthidae","Chaetodontoplus","Chaetodontoplus meredithi"
"Chaetodontoplus_mesoleucus","Animalia","Chordata","Actinopterygii","Perciformes","Pomacanthidae","Chaetodontoplus","Chaetodontoplus mesoleucus"
"Chaetodontoplus_personifer","Animalia","Chordata","Actinopterygii","Perciformes","Pomacanthidae","Chaetodontoplus","Chaetodontoplus personifer"
"Chaetodontoplus_septentrionalis","Animalia","Chordata","Actinopterygii","Perciformes","Pomacanthidae","Chaetodontoplus","Chaetodontoplus septentrionalis"
"Chaetodontoplus_vanderloosi","Animalia","Chordata","Actinopterygii","Perciformes","Pomacanthidae","Chaetodontoplus","Chaetodontoplus vanderloosi"
"Champsocephalus_esox","Animalia","Chordata","Actinopterygii","Perciformes","Channichthyidae","Champsocephalus","Champsocephalus esox"
"Chanos_chanos","Animalia","Chordata","Actinopterygii","Gonorhynchiformes","Chanidae","Chanos","Chanos chanos"
"Cheilinus_abudjubbe","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cheilinus","Cheilinus abudjubbe"
"Cheilinus_chlorourus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cheilinus","Cheilinus chlorourus"
"Cheilinus_fasciatus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cheilinus","Cheilinus fasciatus"
"Cheilinus_lunulatus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cheilinus","Cheilinus lunulatus"
"Cheilinus_oxycephalus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cheilinus","Cheilinus oxycephalus"
"Cheilinus_trilobatus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cheilinus","Cheilinus trilobatus"
"Cheilinus_undulatus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cheilinus","Cheilinus undulatus"
"Cheilio_inermis","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cheilio","Cheilio inermis"
"Cheilodactylus_ephippium","Animalia","Chordata","Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","Cheilodactylus ephippium"
"Cheilodactylus_fasciatus","Animalia","Chordata","Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","Cheilodactylus fasciatus"
"Cheilodactylus_francisi","Animalia","Chordata","Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","Cheilodactylus francisi"
"Cheilodactylus_fuscus","Animalia","Chordata","Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","Cheilodactylus fuscus"
"Cheilodactylus_gibbosus","Animalia","Chordata","Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","Cheilodactylus gibbosus"
"Cheilodactylus_nigripes","Animalia","Chordata","Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","Cheilodactylus nigripes"
"Cheilodactylus_pixi","Animalia","Chordata","Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","Cheilodactylus pixi"
"Cheilodactylus_plessisi","Animalia","Chordata","Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","Cheilodactylus plessisi"
"Cheilodactylus_rubrolabiatus","Animalia","Chordata","Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","Cheilodactylus rubrolabiatus"
"Cheilodactylus_spectabilis","Animalia","Chordata","Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","Cheilodactylus spectabilis"
"Cheilodactylus_vestitus","Animalia","Chordata","Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","Cheilodactylus vestitus"
"Cheilodactylus_zebra","Animalia","Chordata","Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","Cheilodactylus zebra"
"Cheilodactylus_zonatus","Animalia","Chordata","Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","Cheilodactylus zonatus"
"Cheilodipterus_arabicus","Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","Cheilodipterus","Cheilodipterus arabicus"
"Cheilodipterus_artus","Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","Cheilodipterus","Cheilodipterus artus"
"Cheilodipterus_intermedius","Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","Cheilodipterus","Cheilodipterus intermedius"
"Cheilodipterus_isostigmus","Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","Cheilodipterus","Cheilodipterus isostigmus"
"Cheilodipterus_lachneri","Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","Cheilodipterus","Cheilodipterus lachneri"
"Cheilodipterus_macrodon","Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","Cheilodipterus","Cheilodipterus macrodon"
"Cheilodipterus_nigrotaeniatus","Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","Cheilodipterus","Cheilodipterus nigrotaeniatus"
"Cheilodipterus_parazonatus","Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","Cheilodipterus","Cheilodipterus parazonatus"
"Cheilodipterus_quinquelineatus","Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","Cheilodipterus","Cheilodipterus quinquelineatus"
"Cheiloprion_labiatus","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Cheiloprion","Cheiloprion labiatus"
"Chelidonichthys_capensis","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Triglidae","Chelidonichthys","Chelidonichthys capensis"
"Chelmon_marginalis","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chelmon","Chelmon marginalis"
"Chelmon_rostratus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chelmon","Chelmon rostratus"
"Chelmonops_curiosus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chelmonops","Chelmonops curiosus"
"Chelmonops_truncatus","Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chelmonops","Chelmonops truncatus"
"Chelon_auratus","Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae","Chelon","Chelon auratus"
"Chelon_labrosus","Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae","Chelon","Chelon labrosus"
"Chelon_ramada","Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae","Chelon","Chelon ramada"
"Chelon_richardsonii","Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae","Chelon","Chelon richardsonii"
"Chelonodon_pleurospilus","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Chelonodon","Chelonodon pleurospilus"
"Chilomycterus_antennatus","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Diodontidae","Chilomycterus","Chilomycterus antennatus"
"Chilomycterus_reticulatus","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Diodontidae","Chilomycterus","Chilomycterus reticulatus"
"Chirodactylus_brachydactylus","Animalia","Chordata","Actinopterygii","Perciformes","Cheilodactylidae","Chirodactylus","Chirodactylus brachydactylus"
"Chirolophis_ascanii","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Chirolophis","Chirolophis ascanii"
"Chironemus_maculosus","Animalia","Chordata","Actinopterygii","Perciformes","Chironemidae","Chironemus","Chironemus maculosus"
"Chironemus_marmoratus","Animalia","Chordata","Actinopterygii","Perciformes","Chironemidae","Chironemus","Chironemus marmoratus"
"Chironemus_microlepis","Animalia","Chordata","Actinopterygii","Perciformes","Chironemidae","Chironemus","Chironemus microlepis"
"Chlorurus_atrilunula","Animalia","Chordata","Actinopterygii","Perciformes","Scaridae","Chlorurus","Chlorurus atrilunula"
"Chlorurus_bleekeri","Animalia","Chordata","Actinopterygii","Perciformes","Scaridae","Chlorurus","Chlorurus bleekeri"
"Chlorurus_bowersi","Animalia","Chordata","Actinopterygii","Perciformes","Scaridae","Chlorurus","Chlorurus bowersi"
"Chlorurus_capistratoides","Animalia","Chordata","Actinopterygii","Perciformes","Scaridae","Chlorurus","Chlorurus capistratoides"
"Chlorurus_frontalis","Animalia","Chordata","Actinopterygii","Perciformes","Scaridae","Chlorurus","Chlorurus frontalis"
"Chlorurus_gibbus","Animalia","Chordata","Actinopterygii","Perciformes","Scaridae","Chlorurus","Chlorurus gibbus"
"Chlorurus_japanensis","Animalia","Chordata","Actinopterygii","Perciformes","Scaridae","Chlorurus","Chlorurus japanensis"
"Chlorurus_microrhinos","Animalia","Chordata","Actinopterygii","Perciformes","Scaridae","Chlorurus","Chlorurus microrhinos"
"Chlorurus_rhakoura","Animalia","Chordata","Actinopterygii","Perciformes","Scaridae","Chlorurus","Chlorurus rhakoura"
"Chlorurus_sordidus","Animalia","Chordata","Actinopterygii","Perciformes","Scaridae","Chlorurus","Chlorurus sordidus"
"Chlorurus_spilurus","Animalia","Chordata","Actinopterygii","Perciformes","Scaridae","Chlorurus","Chlorurus spilurus"
"Chlorurus_strongylocephalus","Animalia","Chordata","Actinopterygii","Perciformes","Scaridae","Chlorurus","Chlorurus strongylocephalus"
"Choerodon_anchorago","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Choerodon","Choerodon anchorago"
"Choerodon_azurio","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Choerodon","Choerodon azurio"
"Choerodon_cauteroma","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Choerodon","Choerodon cauteroma"
"Choerodon_cephalotes","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Choerodon","Choerodon cephalotes"
"Choerodon_cyanodus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Choerodon","Choerodon cyanodus"
"Choerodon_fasciatus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Choerodon","Choerodon fasciatus"
"Choerodon_graphicus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Choerodon","Choerodon graphicus"
"Choerodon_jordani","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Choerodon","Choerodon jordani"
"Choerodon_monostigma","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Choerodon","Choerodon monostigma"
"Choerodon_rubescens","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Choerodon","Choerodon rubescens"
"Choerodon_schoenleinii","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Choerodon","Choerodon schoenleinii"
"Choerodon_vitta","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Choerodon","Choerodon vitta"
"Chriolepis_dialepta","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Chriolepis","Chriolepis dialepta"
"Chromis_abrupta","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis abrupta"
"Chromis_acares","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis acares"
"Chromis_agilis","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis agilis"
"Chromis_alpha","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis alpha"
"Chromis_alta","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis alta"
"Chromis_amboinensis","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis amboinensis"
"Chromis_analis","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis analis"
"Chromis_atrilobata","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis atrilobata"
"Chromis_atripectoralis","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis atripectoralis"
"Chromis_atripes","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis atripes"
"Chromis_bami","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis bami"
"Chromis_caudalis","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis caudalis"
"Chromis_chromis","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis chromis"
"Chromis_chrysura","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis chrysura"
"Chromis_cinerascens","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis cinerascens"
"Chromis_crusma","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis crusma"
"Chromis_cyanea","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis cyanea"
"Chromis_dimidiata","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis dimidiata"
"Chromis_dispilus","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis dispilus"
"Chromis_elerae","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis elerae"
"Chromis_flavaxilla","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis flavaxilla"
"Chromis_flavipectoralis","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis flavipectoralis"
"Chromis_flavomaculata","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis flavomaculata"
"Chromis_fumea","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis fumea"
"Chromis_hanui","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis hanui"
"Chromis_hypsilepis","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis hypsilepis"
"Chromis_insolata","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis insolata"
"Chromis_iomelas","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis iomelas"
"Chromis_klunzingeri","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis klunzingeri"
"Chromis_lepidolepis","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis lepidolepis"
"Chromis_limbata","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis limbata"
"Chromis_limbaughi","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis limbaughi"
"Chromis_lineata","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis lineata"
"Chromis_margaritifer","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis margaritifer"
"Chromis_multilineata","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis multilineata"
"Chromis_nigrura","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis nigrura"
"Chromis_nitida","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis nitida"
"Chromis_notata","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis notata"
"Chromis_opercularis","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis opercularis"
"Chromis_ovalis","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis ovalis"
"Chromis_pamae","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis pamae"
"Chromis_pelloura","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis pelloura"
"Chromis_pembae","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis pembae"
"Chromis_punctipinnis","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis punctipinnis"
"Chromis_randalli","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis randalli"
"Chromis_retrofasciata","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis retrofasciata"
"Chromis_scotochiloptera","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis scotochiloptera"
"Chromis_scotti","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis scotti"
"Chromis_ternatensis","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis ternatensis"
"Chromis_vanderbilti","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis vanderbilti"
"Chromis_viridis","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis viridis"
"Chromis_weberi","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis weberi"
"Chromis_westaustralis","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis westaustralis"
"Chromis_xanthochira","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis xanthochira"
"Chromis_xanthura","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis xanthura"
"Chromis_xutha","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis xutha"
