"sp_worms","name_worms","mayo_campgn","fisheyes_campgn","esthe_mayo"
"Chaetodon_ocellatus","Chaetodon_ocellatus_J_1",0,0,NA
"Chaetodon_ocellatus","Chaetodon_ocellatus_A_1",0,0,NA
"Chaetodon_ocellicaudus","Chaetodon_ocellicaudus_A_1",0,0,NA
"Chaetodon_octofasciatus","Chaetodon_octofasciatus_A_2",0,0,NA
"Chaetodon_octofasciatus","Chaetodon_octofasciatus_A_1",0,1,NA
"Chaetodon_ornatissimus","Chaetodon_ornatissimus_A_1",0,0,NA
"Chaetodon_oxycephalus","Chaetodon_oxycephalus_A_1",0,0,NA
"Chaetodon_paucifasciatus","Chaetodon_paucifasciatus_A_2",0,0,NA
"Chaetodon_paucifasciatus","Chaetodon_paucifasciatus_A_1",0,0,NA
"Chaetodon_pelewensis","Chaetodon_pelewensis_A_1",0,1,NA
"Chaetodon_pelewensis","Chaetodon_pelewensis_A_2",0,0,NA
"Chaetodon_pelewensis","Chaetodon_pelewensis_J_1",0,0,NA
"Chaetodon_plebeius","Chaetodon_plebeius_A_1",0,0,NA
"Chaetodon_punctatofasciatus","Chaetodon_punctatofasciatus_A_1",0,1,NA
"Chaetodon_punctatofasciatus","Chaetodon_punctatofasciatus_J_1",0,1,NA
"Chaetodon_punctatofasciatus","Chaetodon_punctatofasciatus_A_2",0,0,NA
"Chaetodon_quadrimaculatus","Chaetodon_quadrimaculatus_A_1",0,0,NA
"Chaetodon_rafflesii","Chaetodon_rafflesii_A_1",0,1,NA
"Chaetodon_rainfordi","Chaetodon_rainfordi_A_1",0,0,NA
"Chaetodon_reticulatus","Chaetodon_reticulatus_A_1",0,0,NA
"Chaetodon_sedentarius","Chaetodon_sedentarius_A_1",0,0,NA
"Chaetodon_semeion","Chaetodon_semeion_A_1",0,0,NA
"Chaetodon_semilarvatus","Chaetodon_semilarvatus_A_1",0,0,NA
"Chaetodon_speculum","Chaetodon_speculum_A_1",0,0,NA
"Chaetodon_striatus","Chaetodon_striatus_A_1",0,0,NA
"Chaetodon_striatus","Chaetodon_striatus_A_2",0,0,NA
"Chaetodon_triangulum","Chaetodon_triangulum_A_1",0,1,NA
"Chaetodon_triangulum","Chaetodon_triangulum_A_2",0,0,NA
"Chaetodon_trichrous","Chaetodon_trichrous_A_1",0,0,NA
"Chaetodon_tricinctus","Chaetodon_tricinctus_A_1",0,0,NA
"Chaetodon_trifascialis","Chaetodon_trifascialis_40",1,0,1610.986121
"Chaetodon_trifascialis","Chaetodon_trifascialis_A_1",0,0,NA
"Chaetodon_trifasciatus","Chaetodon_trifasciatus_41",1,0,1683.97041
"Chaetodon_trifasciatus","Chaetodon_trifasciatus_A_1",0,0,NA
"Chaetodon_ulietensis","Chaetodon_ulietensis_A_1",0,0,NA
"Chaetodon_ulietensis","Chaetodon_ulietensis_J_1",0,0,NA
"Chaetodon_unimaculatus","Chaetodon_unimaculatus_A_1",0,0,NA
"Chaetodon_unimaculatus","Chaetodon_unimaculatus_A_2",0,0,NA
"Chaetodon_vagabundus","Chaetodon_vagabundus_42",1,0,1621.901841
"Chaetodon_vagabundus","Chaetodon_vagabundus_A_1",0,0,NA
"Chaetodon_xanthocephalus","Chaetodon_xanthocephalus_A_2",0,0,NA
"Chaetodon_xanthocephalus","Chaetodon_xanthocephalus_A_1",0,0,NA
"Chaetodon_xanthurus","Chaetodon_xanthurus_A_1",0,0,NA
"Chaetodon_zanzibarensis","Chaetodon_zanzibarensis_A_1",0,0,NA
"Chaetodontoplus_conspicillatus","Chaetodontoplus_conspicillatus_A_1",0,0,NA
"Chaetodontoplus_duboulayi","Chaetodontoplus_duboulayi_A_1",0,0,NA
"Chaetodontoplus_meredithi","Chaetodontoplus_meredithi_J_1",0,0,NA
"Chaetodontoplus_meredithi","Chaetodontoplus_meredithi_A_1",0,0,NA
"Chaetodontoplus_mesoleucus","Chaetodontoplus_mesoleucus_A_1",0,0,NA
"Chaetodontoplus_personifer","Chaetodontoplus_personifer_A_2",0,0,NA
"Chaetodontoplus_personifer","Chaetodontoplus_personifer_A_1",0,0,NA
"Chaetodontoplus_septentrionalis","Chaetodontoplus_septentrionalis_J_1",0,0,NA
"Chaetodontoplus_septentrionalis","Chaetodontoplus_septentrionalis_A_2",0,0,NA
"Chaetodontoplus_septentrionalis","Chaetodontoplus_septentrionalis_A_1",0,0,NA
"Chaetodontoplus_vanderloosi","Chaetodontoplus_vanderloosi_A_1",0,0,NA
"Chaetodontoplus_vanderloosi","Chaetodontoplus_vanderloosi_A_2",0,0,NA
"Champsocephalus_esox","Champsocephalus_esox_A_1",0,0,NA
"Chanos_chanos","Chanos_chanos_A_1",0,1,NA
"Cheilinus_abudjubbe","Cheilinus_abudjubbe_A_2",0,0,NA
"Cheilinus_abudjubbe","Cheilinus_abudjubbe_A_1",0,0,NA
"Cheilinus_chlorourus","Cheilinus_chlorourus_A_1",0,0,NA
"Cheilinus_chlorourus","Cheilinus_chlorourus_A_2",0,0,NA
"Cheilinus_chlorourus","Cheilinus_chlorourus_A_3",0,0,NA
"Cheilinus_fasciatus","Cheilinus_fasciatus_J_1",0,0,NA
"Cheilinus_fasciatus","Cheilinus_fasciatus_A_1",0,0,NA
"Cheilinus_fasciatus","Cheilinus_fasciatus_44",1,0,1428.620249
"Cheilinus_fasciatus","Cheilinus_fasciatus_juv_45",1,0,1342.999658
"Cheilinus_fasciatus","Cheilinus_fasciatus_A_2",0,0,NA
"Cheilinus_lunulatus","Cheilinus_lunulatus_M_1",0,0,NA
"Cheilinus_lunulatus","Cheilinus_lunulatus_F_1",0,0,NA
"Cheilinus_lunulatus","Cheilinus_lunulatus_J_1",0,0,NA
"Cheilinus_oxycephalus","Cheilinus_oxycephalus_A_2",0,0,NA
"Cheilinus_oxycephalus","Cheilinus_oxycephalus_A_1",0,0,NA
"Cheilinus_trilobatus","Cheilinus_trilobatus_A_2",0,1,NA
"Cheilinus_trilobatus","Cheilinus_trilobatus_A_3",0,0,NA
"Cheilinus_trilobatus","Cheilinus_trilobatus_A_1",0,1,NA
"Cheilinus_undulatus","Cheilinus_undulatus_J_1",0,0,NA
"Cheilinus_undulatus","Cheilinus_undulatus_A_1",0,0,NA
"Cheilio_inermis","Cheilio_inermis_F_1",0,0,NA
"Cheilio_inermis","Cheilio_inermis_A_1",0,0,NA
"Cheilio_inermis","Cheilio_inermis_J_1",0,0,NA
"Cheilio_inermis","Cheilio_inermis_M_1",0,0,NA
"Cheilodactylus_ephippium","Cheilodactylus_ephippium_A_1",0,0,NA
"Cheilodactylus_ephippium","Cheilodactylus_ephippium_J_1",0,0,NA
"Cheilodactylus_fasciatus","Cheilodactylus_fasciatus_A_1",0,0,NA
"Cheilodactylus_francisi","Cheilodactylus_francisi_A_2",0,0,NA
"Cheilodactylus_fuscus","Cheilodactylus_fuscus_J_2",0,0,NA
"Cheilodactylus_fuscus","Cheilodactylus_fuscus_A_1",0,0,NA
"Cheilodactylus_gibbosus","Cheilodactylus_gibbosus_A_3",0,1,NA
"Cheilodactylus_gibbosus","Cheilodactylus_gibbosus_A_1",0,0,NA
"Cheilodactylus_gibbosus","Cheilodactylus_gibbosus_A_2",0,0,NA
"Cheilodactylus_nigripes","Cheilodactylus_nigripes_A_1",0,0,NA
"Cheilodactylus_nigripes","Cheilodactylus_nigripes_J_1",0,0,NA
"Cheilodactylus_pixi","Cheilodactylus_pixi_J_1",0,0,NA
"Cheilodactylus_pixi","Cheilodactylus_pixi_A_1",0,0,NA
"Cheilodactylus_plessisi","Cheilodactylus_plessisi_A_1",0,0,NA
"Cheilodactylus_rubrolabiatus","Cheilodactylus_rubrolabiatus_A_2",0,0,NA
"Cheilodactylus_spectabilis","Cheilodactylus_spectabilis_A_3",0,0,NA
"Cheilodactylus_spectabilis","Cheilodactylus_spectabilis_J_1",0,0,NA
"Cheilodactylus_spectabilis","Cheilodactylus_spectabilis_A_2",0,0,NA
"Cheilodactylus_vestitus","Cheilodactylus_vestitus_A_2",0,0,NA
"Cheilodactylus_vestitus","Cheilodactylus_vestitus_J_1",0,0,NA
"Cheilodactylus_zebra","Cheilodactylus_zebra_A_1",0,0,NA
"Cheilodactylus_zonatus","Cheilodactylus_zonatus_A_2",0,0,NA
"Cheilodipterus_arabicus","Cheilodipterus_arabicus_A_2",0,0,NA
"Cheilodipterus_artus","Cheilodipterus_artus_A_3",0,0,NA
"Cheilodipterus_artus","Cheilodipterus_artus_A_2",0,0,NA
"Cheilodipterus_artus","Cheilodipterus_artus_A_1",0,0,NA
"Cheilodipterus_intermedius","Cheilodipterus_intermedius_A_1",0,0,NA
"Cheilodipterus_isostigmus","Cheilodipterus_isostigmus_A_2",0,0,NA
"Cheilodipterus_lachneri","Cheilodipterus_lachneri_A_2",0,0,NA
"Cheilodipterus_lachneri","Cheilodipterus_lachneri_A_1",0,1,NA
"Cheilodipterus_macrodon","Cheilodipterus_macrodon_A_1",0,0,NA
"Cheilodipterus_macrodon","Cheilodipterus_macrodon_A_2",0,0,NA
"Cheilodipterus_nigrotaeniatus","Cheilodipterus_nigrotaeniatus_A_2",0,0,NA
"Cheilodipterus_parazonatus","Cheilodipterus_parazonatus_A_1",0,0,NA
"Cheilodipterus_quinquelineatus","Cheilodipterus_quinquelineatus_A_2",0,0,NA
"Cheilodipterus_quinquelineatus","Cheilodipterus_quinquelineatus_A_1",0,0,NA
"Cheiloprion_labiatus","Cheiloprion_labiatus_A_1",0,0,NA
"Cheiloprion_labiatus","Cheiloprion_labiatus_J_2",0,1,NA
"Cheiloprion_labiatus","Cheiloprion_labiatus_J_1",0,0,NA
"Cheiloprion_labiatus","Cheiloprion_labiatus_A_2",0,0,NA
"Chelidonichthys_capensis","Chelidonichthys_capensis_A_1",0,0,NA
"Chelmon_marginalis","Chelmon_marginalis_A_1",0,0,NA
"Chelmon_marginalis","Chelmon_marginalis_A_2",0,0,NA
"Chelmon_marginalis","Chelmon_marginalis_J_1",0,0,NA
"Chelmon_rostratus","Chelmon_rostratus_A_1",0,0,NA
"Chelmonops_curiosus","Chelmonops_curiosus_A_2",0,0,NA
"Chelmonops_curiosus","Chelmonops_curiosus_A_1",0,0,NA
"Chelmonops_truncatus","Chelmonops_truncatus_J_1",0,0,NA
"Chelmonops_truncatus","Chelmonops_truncatus_A_2",0,0,NA
"Chelon_auratus","Chelon_auratus_A_2",0,0,NA
"Chelon_labrosus","Chelon_labrosus_A_1",0,0,NA
"Chelon_ramada","Chelon_ramada_A_1",0,0,NA
"Chelon_richardsonii","Chelon_richardsonii_A_1",0,0,NA
"Chelonodon_pleurospilus","Chelonodon_pleurospilus_A_2",0,0,NA
"Chelonodon_pleurospilus","Chelonodon_pleurospilus_A_1",0,0,NA
"Chilomycterus_antennatus","Chilomycterus_antennatus_A_1",0,1,NA
"Chilomycterus_reticulatus","Chilomycterus_reticulatus_A_2",0,0,NA
"Chilomycterus_reticulatus","Chilomycterus_reticulatus_A_1",0,0,NA
"Chirodactylus_brachydactylus","Chirodactylus_brachydactylus_A_1",0,0,NA
"Chirolophis_ascanii","Chirolophis_ascanii_A_2",0,0,NA
"Chironemus_maculosus","Chironemus_maculosus_A_1",0,0,NA
"Chironemus_maculosus","Chironemus_maculosus_A_3",0,0,NA
"Chironemus_marmoratus","Chironemus_marmoratus_J_2",0,0,NA
"Chironemus_marmoratus","Chironemus_marmoratus_A_2",0,0,NA
"Chironemus_microlepis","Chironemus_microlepis_A_1",0,0,NA
"Chironemus_microlepis","Chironemus_microlepis_A_2",0,0,NA
"Chlorurus_atrilunula","Chlorurus_atrilunula_M_1",0,0,NA
"Chlorurus_atrilunula","Chlorurus_atrilunula_F_1",0,0,NA
"Chlorurus_bleekeri","Chlorurus_bleekeri_J_1",0,0,NA
"Chlorurus_bleekeri","Chlorurus_bleekeri_A_1",0,0,NA
"Chlorurus_bowersi","Chlorurus_bowersi_A_2",0,0,NA
"Chlorurus_bowersi","Chlorurus_bowersi_A_1",0,1,NA
"Chlorurus_capistratoides","Chlorurus_capistratoides_F_1",0,0,NA
"Chlorurus_capistratoides","Chlorurus_capistratoides_F_2",0,0,NA
"Chlorurus_capistratoides","Chlorurus_capistratoides_M_1",0,0,NA
"Chlorurus_frontalis","Chlorurus_frontalis_A_1",0,0,NA
"Chlorurus_frontalis","Chlorurus_frontalis_A_2",0,0,NA
"Chlorurus_gibbus","Chlorurus_gibbus_M_2",0,1,NA
"Chlorurus_gibbus","Chlorurus_gibbus_F_2",0,0,NA
"Chlorurus_gibbus","Chlorurus_gibbus_F_1",0,0,NA
"Chlorurus_gibbus","Chlorurus_gibbus_M_1",0,1,NA
"Chlorurus_gibbus","Chlorurus_gibbus_J_1",0,0,NA
"Chlorurus_japanensis","Chlorurus_japanensis_F_2",0,0,NA
"Chlorurus_japanensis","Chlorurus_japanensis_M_1",0,0,NA
"Chlorurus_japanensis","Chlorurus_japanensis_F_1",0,0,NA
"Chlorurus_japanensis","Chlorurus_japanensis_M_2",0,0,NA
"Chlorurus_microrhinos","Chlorurus_microrhinos_M_1",0,0,NA
"Chlorurus_microrhinos","Chlorurus_microrhinos_M_3",0,1,NA
"Chlorurus_microrhinos","Chlorurus_microrhinos_M_2",0,0,NA
"Chlorurus_microrhinos","Chlorurus_microrhinos_F_1",0,0,NA
"Chlorurus_rhakoura","Chlorurus_rhakoura_A_1",0,0,NA
"Chlorurus_rhakoura","Chlorurus_rhakoura_A_2",0,1,NA
"Chlorurus_sordidus","Chlorurus_sordidus_F_1",0,0,NA
"Chlorurus_sordidus","Chlorurus_sordidus_F_2",0,0,NA
"Chlorurus_sordidus","Chlorurus_sordidus_M_2",0,0,NA
"Chlorurus_sordidus","Chlorurus_sordidus_M_1",0,1,NA
"Chlorurus_sordidus","Chlorurus_sordidus_F_3",0,0,NA
"Chlorurus_sordidus","Chlorurus_sordidus_male_184",1,0,1742.65681
"Chlorurus_sordidus","Chlorurus_sordidus_fem_182",1,0,1176.763746
"Chlorurus_spilurus","Chlorurus_spilurus_F_2",0,0,NA
"Chlorurus_spilurus","Chlorurus_spilurus_J_1",0,0,NA
"Chlorurus_spilurus","Chlorurus_spilurus_M_3",0,0,NA
"Chlorurus_spilurus","Chlorurus_spilurus_M_2",0,0,NA
"Chlorurus_strongylocephalus","Chlorurus_strongylocephalus_J_1",0,0,NA
"Chlorurus_strongylocephalus","Chlorurus_strongylocephalus_F_1",0,0,NA
"Chlorurus_strongylocephalus","Chlorurus_strongylocephalus_M_2",0,0,NA
"Chlorurus_strongylocephalus","Chlorurus_strongylocephalus_M_1",0,0,NA
"Choerodon_anchorago","Choerodon_anchorago_M_1",0,1,NA
"Choerodon_anchorago","Choerodon_anchorago_M_2",0,0,NA
"Choerodon_azurio","Choerodon_azurio_A_1",0,0,NA
"Choerodon_cauteroma","Choerodon_cauteroma_A_1",0,0,NA
"Choerodon_cephalotes","Choerodon_cephalotes_A_1",0,0,NA
"Choerodon_cyanodus","Choerodon_cyanodus_A_2",0,0,NA
"Choerodon_fasciatus","Choerodon_fasciatus_M_1",0,0,NA
"Choerodon_fasciatus","Choerodon_fasciatus_M_2",0,0,NA
"Choerodon_graphicus","Choerodon_graphicus_143",1,0,1562.661718
"Choerodon_graphicus","Choerodon_graphicus_M_2",0,0,NA
"Choerodon_graphicus","Choerodon_graphicus_M_1",0,0,NA
"Choerodon_jordani","Choerodon_jordani_M_1",0,0,NA
"Choerodon_jordani","Choerodon_jordani_M_2",0,0,NA
"Choerodon_monostigma","Choerodon_monostigma_A_1",0,0,NA
"Choerodon_rubescens","Choerodon_rubescens_A_1",0,0,NA
"Choerodon_schoenleinii","Choerodon_schoenleinii_A_1",0,0,NA
"Choerodon_schoenleinii","Choerodon_schoenleinii_J_1",0,0,NA
"Choerodon_vitta","Choerodon_vitta_A_1",0,0,NA
"Choerodon_vitta","Choerodon_vitta_J_1",0,0,NA
"Chriolepis_dialepta","Chriolepis_dialepta_F_1",0,0,NA
"Chriolepis_dialepta","Chriolepis_dialepta_F_2",0,0,NA
"Chriolepis_dialepta","Chriolepis_dialepta_M_1",0,0,NA
"Chromis_abrupta","Chromis_abrupta_J_1",0,0,NA
"Chromis_abrupta","Chromis_abrupta_A_2",0,0,NA
"Chromis_acares","Chromis_acares_A_1",0,0,NA
"Chromis_acares","Chromis_acares_A_2",0,0,NA
"Chromis_agilis","Chromis_agilis_A_1",0,0,NA
"Chromis_agilis","Chromis_agilis_J_1",0,0,NA
"Chromis_agilis","Chromis_agilis_A_2",0,0,NA
"Chromis_agilis","Chromis_agilis_J_2",0,0,NA
"Chromis_alpha","Chromis_alpha_A_1",0,0,NA
"Chromis_alta","Chromis_alta_A_1",0,0,NA
"Chromis_alta","Chromis_alta_J_2",0,0,NA
"Chromis_alta","Chromis_alta_J_3",0,0,NA
"Chromis_amboinensis","Chromis_amboinensis_A_1",0,0,NA
"Chromis_amboinensis","Chromis_amboinensis_A_3",0,0,NA
"Chromis_amboinensis","Chromis_amboinensis_A_2",0,0,NA
"Chromis_analis","Chromis_analis_A_1",0,0,NA
"Chromis_analis","Chromis_analis_A_3",0,0,NA
"Chromis_analis","Chromis_analis_A_2",0,0,NA
"Chromis_atrilobata","Chromis_atrilobata_A_2",0,0,NA
"Chromis_atripectoralis","Chromis_atripectoralis_46",1,0,1607.505797
"Chromis_atripectoralis","Chromis_atripectoralis_A_1",0,0,NA
"Chromis_atripectoralis","Chromis_atripectoralis_A_2",0,0,NA
"Chromis_atripes","Chromis_atripes_A_3",0,0,NA
"Chromis_atripes","Chromis_atripes_A_2",0,0,NA
"Chromis_atripes","Chromis_atripes_A_1",0,0,NA
"Chromis_bami","Chromis_bami_A_2",0,0,NA
"Chromis_caudalis","Chromis_caudalis_A_1",0,0,NA
"Chromis_chromis","Chromis_chromis_A_3",0,0,NA
"Chromis_chromis","Chromis_chromis_J_2",0,0,NA
"Chromis_chrysura","Chromis_chrysura_J_1",0,0,NA
"Chromis_chrysura","Chromis_chrysura_J_2",0,0,NA
"Chromis_chrysura","Chromis_chrysura_A_2",0,1,NA
"Chromis_chrysura","Chromis_chrysura_A_1",0,0,NA
"Chromis_cinerascens","Chromis_cinerascens_A_1",0,0,NA
"Chromis_crusma","Chromis_crusma_A_1",0,0,NA
"Chromis_cyanea","Chromis_cyanea_A_2",0,0,NA
"Chromis_cyanea","Chromis_cyanea_J_1",0,0,NA
"Chromis_dimidiata","Chromis_dimidiata_47",1,0,1493.151723
"Chromis_dimidiata","Chromis_dimidiata_A_3",0,0,NA
"Chromis_dimidiata","Chromis_dimidiata_A_2",0,0,NA
"Chromis_dispilus","Chromis_dispilus_A_2",0,0,NA
"Chromis_elerae","Chromis_elerae_A_1",0,0,NA
"Chromis_flavaxilla","Chromis_flavaxilla_A_1",0,0,NA
"Chromis_flavipectoralis","Chromis_flavipectoralis_A_2",0,0,NA
"Chromis_flavomaculata","Chromis_flavomaculata_A_2",0,0,NA
"Chromis_flavomaculata","Chromis_flavomaculata_A_1",0,0,NA
"Chromis_fumea","Chromis_fumea_A_2",0,1,NA
"Chromis_fumea","Chromis_fumea_A_1",0,0,NA
"Chromis_hanui","Chromis_hanui_A_1",0,0,NA
"Chromis_hypsilepis","Chromis_hypsilepis_A_2",0,0,NA
"Chromis_insolata","Chromis_insolata_A_1",0,0,NA
"Chromis_insolata","Chromis_insolata_J_1",0,0,NA
"Chromis_iomelas","Chromis_iomelas_A_2",0,1,NA
"Chromis_iomelas","Chromis_iomelas_A_1",0,0,NA
"Chromis_klunzingeri","Chromis_klunzingeri_A_1",0,0,NA
"Chromis_lepidolepis","Chromis_lepidolepis_A_2",0,0,NA
"Chromis_lepidolepis","Chromis_lepidolepis_A_1",0,0,NA
"Chromis_limbata","Chromis_limbata_A_1",0,0,NA
"Chromis_limbata","Chromis_limbata_M_1",0,0,NA
"Chromis_limbaughi","Chromis_limbaughi_A_1",0,0,NA
"Chromis_limbaughi","Chromis_limbaughi_J_1",0,0,NA
"Chromis_lineata","Chromis_lineata_A_2",0,0,NA
"Chromis_margaritifer","Chromis_margaritifer_A_1",0,0,NA
"Chromis_margaritifer","Chromis_margaritifer_A_3",0,0,NA
"Chromis_margaritifer","Chromis_margaritifer_A_2",0,0,NA
"Chromis_multilineata","Chromis_multilineata_A_3",0,0,NA
"Chromis_nigrura","Chromis_nigrura_A_1",0,0,NA
"Chromis_nitida","Chromis_nitida_A_2",0,1,NA
"Chromis_nitida","Chromis_nitida_A_1",0,1,NA
"Chromis_notata","Chromis_notata_A_2",0,0,NA
"Chromis_notata","Chromis_notata_A_1",0,0,NA
"Chromis_opercularis","Chromis_opercularis_J_2",0,0,NA
"Chromis_opercularis","Chromis_opercularis_A_3",0,0,NA
"Chromis_ovalis","Chromis_ovalis_J_1",0,0,NA
"Chromis_ovalis","Chromis_ovalis_A_2",0,0,NA
"Chromis_pamae","Chromis_pamae_A_2",0,0,NA
"Chromis_pelloura","Chromis_pelloura_A_1",0,0,NA
"Chromis_pembae","Chromis_pembae_A_1",0,0,NA
"Chromis_pembae","Chromis_pembae_J_1",0,0,NA
"Chromis_punctipinnis","Chromis_punctipinnis_A_2",0,0,NA
"Chromis_randalli","Chromis_randalli_A_1",0,0,NA
"Chromis_retrofasciata","Chromis_retrofasciata_A_2",0,0,NA
"Chromis_retrofasciata","Chromis_retrofasciata_A_1",0,0,NA
"Chromis_scotochiloptera","Chromis_scotochiloptera_A_1",0,0,NA
"Chromis_scotti","Chromis_scotti_A_1",0,0,NA
"Chromis_scotti","Chromis_scotti_J_1",0,0,NA
"Chromis_ternatensis","Chromis_ternatensis_A_3",0,0,NA
"Chromis_ternatensis","Chromis_ternatensis_A_1",0,0,NA
"Chromis_ternatensis","Chromis_ternatensis_A_2",0,1,NA
"Chromis_ternatensis","Chromis_ternatensis_49",1,0,1297.676428
"Chromis_vanderbilti","Chromis_vanderbilti_A_2",0,0,NA
"Chromis_vanderbilti","Chromis_vanderbilti_A_1",0,0,NA
"Chromis_vanderbilti","Chromis_vanderbilti_A_3",0,0,NA
"Chromis_viridis","Chromis_viridis_M_1",0,1,NA
"Chromis_viridis","Chromis_viridis_F_2",0,0,NA
"Chromis_viridis","Chromis_viridis_M_2",0,0,NA
"Chromis_viridis","Chromis_viridis_50",1,0,1523.561577
"Chromis_viridis","Chromis_viridis_F_1",0,0,NA
"Chromis_weberi","Chromis_weberi_A_2",0,1,NA
"Chromis_weberi","Chromis_weberi_A_1",0,0,NA
"Chromis_weberi","Chromis_weberi_51",1,0,1341.03292
"Chromis_westaustralis","Chromis_westaustralis_A_2",0,0,NA
"Chromis_xanthochira","Chromis_xanthochira_A_1",0,0,NA
"Chromis_xanthochira","Chromis_xanthochira_A_3",0,0,NA
"Chromis_xanthochira","Chromis_xanthochira_A_2",0,0,NA
"Chromis_xanthura","Chromis_xanthura_A_1",0,0,NA
"Chromis_xanthura","Chromis_xanthura_J_1",0,0,NA
"Chromis_xanthura","Chromis_xanthura_A_2",0,0,NA
"Chromis_xanthura","Chromis_xanthura_J_2",0,0,NA
"Chromis_xutha","Chromis_xutha_A_1",0,0,NA
"Chrysiptera_biocellata","Chrysiptera_biocellata_A_2",0,0,NA
"Chrysiptera_biocellata","Chrysiptera_biocellata_J_1",0,0,NA
"Chrysiptera_biocellata","Chrysiptera_biocellata_J_2",0,0,NA
"Chrysiptera_biocellata","Chrysiptera_biocellata_A_1",0,0,NA
"Chrysiptera_bleekeri","Chrysiptera_bleekeri_A_2",0,0,NA
"Chrysiptera_brownriggii","Chrysiptera_brownriggii_J_1",0,0,NA
"Chrysiptera_brownriggii","Chrysiptera_brownriggii_A_1",0,0,NA
"Chrysiptera_caesifrons","Chrysiptera_caesifrons_A_1",0,0,NA
"Chrysiptera_cyanea","Chrysiptera_cyanea_M_1",0,0,NA
"Chrysiptera_cyanea","Chrysiptera_cyanea_F_1",0,0,NA
"Chrysiptera_cyanea","Chrysiptera_cyanea_J_2",0,0,NA
"Chrysiptera_flavipinnis","Chrysiptera_flavipinnis_J_1",0,0,NA
"Chrysiptera_flavipinnis","Chrysiptera_flavipinnis_A_3",0,0,NA
"Chrysiptera_galba","Chrysiptera_galba_A_3",0,0,NA
"Chrysiptera_glauca","Chrysiptera_glauca_A_1",0,0,NA
"Chrysiptera_hemicyanea","Chrysiptera_hemicyanea_A_1",0,0,NA
"Chrysiptera_notialis","Chrysiptera_notialis_A_1",0,0,NA
"Chrysiptera_oxycephala","Chrysiptera_oxycephala_A_1",0,0,NA
"Chrysiptera_parasema","Chrysiptera_parasema_A_2",0,0,NA
"Chrysiptera_rapanui","Chrysiptera_rapanui_A_2",0,0,NA
"Chrysiptera_rapanui","Chrysiptera_rapanui_A_1",0,0,NA
"Chrysiptera_rex","Chrysiptera_rex_A_2",0,0,NA
"Chrysiptera_rex","Chrysiptera_rex_A_3",0,0,NA
"Chrysiptera_rex","Chrysiptera_rex_A_1",0,0,NA
"Chrysiptera_rollandi","Chrysiptera_rollandi_J_1",0,0,NA
"Chrysiptera_rollandi","Chrysiptera_rollandi_A_2",0,0,NA
"Chrysiptera_rollandi","Chrysiptera_rollandi_J_2",0,0,NA
"Chrysiptera_rollandi","Chrysiptera_rollandi_A_1",0,0,NA
"Chrysiptera_springeri","Chrysiptera_springeri_A_1",0,0,NA
"Chrysiptera_springeri","Chrysiptera_springeri_J_1",0,0,NA
"Chrysiptera_starcki","Chrysiptera_starcki_A_2",0,1,NA
"Chrysiptera_starcki","Chrysiptera_starcki_A_1",0,0,NA
"Chrysiptera_talboti","Chrysiptera_talboti_A_1",0,0,NA
"Chrysiptera_talboti","Chrysiptera_talboti_A_3",0,0,NA
"Chrysiptera_taupou","Chrysiptera_taupou_A_1",0,0,NA
"Chrysiptera_taupou","Chrysiptera_taupou_A_2",0,0,NA
"Chrysiptera_taupou","Chrysiptera_taupou_A_3",0,0,NA
"Chrysiptera_traceyi","Chrysiptera_traceyi_A_2",0,0,NA
"Chrysiptera_tricincta","Chrysiptera_tricincta_A_1",0,0,NA
"Chrysiptera_unimaculata","Chrysiptera_unimaculata_A_2",0,0,NA
"Chrysiptera_unimaculata","Chrysiptera_unimaculata_J_1",0,0,NA
"Chrysiptera_unimaculata","Chrysiptera_unimaculata_A_1",0,0,NA
"Chrysoblephus_cristiceps","Chrysoblephus_cristiceps_A_1",0,0,NA
"Chrysoblephus_cristiceps","Chrysoblephus_cristiceps_A_2",0,0,NA
"Chrysoblephus_gibbiceps","Chrysoblephus_gibbiceps_A_1",0,0,NA
"Chrysoblephus_gibbiceps","Chrysoblephus_gibbiceps_A_2",0,0,NA
"Chrysoblephus_laticeps","Chrysoblephus_laticeps_J_1",0,0,NA
"Chrysoblephus_laticeps","Chrysoblephus_laticeps_A_1",0,0,NA
"Cirrhilabrus_cyanopleura","Cirrhilabrus_cyanopleura_J_1",0,0,NA
"Cirrhilabrus_cyanopleura","Cirrhilabrus_cyanopleura_M_1",0,0,NA
"Cirrhilabrus_cyanopleura","Cirrhilabrus_cyanopleura_F_1",0,0,NA
"Cirrhilabrus_exquisitus","Cirrhilabrus_exquisitus_M_1",0,0,NA
"Cirrhilabrus_exquisitus","Cirrhilabrus_exquisitus_F_1",0,0,NA
"Cirrhilabrus_flavidorsalis","Cirrhilabrus_flavidorsalis_F_1",0,0,NA
"Cirrhilabrus_flavidorsalis","Cirrhilabrus_flavidorsalis_M_1",0,0,NA
"Cirrhilabrus_katherinae","Cirrhilabrus_katherinae_A_2",0,0,NA
"Cirrhilabrus_katherinae","Cirrhilabrus_katherinae_A_1",0,0,NA
"Cirrhilabrus_laboutei","Cirrhilabrus_laboutei_M_2",0,0,NA
"Cirrhilabrus_laboutei","Cirrhilabrus_laboutei_J_1",0,0,NA
"Cirrhilabrus_laboutei","Cirrhilabrus_laboutei_F_1",0,0,NA
