sp_name;max_length;trophic_level;trophic_group;water_column;diel_activity;habitat;thermal_mp_5min_95max;thermal_95thmax
Clinus venustris;12;3.3;Benthic invertivore;benthic;Day;rock;18.642;22.345
Cnidoglanis macrocephalus;91;2.8;Benthic invertivore;Demersal;Night;rock;19.8276;24.56
Cochleoceps bicolor;7;3.3;Benthic invertivore;benthic;Day;rock;18.0128;22.74855
Cochleoceps orientalis;5.5;3.2;Benthic invertivore;benthic;Day;rock;20.0543;24.56
Conger verreauxi;200;4.2;Higher carnivore;benthic;Day;rock;15.5685;21.2269
Congiopodus peruvianus;27.2;3.3;Benthic invertivore;benthic;Day;rock;13.2045;18.287
Coradion altivelis;18;2.7;Benthic invertivore;Demersal;Day;rock;25.0257;30.1404
Coradion chrysozonus;15;2.8;Benthic invertivore;Demersal;Day;coral;26.26975;31.60155
Coris auricularis;40;3.4;Benthic invertivore;Demersal;Day;rock;20.2995;23.731
Coris aurilineata;14;3.3;Benthic invertivore;Demersal;Day;rock;24.6835;31.207
Coris aygula;120;3.4;Benthic invertivore;Demersal;Day;coral;25.321225;30.62745
Coris batuensis;17;3.4;Benthic invertivore;Demersal;Day;coral;25.6895;31.224
Coris bulbifrons;95;3.3;Benthic invertivore;Demersal;Day;coral;22.171;25.27
Coris caudimacula;20;3.4;Benthic invertivore;Demersal;Day;coral;25.98875;31.13425
Coris centralis;9.2;3.2;Benthic invertivore;Demersal;Day;coral;26.604;30.17
Coris cuvieri;38;3.4;Benthic invertivore;Demersal;Day;coral;27.108025;30.80275
Coris debueni;22.5;3.4;Benthic invertivore;Demersal;Day;coral;23.2705;25.975
Coris dorsomacula;20;3.3;Benthic invertivore;Demersal;Day;rock;22.5961;29.018
Coris formosa;60;3.3;Benthic invertivore;Demersal;Day;coral;28.0337;32.821
Coris gaimard;40;3.5;Benthic invertivore;Demersal;Day;coral;25.768875;31.224
Coris hewetti;13.9;3.3;Benthic invertivore;Demersal;Day;coral;28.25385;29.3499
Coris julis;30;3.2;Benthic invertivore;Demersal;Day;rock;20.31165;29.0503
Coris picta;25;3.3;Benthic invertivore;Demersal;Day;coral;20.245;25.219
Coris pictoides;15;3.3;Benthic invertivore;Demersal;Day;coral;25.131;31.282
Coris roseoviridis;19.8;3.3;Benthic invertivore;Demersal;Day;coral;25.558625;28.35
Coris sandeyeri;25;3.5;Benthic invertivore;Demersal;Day;rock;19.503;24.166
Coris venusta;19.3;3.3;Benthic invertivore;Demersal;Day;coral;25.9475;27.207
Coryphopterus dicrus;5;2.7;Omnivore;benthic;Day;sand;25.499525;30.61805
Coryphopterus eidolon;6;2;Omnivore;benthic;Day;sand;26.8716;30.6412
Coryphopterus glaucofraenum;8;2.7;Omnivore;benthic;Day;sand;26.58;31.063
Coryphopterus hyalinus;2.5;2.9;Omnivore;benthic;Day;sand;26.6805;31.063
Coryphopterus lipernes;3;2.9;Browsing herbivore;benthic;Day;sand;27.974;29.684
Coryphopterus personatus;4;2.7;Omnivore;benthic;Day;sand;28.31765;30.3713
Coryphopterus urospilus;6.5;3.5;Omnivore;benthic;Day;sand;25.799;30.2
Corythoichthys conspicillatus;25;3.373076923;Benthic invertivore;benthic;Day;coral;26.30665;30.24535
Corythoichthys haematopterus;19.8;3.1;Planktivore;benthic;Day;coral;24.933725;31.9973
Corythoichthys intestinalis;16;3.2;Benthic invertivore;benthic;Day;coral;26.4578;30.5296
Corythoichthys ocellatus;11;NA;Planktivore;benthic;Night;coral;28.013375;31.1373
Corythoichthys schultzi;16;3.8;Planktivore;benthic;Day;coral;26.5073;31.5466
Cratinus agassizii;60;4.2;Higher carnivore;Demersal;Day;rock;23.505;26.17
Cremnochorites capensis;8;3.3;Benthic invertivore;benthic;Day;rock;17.12;19.301
Crenimugil crenilabis;60;2.3;Browsing herbivore;pelagic site attached;Day;sand;25.279775;30.572
Cristiceps aurantiacus;22;4;Benthic invertivore;benthic;Day;rock;19.057;23.293
Crocodilichthys gracilis;NA;NA;Benthic invertivore;benthic;Day;rock;23.669;31.518
Crossosalarias macrospilus;10;2;Browsing herbivore;benthic;Day;coral;25.1665;30.402
Cryptichthys jojettae;6;3.2;Benthic invertivore;benthic;Day;rock;17.973725;21.43435
Cryptocentrus caeruleomaculatus;10;3;Benthic invertivore;benthic;Day;sand;25.305125;29.94175
Cryptocentrus caeruleopunctatus;13;3.4;Benthic invertivore;benthic;Day;sand;26.462;30.2
Cryptocentrus cinctus;12;NA;Browsing herbivore;benthic;Day;sand;NA;NA
Cryptocentrus cryptocentrus;13;NA;Browsing herbivore;benthic;Day;sand;30.5165;31.176
Cryptocentrus fasciatus;14;3.4;Benthic invertivore;benthic;Day;sand;25.89665;30.909
Cryptocentrus strigilliceps;10;3.3;Benthic invertivore;benthic;Day;sand;27.68585;31.1707
Ctenochaetus binotatus;22;2;Browsing herbivore;Demersal;Day;coral;26.6265;31.274
Ctenochaetus cyanocheilus;16;2.1;Browsing herbivore;Demersal;Day;coral;27.0941;31.1862
Ctenochaetus flavicauda;11.8;2.2;Browsing herbivore;Demersal;Day;coral;26.5214;30.0048
Ctenochaetus hawaiiensis;25;2;Browsing herbivore;Demersal;Day;coral;26.52655;29.6021
Ctenochaetus marginatus;27;2;Browsing herbivore;Demersal;Day;coral;28.3355;29.955
Ctenochaetus striatus;26;2;Browsing herbivore;Demersal;Day;coral;26.790875;31.224
Ctenochaetus tominiensis;16;2.1;Browsing herbivore;Demersal;Day;coral;30.3665;31.794
Ctenochaetus truncatus;16;2.1;Browsing herbivore;Demersal;Day;coral;29.227;33.011
Ctenogobiops aurocingulus;8.5;NA;Browsing herbivore;benthic;Day;sand;27.9227;30.225
Ctenogobiops crocineus;10;3.5;Benthic invertivore;benthic;Day;sand;27.03875;30.3405
Ctenogobiops feroculus;8;3.3;Benthic invertivore;benthic;Day;sand;26.81505;29.7664
Ctenogobiops maculosus;4.4;3.5;Benthic invertivore;benthic;Day;sand;26.9944;30.572
Ctenogobiops mitodes;7.6;3.349710145;Benthic invertivore;benthic;Day;Sand;28.1066;31.2042
Ctenogobiops pomastictus;8;3.3;Benthic invertivore;benthic;Day;sand;26.9247;31.224
Ctenogobiops tangaroai;7.6;3.349710145;Benthic invertivore;benthic;Day;Sand;28.991625;31.12515
Ctenolabrus rupestris;18;3.4;Benthic invertivore;Demersal;Day;rock;10.9735;23.062
Cybiosarda elegans;45;4;Higher carnivore;pelagic non-site attached;Day;water column;21.96915;26.5177
Cyclichthys orbicularis;30;3.6;Benthic invertivore;Demersal;Day;coral;25.939325;30.849
Cyclichthys spilostylus;34;NA;Benthic invertivore;benthic;Day;rock;24.964;28.743
Cymatogaster aggregata;20.3;3;Benthic invertivore;pelagic site attached;Day;rock;8.239;17.656
Cymbacephalus beauforti;50;4.5;Higher carnivore;benthic;Night;sand;26.44925;31.04675
Cypho purpurascens;7.5;3.6;Benthic invertivore;benthic;Night;coral;26.044375;30.34875
Cypho zaps;6;NA;Benthic invertivore;benthic;Day;coral;29.915;30.437
Cyprinocirrhites polyactis;15;3.2;Benthic invertivore;benthic;Day;coral;24.77815;30.1605
Dactylophora nigricans;120;2.9;Benthic invertivore;Demersal;Day;rock;17.2807;22.745
Dactylopus dactylopus;30;3.4;Benthic invertivore;benthic;Day;rock;23.69275;30.3095
Dascyllus albisella;14;3.1;Planktivore;Demersal;Day;Coral;25.81435;27.2714
Dascyllus aruanus;10;2.5;Omnivore;Demersal;Day;coral;25.134;31.137
Dascyllus carneus;7;2.7;Planktivore;Demersal;Day;coral;29.3365;32.821
Dascyllus flavicaudus;12;2.8;Planktivore;Demersal;Day;coral;26.655;30.044
Dascyllus marginatus;6;NA;Planktivore;benthic;Day;coral;24.847;28.649
Dascyllus melanurus;8;3;Planktivore;Demersal;Day;coral;28.1351;31.655
Dascyllus reticulatus;9;3.1;Planktivore;Demersal;Day;coral;25.4615;31.137
Dascyllus strasburgi;9;2.8;Planktivore;Demersal;Day;coral;28.3158;29.32045
Dascyllus trimaculatus;11;2.8;Planktivore;Demersal;Day;coral;25.53975;31.2935
Hypanus americanus;200;3.5;Benthic invertivore;benthic;Day;sand;25.0682;31.46915
Bathytoshia brevicaudata;430;3.9;Benthic invertivore;benthic;Day;rock;18.8155;25.637
Dasyatis brevis;187;3.8;Benthic invertivore;benthic;Day;sand;23.442025;26.7874
Hypanus longus;260;3.5;Benthic invertivore;benthic;Day;sand;28.8439;31.3992
Dasyatis thetidis;400;3.5;Benthic invertivore;benthic;Day;coral;20.0955;24.92
Decapterus koheru;48;3.1;Planktivore;pelagic non-site attached;Day;water column;18.031;21.512
Decapterus macarellus;46;3.4;Higher carnivore;pelagic non-site attached;Day;water column;25.842475;30.73495
Decapterus muroadsi;50;3.4;Planktivore;pelagic non-site attached;Day;water column;22.125025;29.132
Decapterus punctatus;32;NA;Higher carnivore;benthic;Day;sand;NA;NA
Dellichthys morelandi;7;3.4;Benthic invertivore;benthic;Day;sand;18.0875;21.432
Dendrochirus barberi;16.5;4.2;Higher carnivore;benthic;Day;coral;26.3575;28.775
Dendrochirus brachypterus;17;NA;Higher carnivore;benthic;Day;coral;23.655625;28.89705
Dendrochirus zebra;25;3.6;Benthic invertivore;benthic;Day;coral;24.15895;32.1479
Dentex dentex;100;4.5;higher carnivore;Demersal;Day;rock;19.2115;26.85
Dentiraja lemprieri;52;3.5;Higher carnivore;Demersal;Night;sand;14.9545;19.579
Dermatolepis dermatolepis;100;4.5;Higher carnivore;Demersal;Day;rock;25.55825;29.8435
Diademichthys lineatus;5;3.1;Benthic invertivore;benthic;Day;coral;24.3135;31.31
Diagramma labiosum;90;3.6;Benthic invertivore;Demersal;Night;coral;26.161;32.167
Diagramma melanacrum;NA;NA;Higher carnivore;benthic;Day;coral;30.5165;31.176
Dicentrarchus labrax;103;3.8;Higher carnivore;pelagic non-site attached;Day;water column;16.8962;27.4554
Dicentrarchus punctatus;70;3.9;higher carnivore;pelagic site attached;Day;sand;20.1075;26.541
Dichistius capensis;80;3.3;Benthic invertivore;pelagic non-site attached;Day;water column;17.12;19.301
Dicotylichthys punctulatus;43;3.5;Benthic invertivore;Demersal;Day;rock;20.454;25.637
Dinolestes lewini;90;3.6;Higher carnivore;pelagic site attached;Day;rock;17.46075;23.4815
Diodon holocanthus;50;3.3;Benthic invertivore;Demersal;Day;coral;25.66;31.518
Diodon hystrix;91;3.4;Benthic invertivore;Demersal;Day;coral;25.04505;31.3911
Diodon liturosus;65;3.4;Benthic invertivore;Demersal;Day;coral;24.947;32.083
Diodon nicthemerus;40;3.3;Benthic invertivore;Demersal;Day;rock;16.433;22.629
Diplodus annularis;35;3.4;Benthic invertivore;Demersal;Day;rock;18.3643;26.8496
Diplodus argenteus;44;3;Benthic invertivore;Demersal;Day;rock;20.18775;30.1585
Diplodus capensis;45;2.7;Benthic invertivore;Demersal;Day;rock;19.5045;24.07
Diplodus cervinus;44;3;Benthic invertivore;Demersal;Day;rock;18.599125;24.705
Diplodus noct;25;NA;Higher carnivore;benthic;Day;rock;24.88875;28.27595
Diplodus puntazzo;60;2.9;Omnivore;Demersal;Day;rock;19.192225;26.81145
Diplodus sargus;44;3;Benthic invertivore;Demersal;Day;rock;18.4492;26.85
Diplodus vulgaris;45;3.2;Benthic invertivore;Demersal;Day;rock;19.6715;27.77
Diplogrammus goramensis;10;NA;Benthic invertivore;benthic;Night;sand;26.8718;30.7606
Diplogrammus xenicus;8;3.7;Benthic invertivore;benthic;Day;sand;23.0911;30.9327
Diploprion bifasciatum;25;4;Benthic invertivore;Demersal;Day;sand;25.74925;31.3435
Diproctacanthus xanthurus;10;3.3;Benthic invertivore;Demersal;Day;coral;30.0905;31.435
Dipterygonotus balteatus;31.56617647;3.394444444;Planktivore;pelagic non-site attached;Day;water column;26.094;29.472
Dischistodus chrysopoecilus;15;2;Algal farmer;Demersal;Day;coral;27.4445;30.605
Dischistodus darwiniensis;10.3;2.1;Algal farmer;Demersal;Day;coral;26.85535;31.344
Dischistodus melanotus;16;2;Algal farmer;Demersal;Day;coral;27.369;31.224
Dischistodus perspicillatus;18;2;Algal farmer;Demersal;Day;coral;27.355125;31.176
Dischistodus prosopotaenia;17;2;Algal farmer;Demersal;Day;coral;26.3169;31.2088
Dischistodus pseudochrysopoecilus;18;2;Algal farmer;Demersal;Day;coral;26.783;29.971
Doratonotus megalepis;9.4;3.3;Benthic invertivore;Demersal;Day;coral;27.1655;30.377
Doryrhamphus excisus;11;3.373076923;Planktivore;benthic;Day;coral;25.626925;30.2486
Dotalabrus alleni;10;3.3;Benthic invertivore;Demersal;Day;rock;19.688;23.178
Dotalabrus aurantiacus;15;3.4;Benthic invertivore;Demersal;Day;rock;16.1685;22.065
Dunckerocampus dactyliophorus;19;NA;Planktivore;benthic;Night;coral;27.80245;31.2794
Echeneis naucrates;110;3.4;Higher carnivore;pelagic non-site attached;Day;water column;25.358825;31.24825
Echeneis neucratoides;75;3.3;Higher carnivore;pelagic non-site attached;Day;water column;26.863025;30.5758
Echidna nebulosa;100;4;Benthic invertivore;benthic;Night;coral;25.04825;30.9655
Echidna nocturna;71;3.9;Benthic invertivore;benthic;Night;coral;22.469475;31.5269
Ecsenius aequalis;4.3;2;Browsing herbivore;benthic;Day;coral;27.01175;29.8295
Ecsenius alleni;3.4;2;Browsing herbivore;benthic;Day;coral;28.291;31.234
Ecsenius bandanus;3.4;2;Browsing herbivore;benthic;Day;coral;29.1972;30.6164
Ecsenius bathi;4;NA;Browsing herbivore;benthic;Day;coral;29.5915;30.437
Ecsenius bicolor;11;2;Browsing herbivore;benthic;Day;coral;26.8323;31.419
Ecsenius fijiensis;3.9;2;Omnivore;benthic;Day;coral;25.882;29.725
Ecsenius fourmanoiri;4.9;2;Browsing herbivore;benthic;Day;coral;24.4065;29.016
Ecsenius frontalis;8;NA;Browsing herbivore;benthic;Day;coral;24.8409;28.5945
Ecsenius gravieri;8;NA;Browsing herbivore;benthic;Day;coral;24.847;28.649
Ecsenius lineatus;9;2;Browsing herbivore;benthic;Day;coral;25.90075;30.9695
Ecsenius lividanalis;5.82;2.169605475;Browsing herbivore;benthic;Day;Coral;28.8545;31.137
Ecsenius midas;13;2.6;Browsing herbivore;benthic;Day;coral;28.41805;30.6991
Ecsenius minutus;4;2;Browsing herbivore;benthic;Day;coral;29.5425;30.843
Ecsenius nalolo;6.5;2;Browsing herbivore;benthic;Day;coral;29.227;33.011
Ecsenius namiyei;11;2;Browsing herbivore;benthic;Day;coral;29.7695;30.793
Ecsenius oculatus;4.7;2;Browsing herbivore;benthic;Day;coral;26.321;29.7435
Ecsenius prooculis;3.7;2;Browsing herbivore;benthic;Day;coral;30.297;31.655
Ecsenius schroederi;5.82;2.169605475;Browsing herbivore;benthic;Day;Coral;28.282375;31.15075
Ecsenius stictus;5.8;2;Browsing herbivore;benthic;Day;coral;26.976225;30.402
Ecsenius stigmatura;6;NA;Browsing herbivore;benthic;Day;coral;29.961;31.176
Ecsenius tigris;5;2;Browsing herbivore;benthic;Day;coral;27.431;30.402
Ecsenius trilineatus;3;2;Browsing herbivore;benthic;Day;coral;28.85495;31.60325
Ecsenius yaeyamaensis;6;2;Browsing herbivore;benthic;Day;coral;26.699825;31.31
Ekemblemaria myersi;7;3.5;Benthic invertivore;benthic;Day;coral;25.0815;26.903
Elacatinus evelynae;4;3.4;Cleaner;benthic;Day;coral;27.008;30.244
Elacatinus figaro;3.4;3.4;Cleaner;benthic;Day;coral;26.3615;28.113
Elacatinus genie;4.5;3.4;Cleaner;benthic;Day;coral;27.2988;30.1908
Elacatinus horsti;5;3.5;Benthic invertivore;benthic;Day;coral;27.98205;29.7001
Elacatinus oceanops;5;3.5;Cleaner;benthic;Day;coral;26.58;31.063
Elacatinus prochilos;4;3.2;Cleaner;benthic;Day;coral;28.51135;30.0127
Elacatinus puncticulatus;4.4;3.5;Cleaner;benthic;Day;coral;26.5616;30.354
Elacatinus randalli;4.6;3.5;Cleaner;benthic;Day;coral;27.974;29.684
Tigrigobius saucrus;2.5;3;Cleaner;benthic;Day;coral;20.369225;29.641
Elacatinus xanthiprora;4;3.4;Benthic invertivore;benthic;Day;coral;28.58385;30.22035
Elagatis bipinnulata;180;3.6;Higher carnivore;pelagic non-site attached;Day;water column;25.1346;31.3828
Eleotrica cableae;7;3.3;Benthic invertivore;benthic;Day;sand;23.2275;25.682
Elops affinis;91;4.1;Planktivore;pelagic non-site attached;Day;water column;26.70685;31.3617
Embiotoca jacksoni;39;3.2;Benthic invertivore;pelagic site attached;Day;rock;17.321875;21.913
Embiotoca lateralis;38;3.4;Benthic invertivore;pelagic site attached;Day;rock;8.7165;18.611
Emblemariopsis signifer;3.5;NA;Planktivore;benthic;Night;Coral;NA;NA
Enchelycore lichenosa;90;4.5;Higher carnivore;benthic;Night;coral;23.494225;26.49825
Enchelycore ramosa;150;4.7;Higher carnivore;benthic;Night;coral;21.684975;25.975
Engraulis australis;15;3;Planktivore;pelagic non-site attached;Day;water column;20.409;23.993
Enneanectes carminalis;3;2.8;Benthic invertivore;benthic;Day;coral;27.94815;31.3937
Enneapterygius atrogulare;5;2.7;Benthic invertivore;benthic;Day;rock;20.9035;25.637
Enneapterygius hemimelas;4;2.9;Benthic invertivore;benthic;Day;coral;24.9645;30.127
Enneapterygius kermadecensis;3.3;2.9;Benthic invertivore;benthic;Day;rock;21.051;24.344
Enneapterygius larsonae;3.5;2.9;Benthic invertivore;benthic;Day;coral;24.313875;31.55175
Enneapterygius mirabilis;2.7;3;Benthic invertivore;benthic;Day;coral;24.46025;29.10085
Enneapterygius rufopileus;3.6;2.9;Benthic invertivore;benthic;Day;rock;21.9562;25.2134
Enneapterygius similis;3.583333333;2.923797376;Benthic invertivore;benthic;Day;rock;23.515;27.244
Enophrys diceraus;32;3.3;Browsing herbivore;benthic;Day;rock;8.7335;17.391
Enoplosus armatus;50;3.4;Benthic invertivore;Demersal;Day;rock;18.277;24.56
Eocallionymus papilio;13;3.3;Benthic invertivore;benthic;Day;rock;18.01865;24.56
Epibulus brevis;18.5;3.6;Benthic invertivore;Demersal;Day;Coral;29.7695;30.793
Epibulus insidiator;54;3.8;Benthic invertivore;Demersal;Day;coral;26.778;31.224
Epinephelides armatus;56;3.9;Higher carnivore;Demersal;Day;rock;19.869125;23.24025
Epinephelus guttatus;NA;NA;Higher carnivore;benthic;Day;Coral;NA;NA
Epinephelus adscensionis;61;3.5;Higher carnivore;Demersal;Day;coral;26.8825;30.553
Epinephelus analogus;104;3.8;Higher carnivore;Demersal;Day;coral;22.1895;30.468
Epinephelus areolatus;47;3.6;Higher carnivore;Demersal;Day;rock;22.7175;31.475
Epinephelus bilobatus;33;3.7;Higher carnivore;Demersal;Day;coral;26.5846;31.6882
Epinephelus bleekeri;76;3.9;Higher carnivore;Demersal;Day;coral;28.0919;32.6375
Epinephelus coeruleopunctatus;76;3.7;Benthic invertivore;Demersal;Day;coral;26.5641;30.395
Epinephelus coioides;120;3.9;Higher carnivore;Demersal;Day;coral;26.159;32.224
Epinephelus corallicola;49;3.8;Higher carnivore;Demersal;Day;coral;25.769675;30.76985
Epinephelus costae;140;3.9;Higher carnivore;Demersal;Day;rock;21.48865;29.067
Epinephelus cyanopodus;122;4.1;Higher carnivore;Demersal;Day;coral;24.42;29.709
Epinephelus daemelii;200;4;Higher carnivore;Demersal;Day;coral;20.547;25.531
Epinephelus fasciatus;40;3.7;Benthic invertivore;Demersal;Day;coral;25.737;31.495
Epinephelus fuscoguttatus;120;4.1;Higher carnivore;Demersal;Day;coral;17.78025;31.051
Epinephelus hexagonatus;27.5;4.1;Higher carnivore;Demersal;Day;coral;26.16925;29.6155
Epinephelus howlandi;55;4;Higher carnivore;Demersal;Day;coral;NA;NA
Epinephelus irroratus;27.7;3.7;Higher carnivore;Demersal;Day;coral;28.3115;29.298
Epinephelus itajara;250;4.1;Benthic invertivore;Demersal;Day;coral;23.951375;31.2693
Epinephelus labriformis;60;4;Higher carnivore;Demersal;Day;coral;25.5325;30.292
Epinephelus lanceolatus;85.1;3.868829583;Higher carnivore;Demersal;Day;Coral;26.756275;31.27695
Epinephelus longispinis;55;4.2;Higher carnivore;Demersal;Day;coral;29.7385;30.492
Epinephelus macrospilos;51;3.8;Higher carnivore;Demersal;Day;coral;26.708725;30.3521
Epinephelus maculatus;60.5;3.9;Higher carnivore;Demersal;Day;coral;24.5899;30.0488
Epinephelus malabaricus;234;3.8;Higher carnivore;Demersal;Day;coral;26.888375;31.36215
Epinephelus marginatus;150;3.7;Higher carnivore;Demersal;Day;rock;20.7775;29.073
Epinephelus melanostigma;35;4;Higher carnivore;Demersal;Day;coral;26.9998;29.7822
Epinephelus merra;31;3.8;Higher carnivore;Demersal;Day;coral;26.001;31.17
Epinephelus morio;125;3.5;Higher carnivore;Demersal;Day;coral;25.995525;31.00945
Epinephelus multinotatus;100;3.9;Higher carnivore;Demersal;Day;coral;26.42815;31.3753
Hyporthodus octofasciatus;130;4;Higher carnivore;Demersal;Day;coral;21.2765;23.895
Epinephelus ongus;40;3.7;Higher carnivore;Demersal;Day;coral;27.235;30.956
Epinephelus polyphekadion;90;3.9;Higher carnivore;Demersal;Day;coral;25.881175;30.85635
Epinephelus quoyanus;40;4;Higher carnivore;Demersal;Day;coral;26.161;32.167
Epinephelus rivulatus;46;3.6;Higher carnivore;Demersal;Day;coral;25.1687;31.6264
Epinephelus socialis;52;4.2;Higher carnivore;Demersal;Day;coral;26.692;29.7988
Epinephelus spilotoceps;35;3.7;Higher carnivore;Demersal;Day;coral;27.4497;30.674
Epinephelus striatus;122;4.1;Higher carnivore;Demersal;Day;coral;26.908;30.91
Epinephelus tauvina;75;4.1;Higher carnivore;Demersal;Day;coral;26.4963;31.272
Epinephelus tukula;200;4.2;Higher carnivore;Demersal;Day;coral;26.4342;31.03935
Epinephelus undulatostriatus;61;3.8;Higher carnivore;Demersal;Day;rock;20.365;24.56
Equetus punctatus;27;3.5;Benthic invertivore;benthic;Night;coral;28.00475;30.615
Eubalichthys bucephalus;50;2.8;Browsing herbivore;Demersal;Day;rock;19.255;23.239
Eubalichthys caeruleoguttatus;38;2.8;Omnivore;Demersal;Day;rock;22.28135;24.2514
Eubalichthys cyanoura;42;2.8;Omnivore;Demersal;Day;rock;18.09575;22.75
Eubalichthys gunnii;60;2.8;Browsing herbivore;Demersal;Day;rock;17.2465;22.721
Eubalichthys mosaicus;60;2.8;Browsing herbivore;Demersal;Day;rock;18.84325;24.56
