acc_sci_name;kingdom;phylum;class;order;family;genus;species;rls;iucn;included
Chrysiptera_hemicyanea;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Chrysiptera;Chrysiptera hemicyanea;1;0;1
Chrysiptera_notialis;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Chrysiptera;Chrysiptera notialis;1;0;1
Chrysiptera_oxycephala;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Chrysiptera;Chrysiptera oxycephala;1;0;1
Chrysiptera_parasema;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Chrysiptera;Chrysiptera parasema;1;0;1
Chrysiptera_rapanui;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Chrysiptera;Chrysiptera rapanui;1;0;1
Chrysiptera_rex;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Chrysiptera;Chrysiptera rex;1;0;1
Chrysiptera_rollandi;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Chrysiptera;Chrysiptera rollandi;1;0;1
Chrysiptera_springeri;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Chrysiptera;Chrysiptera springeri;1;0;1
Chrysiptera_starcki;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Chrysiptera;Chrysiptera starcki;1;0;1
Chrysiptera_talboti;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Chrysiptera;Chrysiptera talboti;1;0;1
Chrysiptera_taupou;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Chrysiptera;Chrysiptera taupou;1;0;1
Chrysiptera_traceyi;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Chrysiptera;Chrysiptera traceyi;1;0;1
Chrysiptera_tricincta;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Chrysiptera;Chrysiptera tricincta;1;0;1
Chrysiptera_unimaculata;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Chrysiptera;Chrysiptera unimaculata;1;0;1
Chrysoblephus_cristiceps;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Chrysoblephus;Chrysoblephus cristiceps;0;1;1
Chrysoblephus_gibbiceps;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Chrysoblephus;Chrysoblephus gibbiceps;0;1;1
Chrysoblephus_laticeps;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Chrysoblephus;Chrysoblephus laticeps;1;0;1
Cirrhilabrus_blatteus;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Cirrhilabrus;Cirrhilabrus blatteus;0;0;0
Cirrhilabrus_cyanopleura;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Cirrhilabrus;Cirrhilabrus cyanopleura;1;0;1
Cirrhilabrus_exquisitus;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Cirrhilabrus;Cirrhilabrus exquisitus;1;0;1
Cirrhilabrus_flavidorsalis;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Cirrhilabrus;Cirrhilabrus flavidorsalis;1;0;1
Cirrhilabrus_jordani;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Cirrhilabrus;Cirrhilabrus jordani;0;0;0
Cirrhilabrus_katherinae;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Cirrhilabrus;Cirrhilabrus katherinae;1;0;1
Cirrhilabrus_laboutei;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Cirrhilabrus;Cirrhilabrus laboutei;1;0;1
Cirrhilabrus_lineatus;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Cirrhilabrus;Cirrhilabrus lineatus;1;0;1
Cirrhilabrus_punctatus;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Cirrhilabrus;Cirrhilabrus punctatus;1;0;1
Cirrhilabrus_randalli;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Cirrhilabrus;Cirrhilabrus randalli;1;0;1
Cirrhilabrus_scottorum;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Cirrhilabrus;Cirrhilabrus scottorum;1;0;1
Cirrhilabrus_solorensis;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Cirrhilabrus;Cirrhilabrus solorensis;1;0;1
Cirrhilabrus_temminckii;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Cirrhilabrus;Cirrhilabrus temminckii;1;0;1
Cirrhilabrus_walindi;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Cirrhilabrus;Cirrhilabrus walindi;1;0;1
Cirrhitichthys_aprinus;Animalia;Chordata;Actinopterygii;Perciformes;Cirrhitidae;Cirrhitichthys;Cirrhitichthys aprinus;1;0;1
Cirrhitichthys_falco;Animalia;Chordata;Actinopterygii;Perciformes;Cirrhitidae;Cirrhitichthys;Cirrhitichthys falco;1;0;1
Cirrhitichthys_oxycephalus;Animalia;Chordata;Actinopterygii;Perciformes;Cirrhitidae;Cirrhitichthys;Cirrhitichthys oxycephalus;1;0;1
Cirrhitops_fasciatus;Animalia;Chordata;Actinopterygii;Perciformes;Cirrhitidae;Cirrhitops;Cirrhitops fasciatus;1;0;1
Cirrhitops_hubbardi;Animalia;Chordata;Actinopterygii;Perciformes;Cirrhitidae;Cirrhitops;Cirrhitops hubbardi;1;0;1
Cirrhitus_pinnulatus;Animalia;Chordata;Actinopterygii;Perciformes;Cirrhitidae;Cirrhitus;Cirrhitus pinnulatus;1;0;1
Cirrhitus_rivulatus;Animalia;Chordata;Actinopterygii;Perciformes;Cirrhitidae;Cirrhitus;Cirrhitus rivulatus;1;0;1
Cirripectes_alboapicalis;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Cirripectes;Cirripectes alboapicalis;1;0;1
Cirripectes_alleni;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Cirripectes;Cirripectes alleni;1;0;1
Cirripectes_auritus;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Cirripectes;Cirripectes auritus;1;0;1
Cirripectes_castaneus;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Cirripectes;Cirripectes castaneus;1;0;1
Cirripectes_chelomatus;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Cirripectes;Cirripectes chelomatus;1;0;1
Cirripectes_filamentosus;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Cirripectes;Cirripectes filamentosus;1;0;1
Cirripectes_fuscoguttatus;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Cirripectes;Cirripectes fuscoguttatus;1;0;1
Cirripectes_hutchinsi;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Cirripectes;Cirripectes hutchinsi;1;0;1
Cirripectes_polyzona;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Cirripectes;Cirripectes polyzona;1;0;1
Cirripectes_springeri;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Cirripectes;Cirripectes springeri;1;0;1
Cirripectes_stigmaticus;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Cirripectes;Cirripectes stigmaticus;1;0;1
Cirripectes_vanderbilti;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Cirripectes;Cirripectes vanderbilti;1;0;1
Cirripectes_variolosus;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Cirripectes;Cirripectes variolosus;1;0;1
Citharichthys_stigmaeus;Animalia;Chordata;Actinopterygii;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys stigmaeus;1;0;0
Cleidopus_gloriamaris;Animalia;Chordata;Actinopterygii;Beryciformes;Monocentridae;Cleidopus;Cleidopus gloriamaris;1;0;1
Clepticus_parrae;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Clepticus;Clepticus parrae;1;0;1
Clinus_latipennis;Animalia;Chordata;Actinopterygii;Perciformes;Clinidae;Clinus;Clinus latipennis;0;1;1
Clinus_superciliosus;Animalia;Chordata;Actinopterygii;Perciformes;Clinidae;Clinus;Clinus superciliosus;1;0;1
Clinus_venustris;Animalia;Chordata;Actinopterygii;Perciformes;Clinidae;Clinus;Clinus venustris;1;0;1
Cnidoglanis_macrocephalus;Animalia;Chordata;Actinopterygii;Siluriformes;Plotosidae;Cnidoglanis;Cnidoglanis macrocephalus;1;0;1
Cochleoceps_bicolor;Animalia;Chordata;Actinopterygii;Gobiesociformes;Gobiesocidae;Cochleoceps;Cochleoceps bicolor;1;0;1
Cochleoceps_orientalis;Animalia;Chordata;Actinopterygii;Gobiesociformes;Gobiesocidae;Cochleoceps;Cochleoceps orientalis;1;0;1
Cociella_crocodilus;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Platycephalidae;Cociella;Cociella crocodilus;0;0;0
Conger_verreauxi;Animalia;Chordata;Actinopterygii;Anguilliformes;Congridae;Conger;Conger verreauxi;1;0;1
Congiopodus_peruvianus;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Congiopodidae;Congiopodus;Congiopodus peruvianus;1;0;1
Conniella_apterygia;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Conniella;Conniella apterygia;0;1;1
Coradion_altivelis;Animalia;Chordata;Actinopterygii;Perciformes;Chaetodontidae;Coradion;Coradion altivelis;1;0;1
Coradion_chrysozonus;Animalia;Chordata;Actinopterygii;Perciformes;Chaetodontidae;Coradion;Coradion chrysozonus;1;0;1
Coradion_melanopus;Animalia;Chordata;Actinopterygii;Perciformes;Chaetodontidae;Coradion;Coradion melanopus;0;0;0
Coris_auricularis;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris auricularis;1;0;1
Coris_aurilineata;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris aurilineata;1;0;1
Coris_aygula;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris aygula;1;0;1
Coris_ballieui;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris ballieui;0;0;0
Coris_batuensis;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris batuensis;1;0;1
Coris_bulbifrons;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris bulbifrons;1;1;1
Coris_caudimacula;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris caudimacula;1;0;1
Coris_centralis;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris centralis;1;0;1
Coris_cuvieri;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris cuvieri;1;0;1
Coris_debueni;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris debueni;1;0;1
Coris_dorsomacula;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris dorsomacula;1;0;1
Coris_flavovittata;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris flavovittata;0;0;0
Coris_formosa;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris formosa;1;0;1
Coris_gaimard;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris gaimard;1;0;1
Coris_hewetti;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris hewetti;1;0;1
Coris_julis;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris julis;1;0;1
Coris_picta;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris picta;1;0;1
Coris_pictoides;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris pictoides;1;0;1
Coris_roseoviridis;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris roseoviridis;1;0;1
Coris_sandeyeri;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris sandeyeri;1;0;1
Coris_variegata;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris variegata;0;0;0
Coris_venusta;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Coris;Coris venusta;1;0;1
Coryphopterus_alloides;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Coryphopterus;Coryphopterus alloides;0;1;1
Coryphopterus_dicrus;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Coryphopterus;Coryphopterus dicrus;1;0;1
Coryphopterus_eidolon;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Coryphopterus;Coryphopterus eidolon;1;1;1
Coryphopterus_glaucofraenum;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Coryphopterus;Coryphopterus glaucofraenum;1;0;1
Coryphopterus_hyalinus;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Coryphopterus;Coryphopterus hyalinus;1;1;1
Coryphopterus_lipernes;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Coryphopterus;Coryphopterus lipernes;1;1;1
Coryphopterus_personatus;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Coryphopterus;Coryphopterus personatus;1;1;1
Coryphopterus_thrix;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Coryphopterus;Coryphopterus thrix;0;1;1
Coryphopterus_tortugae;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Coryphopterus;Coryphopterus tortugae;0;1;1
Coryphopterus_urospilus;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Coryphopterus;Coryphopterus urospilus;1;0;1
Corythoichthys_amplexus;Animalia;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Corythoichthys;Corythoichthys amplexus;0;0;0
Corythoichthys_conspicillatus;Animalia;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Corythoichthys;Corythoichthys conspicillatus;1;0;0
Corythoichthys_haematopterus;Animalia;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Corythoichthys;Corythoichthys haematopterus;1;0;0
Corythoichthys_intestinalis;Animalia;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Corythoichthys;Corythoichthys intestinalis;1;0;0
Corythoichthys_ocellatus;Animalia;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Corythoichthys;Corythoichthys ocellatus;1;0;0
Corythoichthys_schultzi;Animalia;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Corythoichthys;Corythoichthys schultzi;1;0;0
Cosmocampus_balli;Animalia;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Cosmocampus;Cosmocampus balli;0;1;0
Cratinus_agassizii;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Cratinus;Cratinus agassizii;1;0;1
Cremnochorites_capensis;Animalia;Chordata;Actinopterygii;Perciformes;Tripterygiidae;Cremnochorites;Cremnochorites capensis;1;0;1
Crenimugil_buchanani;Animalia;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Crenimugil;Crenimugil buchanani;0;0;0
Crenimugil_crenilabis;Animalia;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Crenimugil;Crenimugil crenilabis;1;0;1
Cristiceps_aurantiacus;Animalia;Chordata;Actinopterygii;Perciformes;Clinidae;Cristiceps;Cristiceps aurantiacus;1;0;1
Crocodilichthys_gracilis;Animalia;Chordata;Actinopterygii;Perciformes;Tripterygiidae;Crocodilichthys;Crocodilichthys gracilis;1;0;1
Cromileptes_altivelis;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Cromileptes;Cromileptes altivelis;1;0;1
Crossosalarias_macrospilus;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Crossosalarias;Crossosalarias macrospilus;1;0;1
Cryptichthys_jojettae;Animalia;Chordata;Actinopterygii;Perciformes;Tripterygiidae;Cryptichthys;Cryptichthys jojettae;1;0;1
Cryptocentrus_caeruleomaculatus;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Cryptocentrus;Cryptocentrus caeruleomaculatus;1;0;1
Cryptocentrus_caeruleopunctatus;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Cryptocentrus;Cryptocentrus caeruleopunctatus;1;0;1
Cryptocentrus_cinctus;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Cryptocentrus;Cryptocentrus cinctus;0;0;0
Cryptocentrus_cryptocentrus;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Cryptocentrus;Cryptocentrus cryptocentrus;1;0;1
Cryptocentrus_fasciatus;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Cryptocentrus;Cryptocentrus fasciatus;1;0;1
Cryptocentrus_leptocephalus;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Cryptocentrus;Cryptocentrus leptocephalus;0;0;0
Cryptocentrus_leucostictus;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Cryptocentrus;Cryptocentrus leucostictus;0;0;0
Cryptocentrus_lutheri;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Cryptocentrus;Cryptocentrus lutheri;0;0;0
Cryptocentrus_strigilliceps;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Cryptocentrus;Cryptocentrus strigilliceps;1;0;1
Ctenochaetus_binotatus;Animalia;Chordata;Actinopterygii;Perciformes;Acanthuridae;Ctenochaetus;Ctenochaetus binotatus;1;0;1
Ctenochaetus_cyanocheilus;Animalia;Chordata;Actinopterygii;Perciformes;Acanthuridae;Ctenochaetus;Ctenochaetus cyanocheilus;1;0;1
Ctenochaetus_flavicauda;Animalia;Chordata;Actinopterygii;Perciformes;Acanthuridae;Ctenochaetus;Ctenochaetus flavicauda;1;0;1
Ctenochaetus_hawaiiensis;Animalia;Chordata;Actinopterygii;Perciformes;Acanthuridae;Ctenochaetus;Ctenochaetus hawaiiensis;1;0;1
Ctenochaetus_marginatus;Animalia;Chordata;Actinopterygii;Perciformes;Acanthuridae;Ctenochaetus;Ctenochaetus marginatus;1;0;1
Ctenochaetus_striatus;Animalia;Chordata;Actinopterygii;Perciformes;Acanthuridae;Ctenochaetus;Ctenochaetus striatus;1;0;1
Ctenochaetus_strigosus;Animalia;Chordata;Actinopterygii;Perciformes;Acanthuridae;Ctenochaetus;Ctenochaetus strigosus;0;0;0
Ctenochaetus_tominiensis;Animalia;Chordata;Actinopterygii;Perciformes;Acanthuridae;Ctenochaetus;Ctenochaetus tominiensis;1;0;1
Ctenochaetus_truncatus;Animalia;Chordata;Actinopterygii;Perciformes;Acanthuridae;Ctenochaetus;Ctenochaetus truncatus;1;0;1
Ctenogobiops_aurocingulus;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Ctenogobiops;Ctenogobiops aurocingulus;1;0;1
Ctenogobiops_crocineus;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Ctenogobiops;Ctenogobiops crocineus;1;0;1
Ctenogobiops_feroculus;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Ctenogobiops;Ctenogobiops feroculus;1;0;1
Ctenogobiops_maculosus;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Ctenogobiops;Ctenogobiops maculosus;1;0;1
Ctenogobiops_mitodes;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Ctenogobiops;Ctenogobiops mitodes;1;0;1
Ctenogobiops_pomastictus;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Ctenogobiops;Ctenogobiops pomastictus;1;0;1
Ctenogobiops_tangaroai;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Ctenogobiops;Ctenogobiops tangaroai;1;0;1
Ctenolabrus_rupestris;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Ctenolabrus;Ctenolabrus rupestris;1;0;1
Cybiosarda_elegans;Animalia;Chordata;Actinopterygii;Perciformes;Scombridae;Cybiosarda;Cybiosarda elegans;1;0;1
Cyclichthys_orbicularis;Animalia;Chordata;Actinopterygii;Tetraodontiformes;Diodontidae;Cyclichthys;Cyclichthys orbicularis;1;0;1
Cyclichthys_spilostylus;Animalia;Chordata;Actinopterygii;Tetraodontiformes;Diodontidae;Cyclichthys;Cyclichthys spilostylus;0;0;0
Cymatoceps_nasutus;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Cymatoceps;Cymatoceps nasutus;0;1;1
Cymatogaster_aggregata;Animalia;Chordata;Actinopterygii;Perciformes;Embiotocidae;Cymatogaster;Cymatogaster aggregata;1;0;1
Cymbacephalus_beauforti;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Platycephalidae;Cymbacephalus;Cymbacephalus beauforti;1;0;1
Cymolutes_lecluse;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Cymolutes;Cymolutes lecluse;0;0;0
Cypho_purpurascens;Animalia;Chordata;Actinopterygii;Perciformes;Pseudochromidae;Cypho;Cypho purpurascens;1;0;1
Cypho_zaps;Animalia;Chordata;Actinopterygii;Perciformes;Pseudochromidae;Cypho;Cypho zaps;1;0;1
Cyprinocirrhites_polyactis;Animalia;Chordata;Actinopterygii;Perciformes;Cirrhitidae;Cyprinocirrhites;Cyprinocirrhites polyactis;1;0;1
Dactylophora_nigricans;Animalia;Chordata;Actinopterygii;Perciformes;Cheilodactylidae;Dactylophora;Dactylophora nigricans;1;0;1
Dactylopus_dactylopus;Animalia;Chordata;Actinopterygii;Perciformes;Callionymidae;Dactylopus;Dactylopus dactylopus;1;0;1
Daector_reticulata;Animalia;Chordata;Actinopterygii;Batrachoidiformes;Batrachoididae;Daector;Daector reticulata;0;1;1
Daector_schmitti;Animalia;Chordata;Actinopterygii;Batrachoidiformes;Batrachoididae;Daector;Daector schmitti;0;1;1
Dascyllus_albisella;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Dascyllus;Dascyllus albisella;1;0;1
Dascyllus_aruanus;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Dascyllus;Dascyllus aruanus;1;0;1
Dascyllus_carneus;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Dascyllus;Dascyllus carneus;1;0;1
Dascyllus_flavicaudus;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Dascyllus;Dascyllus flavicaudus;1;0;1
Dascyllus_marginatus;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Dascyllus;Dascyllus marginatus;1;0;1
Dascyllus_melanurus;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Dascyllus;Dascyllus melanurus;1;0;1
Dascyllus_reticulatus;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Dascyllus;Dascyllus reticulatus;1;0;1
Dascyllus_strasburgi;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Dascyllus;Dascyllus strasburgi;1;0;1
Dascyllus_trimaculatus;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Dascyllus;Dascyllus trimaculatus;1;0;1
Dasyatis_brevis;Animalia;Chordata;Elasmobranchii;Myliobatiformes;Dasyatidae;Dasyatis;Dasyatis brevis;1;0;0
Dasyatis_thetidis;Animalia;Chordata;Elasmobranchii;Myliobatiformes;Dasyatidae;Dasyatis;Dasyatis thetidis;1;0;0
Decapterus_koheru;Animalia;Chordata;Actinopterygii;Perciformes;Carangidae;Decapterus;Decapterus koheru;1;0;1
Decapterus_macarellus;Animalia;Chordata;Actinopterygii;Perciformes;Carangidae;Decapterus;Decapterus macarellus;1;0;1
Decapterus_muroadsi;Animalia;Chordata;Actinopterygii;Perciformes;Carangidae;Decapterus;Decapterus muroadsi;1;0;1
Decapterus_punctatus;Animalia;Chordata;Actinopterygii;Perciformes;Carangidae;Decapterus;Decapterus punctatus;1;0;1
Decapterus_russelli;Animalia;Chordata;Actinopterygii;Perciformes;Carangidae;Decapterus;Decapterus russelli;0;0;0
Dellichthys_morelandi;Animalia;Chordata;Actinopterygii;Gobiesociformes;Gobiesocidae;Dellichthys;Dellichthys morelandi;1;0;1
Dendrochirus_barberi;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Dendrochirus;Dendrochirus barberi;1;0;1
Dendrochirus_brachypterus;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Dendrochirus;Dendrochirus brachypterus;0;0;0
Dendrochirus_zebra;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Dendrochirus;Dendrochirus zebra;1;0;1
Dentex_dentex;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Dentex;Dentex dentex;1;1;1
Dentiraja_lemprieri;Animalia;Chordata;Elasmobranchii;Rajiformes;Rajidae;Dentiraja;Dentiraja lemprieri;1;0;0
Dermatolepis_dermatolepis;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Dermatolepis;Dermatolepis dermatolepis;1;0;1
Diademichthys_lineatus;Animalia;Chordata;Actinopterygii;Gobiesociformes;Gobiesocidae;Diademichthys;Diademichthys lineatus;1;0;1
Diagramma_labiosum;Animalia;Chordata;Actinopterygii;Perciformes;Haemulidae;Diagramma;Diagramma labiosum;1;0;1
Diagramma_melanacrum;Animalia;Chordata;Actinopterygii;Perciformes;Haemulidae;Diagramma;Diagramma melanacrum;1;0;1
Diagramma_pictum;Animalia;Chordata;Actinopterygii;Perciformes;Haemulidae;Diagramma;Diagramma pictum;0;0;0
Dialommus_fuscus;Animalia;Chordata;Actinopterygii;Perciformes;Labrisomidae;Dialommus;Dialommus fuscus;0;1;1
Dicentrarchus_labrax;Animalia;Chordata;Actinopterygii;Perciformes;Moronidae;Dicentrarchus;Dicentrarchus labrax;1;0;1
Dicentrarchus_punctatus;Animalia;Chordata;Actinopterygii;Perciformes;Moronidae;Dicentrarchus;Dicentrarchus punctatus;1;0;1
Dichistius_capensis;Animalia;Chordata;Actinopterygii;Perciformes;Dichistiidae;Dichistius;Dichistius capensis;1;0;1
Dicotylichthys_punctulatus;Animalia;Chordata;Actinopterygii;Tetraodontiformes;Diodontidae;Dicotylichthys;Dicotylichthys punctulatus;1;0;1
Didogobius_amicuscaridis;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Didogobius;Didogobius amicuscaridis;0;1;1
Dinolestes_lewini;Animalia;Chordata;Actinopterygii;Perciformes;Dinolestidae;Dinolestes;Dinolestes lewini;1;0;1
Diodon_holocanthus;Animalia;Chordata;Actinopterygii;Tetraodontiformes;Diodontidae;Diodon;Diodon holocanthus;1;0;1
Diodon_hystrix;Animalia;Chordata;Actinopterygii;Tetraodontiformes;Diodontidae;Diodon;Diodon hystrix;1;0;1
Diodon_liturosus;Animalia;Chordata;Actinopterygii;Tetraodontiformes;Diodontidae;Diodon;Diodon liturosus;1;0;1
Diodon_nicthemerus;Animalia;Chordata;Actinopterygii;Tetraodontiformes;Diodontidae;Diodon;Diodon nicthemerus;1;0;1
Diplobatis_ommata;Animalia;Chordata;Elasmobranchii;Torpediniformes;Narcinidae;Diplobatis;Diplobatis ommata;0;1;0
Diplobatis_pictus;Animalia;Chordata;Elasmobranchii;Torpediniformes;Narcinidae;Diplobatis;Diplobatis pictus;0;1;0
Diplodus_annularis;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Diplodus;Diplodus annularis;1;0;1
Diplodus_argenteus;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Diplodus;Diplodus argenteus;1;0;1
Diplodus_capensis;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Diplodus;Diplodus capensis;1;0;1
Diplodus_cervinus;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Diplodus;Diplodus cervinus;1;0;1
Diplodus_noct;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Diplodus;Diplodus noct;0;0;0
Diplodus_puntazzo;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Diplodus;Diplodus puntazzo;1;0;1
Diplodus_sargus;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Diplodus;Diplodus sargus;1;0;1
