acc_sci_name;kingdom;phylum;class;order;family;genus;species;rls;iucn;included
Holocentrus_adscensionis;Animalia;Chordata;Actinopterygii;Beryciformes;Holocentridae;Holocentrus;Holocentrus adscensionis;1;0;1
Holocentrus_rufus;Animalia;Chordata;Actinopterygii;Beryciformes;Holocentridae;Holocentrus;Holocentrus rufus;1;0;1
Hologymnosus_annulatus;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Hologymnosus;Hologymnosus annulatus;1;0;1
Hologymnosus_doliatus;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Hologymnosus;Hologymnosus doliatus;1;0;1
Hologymnosus_longipes;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Hologymnosus;Hologymnosus longipes;0;0;0
Hoplolatilus_cuniculus;Animalia;Chordata;Actinopterygii;Perciformes;Malacanthidae;Hoplolatilus;Hoplolatilus cuniculus;1;0;1
Hoplolatilus_starcki;Animalia;Chordata;Actinopterygii;Perciformes;Malacanthidae;Hoplolatilus;Hoplolatilus starcki;1;0;1
Hoplopagrus_guentherii;Animalia;Chordata;Actinopterygii;Perciformes;Lutjanidae;Hoplopagrus;Hoplopagrus guentherii;1;0;1
Hypanus_americanus;Animalia;Chordata;Elasmobranchii;Myliobatiformes;Dasyatidae;Hypanus;Hypanus americanus;1;0;0
Hypanus_longus;Animalia;Chordata;Elasmobranchii;Myliobatiformes;Dasyatidae;Hypanus;Hypanus longus;1;0;0
Hyperlophus_vittatus;Animalia;Chordata;Actinopterygii;Clupeiformes;Clupeidae;Hyperlophus;Hyperlophus vittatus;1;0;1
Hypnos_monopterygius;Animalia;Chordata;Elasmobranchii;Torpediniformes;Hypnidae;Hypnos;Hypnos monopterygius;1;0;0
Hypoatherina_barnesi;Animalia;Chordata;Actinopterygii;Atheriniformes;Atherinidae;Hypoatherina;Hypoatherina barnesi;1;0;1
Hypoplectrodes_annulatus;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hypoplectrodes;Hypoplectrodes annulatus;1;0;1
Hypoplectrodes_huntii;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hypoplectrodes;Hypoplectrodes huntii;1;0;1
Hypoplectrodes_maccullochi;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hypoplectrodes;Hypoplectrodes maccullochi;1;0;1
Hypoplectrodes_nigroruber;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hypoplectrodes;Hypoplectrodes nigroruber;1;0;1
Hypoplectrus_aberrans;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hypoplectrus;Hypoplectrus aberrans;1;0;1
Hypoplectrus_castroaguirrei;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hypoplectrus;Hypoplectrus castroaguirrei;0;1;1
Hypoplectrus_chlorurus;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hypoplectrus;Hypoplectrus chlorurus;1;0;1
Hypoplectrus_gemma;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hypoplectrus;Hypoplectrus gemma;1;0;1
Hypoplectrus_guttavarius;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hypoplectrus;Hypoplectrus guttavarius;1;0;1
Hypoplectrus_indigo;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hypoplectrus;Hypoplectrus indigo;1;0;1
Hypoplectrus_maya;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hypoplectrus;Hypoplectrus maya;0;1;1
Hypoplectrus_nigricans;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hypoplectrus;Hypoplectrus nigricans;1;0;1
Hypoplectrus_providencianus;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hypoplectrus;Hypoplectrus providencianus;1;0;1
Hypoplectrus_puella;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hypoplectrus;Hypoplectrus puella;1;0;1
Hypoplectrus_unicolor;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hypoplectrus;Hypoplectrus unicolor;1;0;1
Hyporhamphus_affinis;Animalia;Chordata;Actinopterygii;Beloniformes;Hemiramphidae;Hyporhamphus;Hyporhamphus affinis;1;0;1
Hyporhamphus_dussumieri;Animalia;Chordata;Actinopterygii;Beloniformes;Hemiramphidae;Hyporhamphus;Hyporhamphus dussumieri;0;0;0
Hyporthodus_flavolimbatus;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hyporthodus;Hyporthodus flavolimbatus;0;1;1
Hyporthodus_nigritus;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hyporthodus;Hyporthodus nigritus;0;0;0
Hyporthodus_niveatus;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hyporthodus;Hyporthodus niveatus;0;1;1
Hyporthodus_octofasciatus;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Hyporthodus;Hyporthodus octofasciatus;1;0;1
Hypsoblennius_proteus;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Hypsoblennius;Hypsoblennius proteus;0;1;1
Hypsurus_caryi;Animalia;Chordata;Actinopterygii;Perciformes;Embiotocidae;Hypsurus;Hypsurus caryi;1;0;1
Hypsypops_rubicundus;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Hypsypops;Hypsypops rubicundus;1;0;1
Iniistius_aneitensis;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Iniistius;Iniistius aneitensis;0;0;0
Iniistius_baldwini;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Iniistius;Iniistius baldwini;0;0;0
Iniistius_celebicus;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Iniistius;Iniistius celebicus;1;0;1
Iniistius_pavo;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Iniistius;Iniistius pavo;1;0;1
Iniistius_pentadactylus;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Iniistius;Iniistius pentadactylus;0;0;0
