1056914.00723684,1104592.21287129
412536.020723684,456891.116336634
208940.262746711,189709.549504951
20369.4060572574,23610.1344175433
7738.6897669742,17019.144004293
13190.4969392475,16851.0933825804
4726.9996591668,12009.6828832154
5686.6944245991,7977.0929813196
15832.8279065584,23182.276744276
4206.3097450658,10073.5118178566
3287.7281590512,8308.150886158
3365.0479055304,7476.7411056179
5876.0256212737,7152.4720205175
4539.7970744886,10100.2548296334
3367.2472967851,9180.6039253462
4078.3523238333,7996.8671468603
4225.2198287161,9869.6982180152
2775.686104383,8750.6433129641
3038.8100054289,8891.6218914372
2610.4403301038,7931.3728559135
2882.6833915309,10173.0997664952
3079.4076987819,8223.6861523921
2859.6868753534,7572.4022132194
3051.2596930253,6930.9999157745
3053.1405027691,6768.6294283725
2665.2399851749,7374.6494630115
3733.2604629517,8975.050170974
2192.5972989534,7793.3266649907
5890.946177593,11496.8970210009
4459.6610335501,7783.9393370978
2227.2413126092,6025.6846561243
4705.9562544973,12747.1535849996
2425.7621551514,6593.2482036931
4541.2237378572,9021.5346437964
2760.526519936,6201.7188998685
3682.2430461683,9246.3943771513
2606.0589663857,7708.2976956509
4505.170363898,12452.4617780176
1519.7063606664,6688.9853242931
3999.8096332751,12528.0092120784
1848.4958222239,7592.8687908059
2665.5781253212,7528.8683048664
1918.8258381091,6537.5721208931
1415.8206633718,7795.4598690826
2355.2857087788,7866.1629554069
3353.0306518555,11919.5968488939
1259.3113616542,6532.5426605527
2720.5781010678,7337.8082166615
1313.6309014571,6530.3039465423
2566.1655083907,7722.4207561984
