1045638.01997423,1096481.65591398
402129.411726804,407550.764112903
117203.627174613,127964.770497312
40943.2464461179,42123.7691952285
19968.4008436695,29594.6504956317
8350.07257143,8272.9028425319
9039.616190173,14320.5481455813
4806.9529853113,6966.5753554478
7382.8377635209,10273.648976972
6426.9795116936,10470.965578797
3760.0588249915,7035.2508111769
3595.3620034444,4563.8304967086
7381.97533928,7726.4141956452
7621.9510158264,14854.055328041
4003.6665545591,9183.0159702096
2347.6794760793,6097.9354781284
2987.8365060079,7738.7553251533
3725.2173101681,6432.8032528457
5227.07464285,7588.2335683197
2791.9381959266,6720.1826539399
2981.915680089,6923.7226220408
4665.4606467965,7605.9869292885
2018.0974651219,6190.9568317372
4778.7839629183,8480.0310662382
2434.987921174,7234.3546877625
1912.4298499982,6815.2412175004
2106.1216498306,7015.6940753896
2972.8818040828,6990.3496474399
2767.157019861,7220.492155998
1771.5031052422,5599.7369407736
2680.892222139,7250.2907288254
1732.1495998422,7258.1891538559
1603.7867747828,6601.3569530569
1705.1813375729,5904.6414908132
3348.7694009997,6997.3347487911
2276.4262091253,7279.8905502853
1500.9448557588,5825.0206928869
2016.7377021239,8449.0745219569
2178.0464453943,7577.2733855299
1284.1749570394,7367.3502236643
1604.1319823216,6363.2629000756
1823.0403605196,6520.2673191358
6440.097758185,11873.919984879
1770.8645930733,7679.6663621472
2138.155626592,7431.5856198547
1516.9584595985,7736.3433067568
1219.2539271719,6963.6971412577
1293.2805027519,6943.3753504599
1586.1252466575,6636.146778886
1777.3407520412,7324.615906418
