1026436.89228036,1076450.35638298
303213.157057493,319325.227393617
211461.976138566,240562.002327128
23099.3068475452,23600.8412566489
25045.4301871366,34449.2792553191
16291.0498097343,17810.3561751995
8239.0698683786,10914.7358190658
6150.172160777,6113.9102036497
11282.7277914042,13753.555388755
5804.548771979,5394.5027972282
3577.2584657497,4544.5654738406
4745.9589471546,5520.4745911943
2736.1270942787,5188.0778522897
9898.7715020389,24133.0160405585
2519.6633881167,6116.791446767
4984.9895801791,10718.5569071668
2898.5978783896,5258.4422302246
2959.0905715982,5144.0754342587
3047.1999477022,5684.5162119764
4718.4744617551,6413.4887227809
3686.6979608265,9437.9132106051
4136.9632744999,5153.6666584421
2024.8196278653,5319.3034330328
1664.9924398417,5581.5134744847
2224.8049830947,6747.9088615255
1974.6075398448,6052.9120704164
2594.661568102,5773.1228165322
1822.1004812945,5042.0869218542
13802.8435304627,16938.8445291722
2479.9011163441,5822.6988564349
2087.9631899654,6332.1834444087
2601.2452005391,6731.552445432
2356.5811070878,5644.911904193
1672.4456365226,5384.4825387508
1435.6342877529,5800.0682308116
2116.5862890436,7213.1167641498
1949.9173942389,5967.0991522606
2131.2259885803,8765.2377046626
1718.7816100207,6428.2341042377
1503.0361798112,6670.9350391145
1329.6319422759,5479.0273905003
2130.9937890026,5637.5934733939
1936.9218693223,6177.7226348228
1376.7994908375,5789.4400505715
2017.8606389167,6119.0635807768
2076.9922338678,7007.110579795
1591.8147463934,5163.8534000478
1860.6121622721,5100.7130425636
1287.8920376011,5441.8172841174
1599.9546425201,5515.321921166
