999794.164244186,1075641.17553191
389930.700258398,464938.435505319
147485.405604005,223306.787400266
39065.2210816376,71904.6602393617
24032.4709100452,66123.1699945977
18034.843780281,25405.8166711685
8755.2203971607,13251.3072899352
10472.225432009,12901.8620969082
12132.2169996947,23988.9971670597
4918.0284507416,9218.6038117104
5743.7544973605,10423.1228390957
3655.0161195898,8526.865805768
5272.3149017413,7674.965254114
4066.2857695981,11972.7493454953
4908.5415819351,12628.5238322806
3651.0265053446,10483.8743974402
3919.9477261487,8619.0279034554
4827.920442803,9849.4743496509
2778.5125566823,8085.5378469914
3656.7935574948,10440.4039852061
4972.6875321736,9543.1105022025
4742.4192777727,10124.0479294797
4237.127855089,12132.6938164894
3359.1024922216,8207.3719118808
2400.2010847383,9307.9074239528
2472.2208617849,9440.31136111
4623.8026769673,13879.915454621
3022.6530778279,9607.8460719332
4310.6610601065,10874.2295649102
3064.1682800766,8065.2424498213
1780.7117584781,7278.179482318
2627.3026091504,8601.8596373213
1948.3062417674,7204.1660941915
2054.6468486934,6463.2551788979
1694.8198488221,6502.5676269531
2240.9420270107,7562.7665470205
2158.2240558003,7695.4663735248
2027.4784769852,10878.1593173413
3457.699856386,13754.7383124169
1656.9610337842,8942.5088098404
1423.2187641548,6402.6206678025
1481.5008183166,6265.8320546252
1779.9676365224,6240.976432638
2123.7582358033,6697.8644383207
1407.772949613,6405.6404483876
1520.2260726416,5894.4098082198
2279.8137221226,7769.5241439495
1648.356108594,7627.1166654546
2980.7546076023,14878.9867436835
1405.9331989781,7205.0800054023
