1125932.32722513,1101940.79924242
541265.269633508,541768.309343434
130329.507485275,139067.166193182
36877.5772762598,44629.4838620581
21722.4627065609,33103.0883049242
13421.7796597306,9855.5395162563
4967.3136663786,8116.1516162603
6605.9798475335,9749.5335582386
7018.1836384878,10744.4206099077
3744.8015614455,9707.8233950837
5153.2629455247,9574.9440424755
2486.6866945596,5985.4173892243
2521.1984048414,5672.0500062885
3768.000046016,10894.1357051965
4699.0708672489,10735.2785866477
2625.3224913912,4552.6796332465
2171.4323926996,5238.6872238005
3342.8739361988,7936.4422397806
2632.420115366,9162.3831577494
2712.7405349172,8203.5150257457
3641.5935509168,7507.8118144334
3047.6322026278,7816.7415413905
2003.4668805986,7454.4234335543
3304.6650871557,8639.4468562579
2760.3192750222,8318.1562746607
4068.7185029834,7361.7982855903
6580.7376015548,8817.0584704467
3903.8292747617,8350.3572492503
2239.0484946685,7112.7473169192
1429.5705501696,6778.8163914536
1437.2633428923,6707.6039545849
3883.4871589701,8656.1447088068
2283.2872346409,8402.9900765467
2043.4872937427,7478.3540137705
1680.4210426371,7328.0936957465
2053.7518895334,9124.9118035827
2328.0929661297,9328.0022983744
3636.1711812444,14794.7873189907
2947.5225062345,8824.9315715751
1703.6155823713,7296.5991630169
1196.0939617057,6823.3045444681
1133.1161004511,6734.0357185133
1525.9346225599,6645.8779790088
1205.4474111827,7422.6679391572
2466.6408827218,7447.6653251263
2348.3124699618,8394.5418935448
1229.2150092,6890.0287839331
2351.7974613849,7964.3566130051
1558.2560030952,7514.9327799479
1352.5368753004,7388.4891147806
