"sp_name","esthe_score","esthe_score_mean"
"Chromis_dispilus",1294.4196,1294.4196
"Chromis_elerae",1286.1785,1286.1785
"Chromis_flavaxilla",1301.354,1301.354
"Chromis_flavipectoralis",1419.1655,1419.1655
"Chromis_flavomaculata",1325.4315,1288.72825
"Chromis_fumea",1465.311,1391.382
"Chromis_hanui",1430.9329,1430.9329
"Chromis_hypsilepis",1462.2357,1462.2357
"Chromis_insolata",1527.3395,1404.43135
"Chromis_iomelas",1532.439,1478.4882
"Chromis_klunzingeri",1392.2517,1392.2517
"Chromis_lepidolepis",1332.9348,1325.5666
"Chromis_limbata",1554.966,1473.63785
"Chromis_limbaughi",1652.8606,1520.90785
"Chromis_lineata",1488.8369,1488.8369
"Chromis_margaritifer",1400.8813,1389.84463333333
"Chromis_multilineata",1255.1018,1255.1018
"Chromis_nigrura",1498.8418,1498.8418
"Chromis_nitida",1577.246,1501.6685
"Chromis_notata",1381.0259,1374.21825
"Chromis_opercularis",1392.4031,1351.39245
"Chromis_ovalis",1471.9316,1389.7449
"Chromis_pamae",1268.3901,1268.3901
"Chromis_pelloura",1488.4869,1488.4869
"Chromis_pembae",1373.0607,1371.17295
"Chromis_punctipinnis",1313.2485,1313.2485
"Chromis_randalli",1359.8005,1359.8005
"Chromis_retrofasciata",1550.2673,1509.6057
"Chromis_scotochiloptera",1327.1782,1327.1782
"Chromis_scotti",1670.6665,1624.59655
"Chromis_ternatensis",1392.8171,1325.23546751902
"Chromis_vanderbilti",1574.8824,1520.0133
"Chromis_viridis",1577.7468,1509.84523998651
"Chromis_weberi",1363.2003,1300.02207714581
"Chromis_westaustralis",1224.4741,1224.4741
"Chromis_xanthochira",1474.304,1400.82103333333
"Chromis_xanthura",1431.2241,1341.819725
"Chromis_xutha",1265.0094,1265.0094
"Chrysiptera_biocellata",1711.196,1530.334
"Chrysiptera_bleekeri",1575.1881,1575.1881
"Chrysiptera_brownriggii",1695.2842,1585.3221
"Chrysiptera_caesifrons",1525.1863,1525.1863
"Chrysiptera_cyanea",1720.1917,1685.74533333333
"Chrysiptera_flavipinnis",1690.781,1661.4115
"Chrysiptera_galba",1506.6077,1506.6077
"Chrysiptera_glauca",1700.487,1700.487
"Chrysiptera_hemicyanea",1770.9446,1770.9446
"Chrysiptera_notialis",1275.7078,1275.7078
"Chrysiptera_oxycephala",1534.3105,1534.3105
"Chrysiptera_parasema",1786.9438,1786.9438
"Chrysiptera_rapanui",1615.9076,1557.35545
"Chrysiptera_rex",1487.8868,1462.7307
"Chrysiptera_rollandi",1598.6364,1537.694375
"Chrysiptera_springeri",1779.6986,1778.6521
"Chrysiptera_starcki",1664.7634,1654.1627
"Chrysiptera_talboti",1419.0541,1372.9784
"Chrysiptera_taupou",1740.904,1661.00036666667
"Chrysiptera_traceyi",1517.4777,1517.4777
"Chrysiptera_tricincta",1528.5428,1528.5428
"Chrysiptera_unimaculata",1601.9209,1546.99226666667
"Chrysoblephus_cristiceps",1413.8387,1340.3621
"Chrysoblephus_gibbiceps",1501.3855,1487.47625
"Chrysoblephus_laticeps",1529.0403,1402.6084
"Cirrhilabrus_cyanopleura",1576.5432,1464.20246666667
"Cirrhilabrus_exquisitus",1719.0051,1636.6184
"Cirrhilabrus_flavidorsalis",1483.8676,1470.5439
"Cirrhilabrus_katherinae",1512.1885,1476.1446
"Cirrhilabrus_laboutei",1734.603,1645.57215
"Cirrhilabrus_lineatus",1768.8741,1611.95685
"Cirrhilabrus_punctatus",1610.0552,1602.69625
"Cirrhilabrus_randalli",1550.6855,1410.93315
"Cirrhilabrus_scottorum",1653.1924,1535.88966666667
"Cirrhilabrus_solorensis",1581.9531,1525.83725
"Cirrhilabrus_temminckii",1794.3457,1617.815625
"Cirrhilabrus_walindi",1456.5723,1426.63265
"Cirrhitichthys_aprinus",1647.0466,1647.0466
"Cirrhitichthys_falco",1815.8168,1815.8168
"Cirrhitichthys_oxycephalus",1714.1765,1714.1765
"Cirrhitops_fasciatus",1583.8391,1583.8391
"Cirrhitops_hubbardi",1529.9976,1481.97615
"Cirrhitus_pinnulatus",1580.4373,1505.69966666667
"Cirrhitus_rivulatus",1667.8386,1640.3293
"Cirripectes_alboapicalis",1651.94,1651.94
"Cirripectes_alleni",1294.8464,1294.8464
"Cirripectes_auritus",1446.8828,1442.2682
"Cirripectes_castaneus",1480.9664,1393.73593333333
"Cirripectes_chelomatus",1454.898,1454.898
"Cirripectes_filamentosus",1291.2462,1291.2462
"Cirripectes_fuscoguttatus",1516.4048,1516.4048
"Cirripectes_hutchinsi",1379.7031,1379.7031
"Cirripectes_polyzona",1385.6509,1325.00765
"Cirripectes_springeri",1491.6743,1491.6743
"Cirripectes_stigmaticus",1627.6919,1489.92486666667
"Cirripectes_vanderbilti",1370.5964,1370.5964
"Cirripectes_variolosus",1393.8269,1393.8269
"Cleidopus_gloriamaris",1748.1046,1748.1046
"Clepticus_parrae",1524.076,1470.02443333333
"Clinus_latipennis",1398.6211,1398.6211
"Clinus_superciliosus",1473.8286,1414.75236666667
"Clinus_venustris",1504.042,1393.892425
"Cnidoglanis_macrocephalus",1299.2051,1299.2051
"Cochleoceps_bicolor",1631.1602,1631.1602
"Cochleoceps_orientalis",1577.3889,1577.3889
"Conger_verreauxi",1193.5507,1193.5507
"Congiopodus_peruvianus",1273.6992,1273.6992
"Conniella_apterygia",1653.8096,1588.652
"Coradion_altivelis",1729.5981,1714.4526
"Coradion_chrysozonus",1691.518,1691.518
"Coris_auricularis",1531.6936,1491.94563333333
"Coris_aurilineata",1566.6298,1561.19
"Coris_aygula",1676.7007,1466.31603327629
"Coris_batuensis",1557.438,1473.119
"Coris_bulbifrons",1588.4146,1477.20253333333
"Coris_caudimacula",1499.5044,1483.14776666667
"Coris_centralis",1462.3672,1423.32045
"Coris_cuvieri",1664.9902,1607.967
"Coris_debueni",1493.1726,1409.25004
"Coris_dorsomacula",1493.8726,1451.85753333333
"Coris_formosa",1706.0188,1580.2937
"Coris_gaimard",1715.1763,1665.874275
"Coris_hewetti",1741.7588,1541.31875
"Coris_julis",1514.3638,1488.57623333333
"Coris_picta",1476.2144,1470.96395
"Coris_pictoides",1532.074,1437.12255
"Coris_roseoviridis",1536.774,1534.9735
"Coris_sandeyeri",1577.169,1500.5185
"Coris_venusta",1554.4413,1554.4413
"Coryphopterus_alloides",1245.6616,1242.23675
"Coryphopterus_dicrus",1337.4396,1337.4396
"Coryphopterus_eidolon",1404.2017,1398.38455
"Coryphopterus_glaucofraenum",1399.3843,1363.9762
"Coryphopterus_hyalinus",1373.1053,1369.5426
"Coryphopterus_lipernes",1447.9819,1393.71835
"Coryphopterus_personatus",1452.47,1424.0571
"Coryphopterus_thrix",1352.5195,1351.1366
"Coryphopterus_tortugae",1312.948,1300.8264
"Coryphopterus_urospilus",1450.086,1450.086
"Cratinus_agassizii",1274.3801,1272.5875
"Cremnochorites_capensis",1347.1348,1347.1348
"Crenimugil_crenilabis",1285.2031,1285.2031
"Cristiceps_aurantiacus",1449.9353,1449.9353
"Crocodilichthys_gracilis",1521.9631,1434.49756666667
"Cromileptes_altivelis",1655.4644,1640.8582
"Crossosalarias_macrospilus",1415.4277,1400
"Cryptichthys_jojettae",1516.5901,1516.5901
"Cryptocentrus_caeruleomaculatus",1456.3419,1456.3419
"Cryptocentrus_caeruleopunctatus",1533.1528,1533.1528
"Cryptocentrus_cryptocentrus",1462.459,1462.459
"Cryptocentrus_fasciatus",1528.8629,1427.41566666667
"Cryptocentrus_strigilliceps",1438.0754,1389.67525
"Ctenochaetus_binotatus",1679.6539,1668.46295
"Ctenochaetus_cyanocheilus",1612.5028,1562.5404
"Ctenochaetus_flavicauda",1579.794,1548.20923333333
"Ctenochaetus_hawaiiensis",1779.2467,1760.4541
"Ctenochaetus_marginatus",1720.678,1666.7651
"Ctenochaetus_striatus",1643.4927,1450.11906957894
"Ctenochaetus_tominiensis",1590.978,1564.77473333333
"Ctenochaetus_truncatus",1625.6959,1574.75188
"Ctenogobiops_aurocingulus",1357.9451,1357.9451
"Ctenogobiops_crocineus",1352.7316,1352.7316
"Ctenogobiops_feroculus",1333.0377,1322.0066
"Ctenogobiops_maculosus",1336.2161,1336.2161
"Ctenogobiops_mitodes",1342.1567,1342.1567
"Ctenogobiops_pomastictus",1292.0164,1292.0164
"Ctenogobiops_tangaroai",1460.7693,1460.7693
"Ctenolabrus_rupestris",1352.7357,1352.7357
"Cybiosarda_elegans",1380.7667,1380.7667
"Cyclichthys_orbicularis",1448.9158,1448.9158
"Cymatoceps_nasutus",1482.2986,1392.33856666667
"Cymatogaster_aggregata",1229.3945,1229.3945
"Cymbacephalus_beauforti",1372.1862,1372.1862
"Cypho_purpurascens",1647.4208,1577.4288
"Cypho_zaps",1519.6421,1470.5642
"Cyprinocirrhites_polyactis",1439.281,1397.7655
"Dactylophora_nigricans",1432.7949,1311.3159
"Dactylopus_dactylopus",1539.7502,1539.7502
"Daector_reticulata",1333.2229,1310.5338
"Daector_schmitti",1407.1943,1405.0515
"Dascyllus_albisella",1578.4457,1535.3071
"Dascyllus_aruanus",1672.289,1592.80294781238
"Dascyllus_carneus",1699.6664,1556.48685232326
"Dascyllus_flavicaudus",1758.3772,1693.4657
"Dascyllus_marginatus",1507.7744,1507.7744
"Dascyllus_melanurus",1650.104,1599.1295
"Dascyllus_reticulatus",1600.134,1523.8495
"Dascyllus_strasburgi",1471.7305,1471.7305
"Dascyllus_trimaculatus",1697.983,1527.86632764441
"Decapterus_koheru",1318.1147,1318.1147
"Decapterus_macarellus",1191.333,1191.333
"Decapterus_muroadsi",1215.897,1215.897
"Decapterus_punctatus",1282.1394,1221.8712
"Dellichthys_morelandi",1470.8888,1470.8888
"Dendrochirus_barberi",1717.6392,1717.6392
"Dendrochirus_zebra",1810.7551,1796.13255
"Dentex_dentex",1305.8176,1297.7009
"Dermatolepis_dermatolepis",1664.546,1621.6269
"Diademichthys_lineatus",1502.7002,1463.24556666667
"Diagramma_labiosum",1481.7095,1393.38256666667
"Diagramma_melanacrum",1423.6274,1423.6274
"Dialommus_fuscus",1469.0499,1372.88143333333
"Dicentrarchus_labrax",1239.3574,1239.3574
"Dicentrarchus_punctatus",1288.3792,1288.3792
"Dichistius_capensis",1232.489,1232.489
"Dicotylichthys_punctulatus",1418.7455,1394.1277
"Didogobius_amicuscaridis",1384.2521,1384.2521
"Dinolestes_lewini",1311.9785,1290.49125
"Diodon_holocanthus",1621.3938,1547.33375
"Diodon_hystrix",1533.2605,1461.80525
"Diodon_liturosus",1637.7833,1578.19935
"Diodon_nicthemerus",1591.7383,1494.21296666667
"Diplodus_annularis",1384.3129,1381.0887
"Diplodus_argenteus",1289.7285,1289.7285
"Diplodus_capensis",1269.087,1269.087
"Diplodus_cervinus",1494.8186,1494.8186
"Diplodus_puntazzo",1256.6431,1256.6431
"Diplodus_sargus",1304.436,1304.436
"Diplodus_vulgaris",1475.48,1368.4203
"Diplogrammus_goramensis",1425.9304,1397.442
"Diplogrammus_xenicus",1471.5293,1471.5293
"Diploprion_bifasciatum",1601.273,1570.44346666667
"Diproctacanthus_xanthurus",1434.9768,1423.598
"Dipterygonotus_balteatus",1298.9373,1298.9373
"Dischistodus_chrysopoecilus",1342.8994,1342.8994
"Dischistodus_darwiniensis",1524.4487,1524.4487
"Dischistodus_melanotus",1496.083,1472.80425
"Dischistodus_perspicillatus",1561.591,1443.21375
"Dischistodus_prosopotaenia",1544.2551,1455.28925
"Dischistodus_pseudochrysopoecilus",1549.7007,1501.17995
"Doratonotus_megalepis",1474.6633,1474.6633
"Dotalabrus_alleni",1650.2659,1623.685
"Dotalabrus_aurantiacus",1481.2345,1343.80246666667
"Dules_auriga",1455.3003,1455.3003
"Echeneis_naucrates",1475.177,1455.03710963502
"Echeneis_neucratoides",1369.2236,1363.5855
"Echidna_nebulosa",1367.0525,1356.6239
"Echidna_nocturna",1430.3031,1405.97695
"Ecsenius_aequalis",1308.1255,1308.1255
"Ecsenius_alleni",1413.2799,1406.76915
"Ecsenius_bandanus",1456.404,1456.404
"Ecsenius_bathi",1493.8381,1461.70675
"Ecsenius_bicolor",1439.082,1377.80465
"Ecsenius_fijiensis",1379.6895,1377.2671
"Ecsenius_fourmanoiri",1533.4905,1533.4905
"Ecsenius_frontalis",1457.7252,1424.1891
"Ecsenius_gravieri",1495.3652,1495.3652
"Ecsenius_kurti",1414.847,1414.0931
"Ecsenius_lineatus",1503.697,1503.697
"Ecsenius_lividanalis",1510.4929,1394.02625
"Ecsenius_midas",1537.4929,1535.74785
"Ecsenius_minutus",1411.4437,1411.4437
"Ecsenius_nalolo",1500.7819,1399.66035
"Ecsenius_namiyei",1421.7223,1421.7223
"Ecsenius_oculatus",1430.3439,1430.1047
"Ecsenius_prooculis",1514.2202,1514.2202
"Ecsenius_randalli",1342.404,1326.98985
"Ecsenius_schroederi",1443.1355,1412.0305
"Ecsenius_stictus",1365.0842,1365.0842
"Ecsenius_stigmatura",1596.3071,1596.3071
"Ecsenius_tigris",1433.1001,1404.0594
"Ecsenius_tricolor",1498.1287,1445.16785
"Ecsenius_trilineatus",1354.5581,1354.5581
"Ecsenius_yaeyamaensis",1376.3772,1325.62905
"Ekemblemaria_myersi",1427.6365,1427.6365
"Elacatinus_atronasus",1535.9343,1535.9343
"Elacatinus_cayman",1423.9363,1423.9363
"Elacatinus_centralis",1381.4646,1381.4646
"Elacatinus_evelynae",1522.5181,1522.4813
"Elacatinus_figaro",1571.8362,1571.8362
"Elacatinus_genie",1529.2722,1463.1417
"Elacatinus_horsti",1375.2576,1375.2576
"Elacatinus_jarocho",1538.5422,1538.5422
"Elacatinus_oceanops",1609.3235,1609.3235
"Elacatinus_prochilos",1414.6843,1400.68745
"Elacatinus_puncticulatus",1477.1077,1477.1077
"Elacatinus_randalli",1491.0468,1491.0468
"Elacatinus_xanthiprora",1518.1711,1518.1711
"Elagatis_bipinnulata",1287.1139,1281.7402
"Eleotrica_cableae",1399.824,1372.1366
"Elops_affinis",1245.5929,1245.5929
"Embiotoca_jacksoni",1459.7788,1393.34865
"Embiotoca_lateralis",1333.3784,1333.3784
"Emblemariopsis_pricei",1398.2742,1384.94425
"Emblemariopsis_signifer",1353.842,1353.842
"Enchelycore_lichenosa",1486.856,1486.856
"Enchelycore_ramosa",1455.1842,1455.1842
"Engraulis_australis",1256.7041,1256.7041
"Enneanectes_carminalis",1452.6614,1452.6614
"Enneanectes_smithi",1436.1376,1413.0644
"Enneapterygius_atrogulare",1500.3936,1432.69975
"Enneapterygius_hemimelas",1464.9768,1440.7882
"Enneapterygius_kermadecensis",1432.9998,1432.9998
"Enneapterygius_larsonae",1543.7758,1499.95905
"Enneapterygius_mirabilis",1416.3958,1416.3958
"Enneapterygius_rufopileus",1488.8633,1475.91235
"Enneapterygius_similis",1590.3478,1590.3478
"Enophrys_diceraus",1315.5754,1315.5754
"Enoplosus_armatus",1805.0278,1725.38723333333
"Entomacrodus_chapmani",1289.3989,1289.3989
"Entomacrodus_solus",1411.0781,1411.0781
"Eocallionymus_papilio",1513.078,1460.738
"Epibulus_brevis",1518.6019,1445.37153333333
"Epibulus_insidiator",1588.719,1567.55263333333
"Epinephelides_armatus",1428.9105,1397.95755
"Epinephelus_adscensionis",1553.2327,1500.0342
"Epinephelus_akaara",1609.5367,1564.59385
"Epinephelus_albomarginatus",1316.709,1316.709
"Epinephelus_analogus",1450.4487,1450.4487
"Epinephelus_areolatus",1483.201,1430.33174304872
"Epinephelus_bilobatus",1331.5316,1331.5316
"Epinephelus_bleekeri",1429.1323,1387.34915
"Epinephelus_bruneus",1184.3633,1184.3633
"Epinephelus_coeruleopunctatus",1371.959,1360.95983333333
"Epinephelus_coioides",1512.073,1512.073
"Epinephelus_corallicola",1432.9934,1432.9934
"Epinephelus_costae",1519.1538,1394.43776666667
"Epinephelus_cyanopodus",1573.786,1491.13506666667
"Epinephelus_daemelii",1255.02,1255.02
"Epinephelus_fasciatus",1614.2666,1530.63386666667
"Epinephelus_fuscoguttatus",1455.0262,1443.0397
"Epinephelus_guttatus",1533.8507,1532.717
"Epinephelus_hexagonatus",1526.3,1526.3
"Epinephelus_irroratus",1485.1989,1485.1989
"Epinephelus_itajara",1424.7505,1424.7505
"Epinephelus_labriformis",1495.297,1495.297
"Epinephelus_lanceolatus",1432.0906,1381.87
"Epinephelus_longispinis",1328.1052,1313.60605
"Epinephelus_macrospilos",1673.699,1673.699
"Epinephelus_maculatus",1587.5105,1571.488
"Epinephelus_malabaricus",1465.1499,1465.1499
"Epinephelus_marginatus",1531.0818,1396.3499
"Epinephelus_melanostigma",1488.6946,1433.9875
"Epinephelus_merra",1629.3923,1629.3923
"Epinephelus_morio",1435.0012,1435.0012
"Epinephelus_multinotatus",1463.0044,1463.0044
"Epinephelus_ongus",1838.1599,1543.7601
"Epinephelus_polyphekadion",1524.9426,1464.55475
"Epinephelus_quoyanus",1596.737,1596.737
"Epinephelus_rivulatus",1336.9404,1336.9404
"Epinephelus_socialis",1522.3206,1479.7862
"Epinephelus_spilotoceps",1518.4255,1471.87475
"Epinephelus_striatus",1474.0066,1474.0066
"Epinephelus_tauvina",1488.9614,1433.50576666667
"Epinephelus_tukula",1527.5559,1527.5559
"Epinephelus_undulatostriatus",1522.8562,1477.66236666667
"Equetus_punctatus",1621.2922,1612.53185
"Eubalichthys_bucephalus",1438.446,1438.446
"Eubalichthys_caeruleoguttatus",1466.854,1421.3285
"Eubalichthys_cyanoura",1586.6053,1586.6053
"Eubalichthys_gunnii",1671.3435,1528.8551
"Eubalichthys_mosaicus",1864.4678,1693.379425
"Eucinostomus_dowii",1349.6626,1349.6626
"Eupetrichthys_angustipes",1523.56,1447.65675
"Euthynnus_affinis",1271.1025,1229.30765
"Euthynnus_lineatus",1357.8635,1326.8981
"Eutrigla_gurnardus",1347.3461,1347.3461
"Eviota_albolineata",1456.3396,1456.3396
"Eviota_atriventris",1563.3904,1520.7884
"Eviota_bifasciata",1438.8326,1383.6467
"Eviota_bimaculata",1499.1824,1473.62195
"Eviota_fasciola",1428.9513,1428.9513
"Eviota_guttata",1465.7314,1465.7314
"Eviota_hoesei",1513.8301,1447.94225
"Eviota_lachdeberei",1377.196,1377.196
"Eviota_latifasciata",1434.6216,1434.6216
"Eviota_melasma",1489.1619,1471.4072
"Eviota_mikiae",1392.4844,1392.4844
"Eviota_nigriventris",1481.0951,1426.7303
"Eviota_pellucida",1535.4658,1535.4658
"Eviota_prasites",1459.9939,1459.9939
"Eviota_raja",1530.7578,1506.5309
"Eviota_readerae",1466.0001,1466.0001
"Eviota_rubriceps",1370.3354,1370.3354
"Eviota_sebreei",1472.2338,1472.2338
"Eviota_sigillata",1532.7605,1532.7605
"Eviota_storthynx",1461.5828,1461.5828
"Eviota_zebrina",1430.6218,1430.6218
"Evistias_acutirostris",1724.0801,1724.0801
"Evynnis_cardinalis",1476.5156,1445.5918
"Exallias_brevis",1721.994,1650.3804
"Exyrias_belissimus",1442.0602,1412.7271
"Favonigobius_lateralis",1432.0878,1370.40005
"Foetorepus_calauropomus",1288.0923,1288.0923
"Forcipiger_flavissimus",1700.8337,1698.238
"Forcipiger_longirostris",1713.07880275742,1666.13703425247
"Forsterygion_capito",1363.0658,1363.0658
"Forsterygion_flavonigrum",1498.2262,1480.14825
"Forsterygion_gymnotum",1436.4839,1436.4839
"Forsterygion_lapillum",1368.5874,1342.54435
"Forsterygion_malcolmi",1442.853,1442.853
"Forsterygion_maryannae",1417.2228,1417.2228
"Forsterygion_varium",1429.6405,1381.5781
"Furcina_osimae",1403.3998,1403.3998
"Fusigobius_duospilus",1397.3569,1389.05045
"Fusigobius_inframaculatus",1534.5493,1492.53395
"Fusigobius_melacron",1388.7498,1388.7498
"Fusigobius_neophytus",1385.011,1308.00956666667
"Fusigobius_signipinnis",1400.775,1400.775
"Gadus_morhua",1345.4694,1341.69535
"Gasterosteus_aculeatus",1384.4116,1300.78535
"Genicanthus_caudovittatus",1569.1605,1533.98925
"Genicanthus_lamarck",1639.5571,1564.13266
"Genicanthus_semicinctus",1742.0023,1594.50773333333
"Genicanthus_watanabei",1832.4312,1693.27042
"Genypterus_tigerinus",1271.0592,1271.0592
"Gerres_cinereus",1242.4567,1242.4567
"Gerres_equulus",1172.6323,1172.6323
"Gerres_subfasciatus",1228.948,1159.8105
"Gillellus_chathamensis",1364.5046,1364.5046
"Girella_cyanea",1592.6616,1592.6616
"Girella_elevata",1272.6033,1244.61025
"Girella_fimbriata",1382.026,1382.026
"Girella_freminvillii",1378.266,1341.966
"Girella_nigricans",1505.8132,1505.8132
"Girella_punctata",1335.9788,1335.9788
"Girella_simplicidens",1398.4581,1302.83465
"Girella_tephraeops",1216.9907,1196.62245
"Girella_tricuspidata",1337.4456,1309.9976
"Girella_zebra",1437.5386,1419.15763333333
"Glaucosoma_hebraicum",1482.9265,1421.7869
"Glaucosoma_magnificum",1512.3086,1512.3086
"Glaucosoma_scapulare",1224.406,1224.406
"Glyptoparus_delicatulus",1320.0598,1320.0598
"Gnathanacanthus_goetzeei",1422.8292,1422.8292
"Gnathanodon_speciosus",1505.9214,1330.42763333333
"Gnathodentex_aureolineatus",1370.052,1370.052
"Gnatholepis_anjerensis",1404.853,1404.853
"Gnatholepis_cauerensis",1387.2441,1387.2441
"Gnatholepis_thompsoni",1382.5203,1360.59915
"Gobiesox_woodsi",1331.2037,1331.2037
"Gobioclinus_dendriticus",1549.0735,1484.6944
"Gobiodon_citrinus",1593.0614,1574.25655
"Gobiodon_heterospilos",1508.9976,1508.9976
"Gobiodon_histrio",1641.8518,1641.8518
"Gobiodon_okinawae",1543.925,1496.938
"Gobiodon_quinquestrigatus",1399.1409,1381.53225
"Gobiodon_spilophthalmus",1369.0718,1328.30465
"Gobiosoma_hildebrandi",1339.8525,1260.56206666667
"Gobiosoma_spilotum",1289.6226,1289.6226
"Gobius_bucchichi",1375.5627,1375.5627
"Gobius_cruentatus",1449.9535,1449.9535
"Gobius_fallax",1420.9318,1385.91975
"Gobius_niger",1477.2942,1380.05935
"Gobius_paganellus",1435.9708,1409.56005
"Gobius_tetrophthalmus",1356.3689,1356.3689
"Gobius_xanthocephalus",1428.5481,1384.98365
"Gobiusculus_flavescens",1487.2676,1435.02316666667
"Gomphosus_caeruleus",1628.4413,1394.75467604799
"Gomphosus_varius",1640.8254,1461.59725714286
"Gorgasia_galzini",1405.275,1405.275
"Gracila_albomarginata",1522.2935,1496.422
"Gramma_brasiliensis",1542.9305,1512.3416
"Gramma_loreto",1595.2471,1595.2471
"Grammatorcynus_bicarinatus",1216.4054,1216.4054
"Grammatorcynus_bilineatus",1250.747,1247.3308
"Grammistes_sexlineatus",1693.5726,1621.143825
"Gunnellichthys_monostigma",1376.8942,1376.8942
"Gymnocaesio_gymnoptera",1371.81,1371.81
"Gymnocanthus_tricuspis",1444.0964,1444.0964
"Gymnoclinus_cristulatus",1392.0797,1392.0797
"Gymnocranius_audleyi",1303.4299,1303.4299
"Gymnocranius_euanus",1490.3774,1490.3774
"Gymnocranius_microdon",1322.0438,1322.0438
"Gymnocrotaphus_curvidens",1506.8757,1506.8757
"Gymnomuraena_zebra",1448.1943,1448.1943
"Gymnosarda_unicolor",1222.6472,1222.6472
"Gymnothorax_annasona",1425.281,1425.281
"Gymnothorax_breedeni",1336.6256,1336.6256
"Gymnothorax_castaneus",1314.158,1314.158
"Gymnothorax_cribroris",1301.2788,1301.2788
"Gymnothorax_dovii",1396.1815,1396.1815
"Gymnothorax_eurostus",1499.2383,1499.2383
"Gymnothorax_favagineus",1548.3063,1548.3063
"Gymnothorax_fimbriatus",1445.7822,1424.19035
"Gymnothorax_flavimarginatus",1361.8887,1346.67285
"Gymnothorax_funebris",1486.7515,1478.0824
"Gymnothorax_javanicus",1471.7407,1430.67245
"Gymnothorax_meleagris",1482.0667,1447.6318
"Gymnothorax_miliaris",1422.5808,1422.5808
"Gymnothorax_moringa",1485.3367,1454.855
"Gymnothorax_nubilus",1345.4431,1294.9286
"Gymnothorax_obesus",1182.732,1182.732
"Gymnothorax_panamensis",1312.4912,1312.4912
"Gymnothorax_pictus",1477.9001,1354.99705
"Gymnothorax_porphyreus",1411.4214,1411.4214
"Gymnothorax_prasinus",1354.7727,1354.7727
"Gymnothorax_prionodon",1404.2274,1404.2274
"Gymnothorax_thyrsoideus",1401.3224,1399.6684
"Gymnothorax_undulatus",1434.6472,1434.6472
"Gymnothorax_zonipectis",1385.6506,1357.8125
"Haemulon_album",1181.924,1181.924
"Haemulon_aurolineatum",1360.7946,1302.14953333333
"Haemulon_carbonarium",1490.5232,1383.24415
"Haemulon_chrysargyreum",1591.0193,1576.04895
"Haemulon_flaviguttatum",1302.1759,1250.76445
"Haemulon_flavolineatum",1605.5559,1605.5559
"Haemulon_macrostomum",1370.5515,1355.56785
"Haemulon_maculicauda",1388.4026,1388.4026
"Haemulon_melanurum",1465.197,1465.197
"Haemulon_parra",1290.508,1290.508
"Haemulon_plumierii",1609.0344,1442.423
"Haemulon_sciurus",1593.7285,1583.92455
"Haemulon_scudderii",1240.3186,1232.3838
"Haemulon_sexfasciatum",1388.5388,1347.14695
"Haemulon_steindachneri",1309.5645,1289.4791
"Haemulon_vittatum",1538.5422,1421.84765
"Haletta_semifasciata",1368.6942,1294.26046666667
"Halichoeres_adustus",1518.7233,1457.66626666667
"Halichoeres_argus",1546.5823,1531.1045
"Halichoeres_biocellatus",1599.2837,1571.846075
"Halichoeres_bivittatus",1549.2897,1533.311825
"Halichoeres_brasiliensis",1550.1167,1512.13166666667
"Halichoeres_brownfieldi",1492.967,1461.1834
"Halichoeres_burekae",1625.4373,1514.380125
"Halichoeres_chierchiae",1559.924,1507.36276666667
"Halichoeres_chloropterus",1530.823,1451.85308
"Halichoeres_chrysus",1539.86,1487.0754
"Halichoeres_cosmetus",1605.56786683316,1569.92823614873
"Halichoeres_dimidiatus",1510.276,1506.5602
"Halichoeres_discolor",1589.5515,1528.8918
"Halichoeres_dispilus",1640.2167,1512.0549
"Halichoeres_erdmanni",1432.0289,1379.33625
"Halichoeres_garnoti",1710.5933,1526.62928
"Halichoeres_hartzfeldii",1623.6328,1517.70546666667
"Halichoeres_hortulanus",1620.546,1529.74946551718
"Halichoeres_insularis",1482.1721,1428.25076666667
"Halichoeres_iridis",1536.1338,1471.02703333333
"Halichoeres_leucoxanthus",1480.5044,1457.1629
"Halichoeres_leucurus",1680.5244,1644.9863
"Halichoeres_maculipinna",1539.3064,1533.3417
"Halichoeres_malpelo",1363.2255,1335.62553333333
"Halichoeres_margaritaceus",1509.2322,1454.690475
"Halichoeres_marginatus",1729.909,1543.60284
"Halichoeres_melanochir",1606.4205,1515.75006
"Halichoeres_melanurus",1781.5284,1681.44363333333
"Halichoeres_melasmapomus",1570.8926,1527.5844
"Halichoeres_miniatus",1506.6526,1438.44554
"Halichoeres_nebulosus",1457.5676,1385.07776
"Halichoeres_nicholsi",1583.4191,1498.45695
"Halichoeres_nigrescens",1453.365,1371.23
"Halichoeres_notospilus",1459.405,1444.6742
"Halichoeres_orientalis",1648.972,1552.109
"Halichoeres_ornatissimus",1675.9299,1644.5664
"Halichoeres_pictus",1611.234,1524.52965
"Halichoeres_poeyi",1538.8071,1440.74103333333
"Halichoeres_prosopeion",1567.4265,1523.3295
"Halichoeres_radiatus",1669.5107,1609.866225
"Halichoeres_richmondi",1769.2888,1725.261975
"Halichoeres_salmofasciatus",1492.8469,1408.17285
"Halichoeres_scapularis",1628.8328,1512.35273333333
"Halichoeres_semicinctus",1441.4534,1338.9241
"Halichoeres_socialis",1565.5228,1478.377225
"Halichoeres_solorensis",1417.1951,1358.50426666667
"Halichoeres_tenuispinis",1497.4512,1481.1001
"Halichoeres_timorensis",1507.0901,1507.0901
