"sp_worms","name_worms","name","copyright","mayo_db","serf","newcal","iucn","rls","focus","mayo_campgn","fisheyes_campgn","esthe_mayo","esthe_fisheyes","esthe_all"
"Bodianus_diplotaenia","Bodianus_diplotaenia_M_1","Bodianus_diplotaenia_M_1","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Bodianus_eclancheri","Bodianus_eclancheri_A_1","Bodianus_eclancheri_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Bodianus_eclancheri","Bodianus_eclancheri_A_2","Bodianus_eclancheri_A_2","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Bodianus_eclancheri","Bodianus_eclancheri_J_1","Bodianus_eclancheri_J_1","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Bodianus_frenchii","Bodianus_frenchii_A_1","Bodianus_frenchii_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Bodianus_frenchii","Bodianus_frenchii_J_1","Bodianus_frenchii_J_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Bodianus_loxozonus","Bodianus_loxozonus_A_1","Bodianus_loxozonus_A_1","NO",0,1,1,0,1,1,0,0,NA,0,NA
"Bodianus_loxozonus","Bodianus_loxozonus_A_2","Bodianus_loxozonus_A_2","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Bodianus_mesothorax","Bodianus_mesothorax_A_1","Bodianus_mesothorax_A_1","YES",0,1,0,0,1,1,0,1,NA,1547.588,1547.588
"Bodianus_mesothorax","Bodianus_mesothorax_A_2","Bodianus_mesothorax_A_2","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Bodianus_mesothorax","Bodianus_mesothorax_J_1","Bodianus_mesothorax_J_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Bodianus_mesothorax","Bodianus_mesothorax_J_2","Bodianus_mesothorax_J_2","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Bodianus_perditio","Bodianus_perditio_A_1","Bodianus_perditio_A_1","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Bodianus_rufus","Bodianus_rufus_A_1","Bodianus_rufus_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Bodianus_scrofa","Bodianus_scrofa_A_1","Bodianus_scrofa_A_1","YES",0,0,0,1,1,1,0,0,NA,0,NA
"Bodianus_scrofa","Bodianus_scrofa_A_2","Bodianus_scrofa_A_2","NO",0,0,0,1,1,1,0,0,NA,0,NA
"Bodianus_unimaculatus","Bodianus_unimaculatus_F_1","Bodianus_unimaculatus_F_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Bodianus_unimaculatus","Bodianus_unimaculatus_M_1","Bodianus_unimaculatus_M_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Bolbometopon_muricatum","Bolbometopon_muricatum_A_1","Bolbometopon_muricatum_A_1","NO",0,1,1,1,1,1,0,1,NA,1402.09,1402.09
"Bolbometopon_muricatum","Bolbometopon_muricatum_A_2","Bolbometopon_muricatum_A_2","NO",0,1,1,1,1,1,0,0,NA,0,NA
"Boops_boops","Boops_boops_A_2","Boops_boops_A_2","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Boopsoidea_inornata","Boopsoidea_inornata_A_1","Boopsoidea_inornata_A_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Boreogadus_saida","Boreogadus_saida_A_1","Boreogadus_saida_A_1","NO",0,0,0,0,1,1,0,0,NA,0,NA
"Boreogadus_saida","Boreogadus_saida_J_1","Boreogadus_saida_J_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Bothragonus_occidentalis","Bothragonus_occidentalis_A_1","Bothragonus_occidentalis_A_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Bovichtus_angustifrons","Bovichtus_angustifrons_A_1","Bovichtus_angustifrons_A_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Bovichtus_argentinus","Bovichtus_argentinus_A_2","Bovichtus_argentinus_A_2","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Brachaluteres_jacksonianus","Brachaluteres_jacksonianus_A_2","Brachaluteres_jacksonianus_A_2","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Brachaluteres_jacksonianus","Brachaluteres_jacksonianus_A_3","Brachaluteres_jacksonianus_A_3","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Brachaluteres_jacksonianus","Brachaluteres_jacksonianus_J_1","Brachaluteres_jacksonianus_J_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Brachionichthys_hirsutus","Brachionichthys_hirsutus_A_1","Brachionichthys_hirsutus_A_1","YES",0,0,0,1,0,1,0,0,NA,0,NA
"Brachionichthys_hirsutus","Brachionichthys_hirsutus_A_2","Brachionichthys_hirsutus_A_2","YES",0,0,0,1,0,1,0,0,NA,0,NA
"Brachyistius_frenatus","Brachyistius_frenatus_A_1","Brachyistius_frenatus_A_1","NO",0,0,0,0,1,1,0,0,NA,0,NA
"Bryaninops_amplus","Bryaninops_amplus_A_1","Bryaninops_amplus_A_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Bryaninops_erythrops","Bryaninops_erythrops_A_1","Bryaninops_erythrops_A_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Bryaninops_erythrops","Bryaninops_erythrops_J_1","Bryaninops_erythrops_J_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Bryaninops_natans","Bryaninops_natans_A_2","Bryaninops_natans_A_2","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Bryaninops_nexus","Bryaninops_nexus_A_2","Bryaninops_nexus_A_2","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Bryaninops_yongei","Bryaninops_yongei_A_1","Bryaninops_yongei_A_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Bryaninops_yongei","Bryaninops_yongei_A_4","Bryaninops_yongei_A_4","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Bryaninops_yongei","Bryaninops_yongei_A_5","Bryaninops_yongei_A_5","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Caesio_caerulaurea","Caesio_caerulaurea_A_1","Caesio_caerulaurea_A_1","NO",0,1,1,0,1,1,0,0,NA,0,NA
"Caesio_cuning","Caesio_cuning_A_1","Caesio_cuning_A_1","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Caesio_cuning","Caesio_cuning_A_2","Caesio_cuning_A_2","NO",0,1,1,0,1,1,0,0,NA,0,NA
"Caesio_lunaris","Caesio_lunaris_29","Caesio_lunaris_29","YES",1,1,1,0,1,1,1,0,1284.752874,0,1269.82101927914
"Caesio_lunaris","Caesio_lunaris_A_1","Caesio_lunaris_A_1","YES",1,1,1,0,1,1,0,0,NA,0,NA
"Caesio_lunaris","Caesio_lunaris_A_2","Caesio_lunaris_A_2","YES",1,1,1,0,1,1,0,0,NA,0,NA
"Caesio_lunaris","Caesio_lunaris_A_3","Caesio_lunaris_A_3","NO",1,1,1,0,1,1,0,0,NA,0,NA
"Caesio_striata","Caesio_striata_A_1","Caesio_striata_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Caesio_suevica","Caesio_suevica_160","Caesio_suevica_160","YES",1,1,0,0,1,1,1,0,1446.284834,0,1411.15202863023
"Caesio_suevica","Caesio_suevica_A_1","Caesio_suevica_A_1","YES",1,1,0,0,1,1,0,0,NA,0,NA
"Caesio_teres","Caesio_teres_A_1","Caesio_teres_A_1","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Caesio_teres","Caesio_teres_A_2","Caesio_teres_A_2","NO",0,1,1,0,1,1,0,0,NA,0,NA
"Caesio_teres","Caesio_teres_A_3","Caesio_teres_A_3","NO",0,1,1,0,1,1,0,0,NA,0,NA
"Caesio_varilineata","Caesio_varilineata_A_1","Caesio_varilineata_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Caesio_xanthonota","Caesio_xanthonota_162","Caesio_xanthonota_162","YES",1,1,1,0,1,1,1,0,1437.193658,0,1403.19778180336
"Caesio_xanthonota","Caesio_xanthonota_A_1","Caesio_xanthonota_A_1","NO",1,1,1,0,1,1,0,0,NA,0,NA
"Caesioperca_lepidoptera","Caesioperca_lepidoptera_A_3","Caesioperca_lepidoptera_A_3","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Caesioperca_rasor","Caesioperca_rasor_F_1","Caesioperca_rasor_F_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Caesioperca_rasor","Caesioperca_rasor_J_1","Caesioperca_rasor_J_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Caesioperca_rasor","Caesioperca_rasor_M_3","Caesioperca_rasor_M_3","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Caesioscorpis_theagenes","Caesioscorpis_theagenes_A_1","Caesioscorpis_theagenes_A_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Caffrogobius_nudiceps","Caffrogobius_nudiceps_A_1","Caffrogobius_nudiceps_A_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Calamus_bajonado","Calamus_bajonado_A_1","Calamus_bajonado_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Calamus_bajonado","Calamus_bajonado_A_2","Calamus_bajonado_A_2","NO",0,1,0,0,1,1,0,1,NA,1261.627,1261.627
"Calamus_bajonado","Calamus_bajonado_A_3","Calamus_bajonado_A_3","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Calamus_brachysomus","Calamus_brachysomus_A_1","Calamus_brachysomus_A_1","YES",0,1,0,0,1,1,0,1,NA,1263.649,1263.649
"Calamus_calamus","Calamus_calamus_A_1","Calamus_calamus_A_1","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Calamus_calamus","Calamus_calamus_A_2","Calamus_calamus_A_2","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Calamus_calamus","Calamus_calamus_J_1","Calamus_calamus_J_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Calamus_pennatula","Calamus_pennatula_A_1","Calamus_pennatula_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Calamus_pennatula","Calamus_pennatula_A_2","Calamus_pennatula_A_2","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Calamus_taurinus","Calamus_taurinus_A_1","Calamus_taurinus_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Calamus_taurinus","Calamus_taurinus_A_2","Calamus_taurinus_A_2","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Callanthias_australis","Callanthias_australis_F_1","Callanthias_australis_F_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Callanthias_australis","Callanthias_australis_J_1","Callanthias_australis_J_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Callanthias_australis","Callanthias_australis_M_1","Callanthias_australis_M_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Calliclinus_geniguttatus","Calliclinus_geniguttatus_A_3","Calliclinus_geniguttatus_A_3","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Calliclinus_geniguttatus","Calliclinus_geniguttatus_A_4","Calliclinus_geniguttatus_A_4","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Callionymus_comptus","Callionymus_comptus_A_1","Callionymus_comptus_A_1","YES",0,0,0,1,0,1,0,0,NA,0,NA
"Callionymus_lyra","Callionymus_lyra_A_3","Callionymus_lyra_A_3","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Calloplesiops_altivelis","Calloplesiops_altivelis_A_1","Calloplesiops_altivelis_A_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Calloplesiops_altivelis","Calloplesiops_altivelis_A_2","Calloplesiops_altivelis_A_2","NO",0,0,0,0,1,1,0,0,NA,0,NA
"Calloplesiops_altivelis","Calloplesiops_altivelis_J_1","Calloplesiops_altivelis_J_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Calotomus_carolinus","Calotomus_carolinus_F_1","Calotomus_carolinus_F_1",NA,0,1,1,0,1,1,0,0,NA,0,NA
"Calotomus_carolinus","Calotomus_carolinus_M_1","Calotomus_carolinus_M_1","NO",0,1,1,0,1,1,0,0,NA,0,NA
"Calotomus_japonicus","Calotomus_japonicus_F_1","Calotomus_japonicus_F_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Calotomus_japonicus","Calotomus_japonicus_M_1","Calotomus_japonicus_M_1","NO",0,0,0,0,1,1,0,0,NA,0,NA
"Calotomus_spinidens","Calotomus_spinidens_F_1","Calotomus_spinidens_F_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Calotomus_spinidens","Calotomus_spinidens_F_2","Calotomus_spinidens_F_2","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Calotomus_spinidens","Calotomus_spinidens_M_1","Calotomus_spinidens_M_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Calotomus_viridescens","Calotomus_viridescens_A_1","Calotomus_viridescens_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Calotomus_viridescens","Calotomus_viridescens_A_2","Calotomus_viridescens_A_2","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Calotomus_viridescens","Calotomus_viridescens_M_1","Calotomus_viridescens_M_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Cantherhines_dumerilii","Cantherhines_dumerilii_A_1","Cantherhines_dumerilii_A_1","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Cantherhines_dumerilii","Cantherhines_dumerilii_J_1","Cantherhines_dumerilii_J_1","YES",0,1,1,0,1,1,0,1,NA,1507.549,1507.549
"Cantherhines_fronticinctus","Cantherhines_fronticinctus_A_1","Cantherhines_fronticinctus_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Cantherhines_longicaudus","Cantherhines_longicaudus_A_1","Cantherhines_longicaudus_A_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Cantherhines_longicaudus","Cantherhines_longicaudus_J_1","Cantherhines_longicaudus_J_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Cantherhines_macrocerus","Cantherhines_macrocerus_A_1","Cantherhines_macrocerus_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Cantherhines_macrocerus","Cantherhines_macrocerus_A_2","Cantherhines_macrocerus_A_2","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Cantherhines_pardalis","Cantherhines_pardalis_A_1","Cantherhines_pardalis_A_1","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Cantherhines_pardalis","Cantherhines_pardalis_A_2","Cantherhines_pardalis_A_2","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Cantherhines_pardalis","Cantherhines_pardalis_A_3","Cantherhines_pardalis_A_3","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Cantherhines_pullus","Cantherhines_pullus_A_1","Cantherhines_pullus_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Cantherhines_pullus","Cantherhines_pullus_A_2","Cantherhines_pullus_A_2","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Cantherhines_sandwichiensis","Cantherhines_sandwichiensis_A_1","Cantherhines_sandwichiensis_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Cantherhines_sandwichiensis","Cantherhines_sandwichiensis_A_2","Cantherhines_sandwichiensis_A_2","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Cantherhines_sandwichiensis","Cantherhines_sandwichiensis_A_3","Cantherhines_sandwichiensis_A_3","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Cantheschenia_grandisquamis","Cantheschenia_grandisquamis_A_3","Cantheschenia_grandisquamis_A_3","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Canthidermis_maculata","Canthidermis_maculata_A_1","Canthidermis_maculata_A_1","NO",0,1,0,0,1,1,0,1,NA,1476.353,1476.353
"Canthidermis_sufflamen","Canthidermis_sufflamen_A_1","Canthidermis_sufflamen_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Canthidermis_sufflamen","Canthidermis_sufflamen_A_2","Canthidermis_sufflamen_A_2","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Canthigaster_amboinensis","Canthigaster_amboinensis_A_1","Canthigaster_amboinensis_A_1","NO",0,1,1,0,1,1,0,0,NA,0,NA
"Canthigaster_amboinensis","Canthigaster_amboinensis_A_2","Canthigaster_amboinensis_A_2","NO",0,1,1,0,1,1,0,0,NA,0,NA
"Canthigaster_axiologus","Canthigaster_axiologus_A_1","Canthigaster_axiologus_A_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Canthigaster_bennetti","Canthigaster_bennetti_A_1","Canthigaster_bennetti_A_1","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Canthigaster_bennetti","Canthigaster_bennetti_A_2","Canthigaster_bennetti_A_2","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Canthigaster_bennetti","Canthigaster_bennetti_A_3","Canthigaster_bennetti_A_3","NO",0,1,1,0,1,1,0,0,NA,0,NA
"Canthigaster_callisterna","Canthigaster_callisterna_A_1","Canthigaster_callisterna_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Canthigaster_callisterna","Canthigaster_callisterna_A_2","Canthigaster_callisterna_A_2","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Canthigaster_capistrata","Canthigaster_capistrata_A_1","Canthigaster_capistrata_A_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Canthigaster_capistrata","Canthigaster_capistrata_A_3","Canthigaster_capistrata_A_3","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Canthigaster_coronata","Canthigaster_coronata_A_1","Canthigaster_coronata_A_1","NO",0,1,1,0,1,1,0,0,NA,0,NA
"Canthigaster_cyanetron","Canthigaster_cyanetron_A_1","Canthigaster_cyanetron_A_1","YES",0,0,0,1,0,1,0,0,NA,0,NA
"Canthigaster_cyanetron","Canthigaster_cyanetron_A_2","Canthigaster_cyanetron_A_2","YES",0,0,0,1,0,1,0,0,NA,0,NA
"Canthigaster_epilampra","Canthigaster_epilampra_A_2","Canthigaster_epilampra_A_2","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Canthigaster_figueiredoi","Canthigaster_figueiredoi_A_1","Canthigaster_figueiredoi_A_1","YES",0,1,0,0,1,1,0,1,NA,1392.747,1392.747
"Canthigaster_figueiredoi","Canthigaster_figueiredoi_A_2","Canthigaster_figueiredoi_A_2","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Canthigaster_jactator","Canthigaster_jactator_A_1","Canthigaster_jactator_A_1","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Canthigaster_janthinoptera","Canthigaster_janthinoptera_A_1","Canthigaster_janthinoptera_A_1","YES",0,0,1,0,1,1,0,0,NA,0,NA
"Canthigaster_janthinoptera","Canthigaster_janthinoptera_A_2","Canthigaster_janthinoptera_A_2","YES",0,0,1,0,1,1,0,0,NA,0,NA
"Canthigaster_janthinoptera","Canthigaster_janthinoptera_A_3","Canthigaster_janthinoptera_A_3","NO",0,0,1,0,1,1,0,0,NA,0,NA
"Canthigaster_marquesensis","Canthigaster_marquesensis_A_1","Canthigaster_marquesensis_A_1","YES",0,0,0,1,0,1,0,0,NA,0,NA
"Canthigaster_papua","Canthigaster_papua_A_1","Canthigaster_papua_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Canthigaster_punctatissima","Canthigaster_punctatissima_A_1","Canthigaster_punctatissima_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Canthigaster_punctatissima","Canthigaster_punctatissima_A_2","Canthigaster_punctatissima_A_2","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Canthigaster_rapaensis","Canthigaster_rapaensis_A_1","Canthigaster_rapaensis_A_1","YES",0,0,0,1,0,1,0,0,NA,0,NA
"Canthigaster_rivulata","Canthigaster_rivulata_A_1","Canthigaster_rivulata_A_1","YES",0,0,1,0,1,1,0,0,NA,0,NA
"Canthigaster_rivulata","Canthigaster_rivulata_A_2","Canthigaster_rivulata_A_2","NO",0,0,1,0,1,1,0,0,NA,0,NA
"Canthigaster_rostrata","Canthigaster_rostrata_A_1","Canthigaster_rostrata_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Canthigaster_rostrata","Canthigaster_rostrata_A_2","Canthigaster_rostrata_A_2","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Canthigaster_sanctaehelenae","Canthigaster_sanctaehelenae_A_1","Canthigaster_sanctaehelenae_A_1","NO",0,0,0,1,0,1,0,0,NA,0,NA
"Canthigaster_sanctaehelenae","Canthigaster_sanctaehelenae_A_2","Canthigaster_sanctaehelenae_A_2","YES",0,0,0,1,0,1,0,0,NA,0,NA
"Canthigaster_smithae","Canthigaster_smithae_A_1","Canthigaster_smithae_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Canthigaster_valentini","Canthigaster_valentini_A_1","Canthigaster_valentini_A_1","NO",0,1,1,0,1,1,0,0,NA,0,NA
"Caprodon_longimanus","Caprodon_longimanus_F_1","Caprodon_longimanus_F_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Caprodon_longimanus","Caprodon_longimanus_J_1","Caprodon_longimanus_J_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Caprodon_longimanus","Caprodon_longimanus_M_1","Caprodon_longimanus_M_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Caracanthus_maculatus","Caracanthus_maculatus_A_1","Caracanthus_maculatus_A_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Caracanthus_typicus","Caracanthus_typicus_A_1","Caracanthus_typicus_A_1","NO",0,0,0,0,1,1,0,0,NA,0,NA
"Caracanthus_unipinna","Caracanthus_unipinna_A_1","Caracanthus_unipinna_A_1","NO",0,0,0,0,1,1,0,0,NA,0,NA
"Carangoides_bajad","Carangoides_bajad_A_1","Carangoides_bajad_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Carangoides_bajad","Carangoides_bajad_A_2","Carangoides_bajad_A_2","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Carangoides_bartholomaei","Carangoides_bartholomaei_A_1","Carangoides_bartholomaei_A_1","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Carangoides_chrysophrys","Carangoides_chrysophrys_A_1","Carangoides_chrysophrys_A_1","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Carangoides_chrysophrys","Carangoides_chrysophrys_A_2","Carangoides_chrysophrys_A_2","NO",0,1,1,0,1,1,0,0,NA,0,NA
"Carangoides_ferdau","Carangoides_ferdau_A_1","Carangoides_ferdau_A_1","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Carangoides_ferdau","Carangoides_ferdau_A_2","Carangoides_ferdau_A_2","NO",0,1,1,0,1,1,0,0,NA,0,NA
"Carangoides_fulvoguttatus","Carangoides_fulvoguttatus_A_1","Carangoides_fulvoguttatus_A_1","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Carangoides_fulvoguttatus","Carangoides_fulvoguttatus_A_2","Carangoides_fulvoguttatus_A_2","YES",0,1,1,0,1,1,0,1,NA,1285.412,1285.412
"Carangoides_fulvoguttatus","Carangoides_fulvoguttatus_A_3","Carangoides_fulvoguttatus_A_3","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Carangoides_gymnostethus","Carangoides_gymnostethus_A_1","Carangoides_gymnostethus_A_1","YES",0,0,1,0,1,1,0,0,NA,0,NA
"Carangoides_gymnostethus","Carangoides_gymnostethus_A_2","Carangoides_gymnostethus_A_2","YES",0,0,1,0,1,1,0,0,NA,0,NA
"Carangoides_gymnostethus","Carangoides_gymnostethus_A_3","Carangoides_gymnostethus_A_3","NO",0,0,1,0,1,1,0,0,NA,0,NA
"Carangoides_orthogrammus","Carangoides_orthogrammus_A_1","Carangoides_orthogrammus_A_1","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Carangoides_plagiotaenia","Carangoides_plagiotaenia_A_1","Carangoides_plagiotaenia_A_1","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Carangoides_plagiotaenia","Carangoides_plagiotaenia_A_2","Carangoides_plagiotaenia_A_2","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Caranx_caballus","Caranx_caballus_A_1","Caranx_caballus_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Caranx_caninus","Caranx_caninus_A_2","Caranx_caninus_A_2","NO",0,0,0,0,1,1,0,0,NA,0,NA
"Caranx_crysos","Caranx_crysos_A_1","Caranx_crysos_A_1","YES",0,1,0,0,1,1,0,0,NA,0,NA
"Caranx_crysos","Caranx_crysos_A_2","Caranx_crysos_A_2","NO",0,1,0,0,1,1,0,0,NA,0,NA
"Caranx_ignobilis","Caranx_ignobilis_A_1","Caranx_ignobilis_A_1","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Caranx_ignobilis","Caranx_ignobilis_A_2","Caranx_ignobilis_A_2","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Caranx_lugubris","Caranx_lugubris_A_1","Caranx_lugubris_A_1",NA,0,1,1,0,1,1,0,0,NA,0,NA
"Caranx_lugubris","Caranx_lugubris_A_2","Caranx_lugubris_A_2","NO",0,1,1,0,1,1,0,0,NA,0,NA
"Caranx_melampygus","Caranx_melampygus_30","Caranx_melampygus_30","YES",1,1,1,0,1,1,1,0,1373.527607,0,1347.49371401871
"Caranx_melampygus","Caranx_melampygus_A_1","Caranx_melampygus_A_1","YES",1,1,1,0,1,1,0,0,NA,0,NA
"Caranx_melampygus","Caranx_melampygus_A_2","Caranx_melampygus_A_2",NA,1,1,1,0,1,1,0,0,NA,0,NA
"Caranx_papuensis","Caranx_papuensis_A_1","Caranx_papuensis_A_1",NA,0,1,1,0,1,1,0,0,NA,0,NA
"Caranx_sexfasciatus","Caranx_sexfasciatus_A_1","Caranx_sexfasciatus_A_1",NA,0,1,1,0,1,1,0,0,NA,0,NA
"Caranx_sexfasciatus","Caranx_sexfasciatus_A_2","Caranx_sexfasciatus_A_2","YES",0,1,1,0,1,1,0,0,NA,0,NA
"Caranx_sexfasciatus","Caranx_sexfasciatus_J_1","Caranx_sexfasciatus_J_1",NA,0,1,1,0,1,1,0,0,NA,0,NA
"Caranx_sexfasciatus","Caranx_sexfasciatus_J_2","Caranx_sexfasciatus_J_2",NA,0,1,1,0,1,1,0,0,NA,0,NA
"Caulolatilus_princeps","Caulolatilus_princeps_A_2","Caulolatilus_princeps_A_2","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Centroberyx_affinis","Centroberyx_affinis_A_2","Centroberyx_affinis_A_2","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Centroberyx_gerrardi","Centroberyx_gerrardi_A_2","Centroberyx_gerrardi_A_2","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Centroberyx_lineatus","Centroberyx_lineatus_A_1","Centroberyx_lineatus_A_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Centroberyx_lineatus","Centroberyx_lineatus_A_2","Centroberyx_lineatus_A_2","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Centrogenys_vaigiensis","Centrogenys_vaigiensis_A_1","Centrogenys_vaigiensis_A_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Centrolabrus_exoletus","Centrolabrus_exoletus_A_1","Centrolabrus_exoletus_A_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Centrolabrus_exoletus","Centrolabrus_exoletus_J_1","Centrolabrus_exoletus_J_1","YES",0,0,0,0,1,1,0,0,NA,0,NA
"Centrolabrus_melanocercus","Centrolabrus_melanocercus_A_1","Centrolabrus_melanocercus_A_1","NO",0,0,0,0,1,1,0,0,NA,0,NA
"Centrolabrus_melanocercus","Centrolabrus_melanocercus_M_1","Centrolabrus_melanocercus_M_1","NO",0,0,0,0,1,1,0,0,NA,0,NA
